Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
789L9_R2_001 - polyg	(1, 0.03980728365703671)	(2, 0.04082909224201293)	(3, 0.041202133471448694)	(4, 0.041396763678110834)	(5, 0.04167789619884503)	(6, 0.04199146708735625)	(7, 0.04236991471142152)	(8, 0.04266186002141473)	(9, 0.043305220982325685)	(10, 0.044029677862679195)	(12, 0.045081221618117694)	(14, 0.04602193428365136)	(16, 0.046795048715670404)	(18, 0.04758438233157797)	(20, 0.048306136014616724)	(22, 0.0489765289486752)	(24, 0.049682063447825456)	(26, 0.05048491305030677)	(28, 0.05120936993066029)	(30, 0.052068986676751396)	(32, 0.052896165055065475)	(34, 0.05375578180115659)	(36, 0.05458836657410018)	(38, 0.05535066821686022)	(40, 0.056137298635453026)	(42, 0.0570104313681179)	(44, 0.05770785627532389)	(46, 0.05867019451937557)	(48, 0.059556843238614196)	(50, 0.060448898352482336)	(52, 0.061370688636812734)	(54, 0.06221678939633009)	(56, 0.06300612301223764)	(58, 0.06395224207240081)	(60, 0.06499026984126555)	(62, 0.06592287291485496)	(64, 0.06682303762066735)	(66, 0.06783673661369932)	(68, 0.06886665479061979)	(70, 0.069866837797078)	(72, 0.07097514869612628)	(74, 0.07209697558174834)	(76, 0.07499750630047713)	(78, 0.0769681371429313)	(80, 0.07836298695734328)	(82, 0.0802335994991516)	(84, 0.08290976484075599)	(86, 0.0856481037205997)	(88, 0.08831075307563033)	(90, 0.09071389548844477)	(92, 0.09296025245700362)	(94, 0.09504982398130685)	(96, 0.0968177150251546)	(98, 0.09861804443677938)	(100, 0.1005454241221975)	(102, 0.10241603666400582)	(104, 0.10451101458293856)	(106, 0.1064194718871534)	(108, 0.10828467803433223)	(110, 0.11027963765261914)	(112, 0.1124070539393289)	(114, 0.11453447022603866)	(116, 0.11666188651274842)	(118, 0.11893797865176953)	(120, 0.12118433562032838)	(122, 0.1236847931364739)	(124, 0.1264393512002061)	(126, 0.129523699336338)	(128, 0.13272158175968954)	(130, 0.13597623132665085)	(132, 0.13938496314055301)	(134, 0.1429721059772288)	(136, 0.14706204351444846)	(138, 0.1513141728905532)
789M14_R1_001 - illumina_universal_adapter	(1, 0.0017344615411664943)	(2, 0.0017724771365893216)	(3, 0.0018437563780071228)	(4, 0.0020528421528326728)	(5, 0.0021288733436783274)	(6, 0.0022571759782303693)	(7, 0.002333207169076024)	(8, 0.0023902305622102646)	(9, 0.0024710137024837727)	(10, 0.0027157390980182233)	(12, 0.002960464493552674)	(14, 0.0032289496362263915)	(16, 0.003609105590454664)	(18, 0.003979757645827231)	(20, 0.00444782466447079)	(22, 0.004854116340552257)	(24, 0.005272287890203358)	(26, 0.005593044476583462)	(28, 0.005989832253809222)	(30, 0.0064270116011717355)	(32, 0.006949726038235611)	(34, 0.007515208020150166)	(36, 0.00809019390092043)	(38, 0.008674683680546398)	(40, 0.009349460499301583)	(42, 0.010173923725034149)	(44, 0.010891468088640013)	(46, 0.011739691061511848)	(48, 0.012723344593077503)	(50, 0.01392083584889656)	(52, 0.015420075893384313)	(54, 0.01698821920457594)	(56, 0.018748816467595623)	(58, 0.02079215472157259)	(60, 0.02331543986776275)	(62, 0.025924260103654274)	(64, 0.028958379813338674)	(66, 0.03259599710036046)	(68, 0.03687750353485638)	(70, 0.04188605823181388)	(72, 0.0479471697270409)	(74, 0.05536733875863399)	(76, 0.06380442496778772)	(78, 0.07428722540563235)	(80, 0.08663041404448157)	(82, 0.10180814051704537)	(84, 0.11974674960719198)	(86, 0.14101172329683598)	(88, 0.16493303671665005)	(90, 0.1933116786997906)	(92, 0.22917226505708638)	(94, 0.27085398946350253)	(96, 0.31848277857887725)	(98, 0.37126030489933115)	(100, 0.432142280968989)	(102, 0.5054719885649089)	(104, 0.5899806571898539)	(106, 0.6850671652412006)	(108, 0.7887832134535291)	(110, 0.9068073813931243)	(112, 1.0416510743326066)	(114, 1.1955667163007784)	(116, 1.3654251485993987)	(118, 1.5442386295948083)	(120, 1.7383438838490506)	(122, 1.9557693299204835)	(124, 2.196826220496631)	(126, 2.45417279371146)	(128, 2.7241571764296655)	(130, 3.0046219836110017)	(132, 3.3064919469901035)	(134, 3.6330245278997646)	(136, 3.9791280125280393)	(138, 4.326136743522321)
789M14_R1_001 - polya	(1, 0.0217449205818572)	(2, 0.02397358486352045)	(3, 0.0259266360783682)	(4, 0.027813160001226002)	(5, 0.030041824282889252)	(6, 0.03215644177828402)	(7, 0.03487930880044402)	(8, 0.03900875285324863)	(9, 0.04419788162846456)	(10, 0.0513994609863764)	(12, 0.0562036818579362)	(14, 0.06156150483784092)	(16, 0.06638948545653997)	(18, 0.0711248030613959)	(20, 0.07541106144531967)	(22, 0.0799325413259222)	(24, 0.08435660624325372)	(26, 0.08861435293061037)	(28, 0.09292912301110126)	(30, 0.09700391964548556)	(32, 0.10102406886144955)	(34, 0.10541724610750003)	(36, 0.10975339996041626)	(38, 0.11388046803850695)	(40, 0.11849698690766654)	(42, 0.12280462906401565)	(44, 0.1269578328639595)	(46, 0.13098986195349316)	(48, 0.13519771317185733)	(50, 0.13946496375806972)	(52, 0.1437535981167074)	(54, 0.14844614817671264)	(56, 0.15269201499049967)	(58, 0.1569473857031424)	(60, 0.1608202244868429)	(62, 0.16511836274433633)	(64, 0.16982754462733907)	(66, 0.1743965440022201)	(68, 0.1786495387401489)	(70, 0.18319002641846285)	(72, 0.18750004454952587)	(74, 0.19208805172211835)	(76, 0.1966570510969994)	(78, 0.20123793034545007)	(80, 0.20549567703280675)	(82, 0.20992449389956613)	(84, 0.21401117040752005)	(86, 0.21890805429292298)	(88, 0.22358634850464468)	(90, 0.22781795947014816)	(92, 0.23275761090040176)	(94, 0.2374691687581184)	(96, 0.2420690558042805)	(98, 0.24655489606417413)	(100, 0.2508672901699511)	(102, 0.2551891881745838)	(104, 0.259427927064229)	(106, 0.2638116004114238)	(108, 0.2681620101126236)	(110, 0.27278565690592493)	(112, 0.2770220198208563)	(114, 0.2809376261494075)	(116, 0.2853094196230326)	(118, 0.2898118917059237)	(120, 0.2943143637888148)	(122, 0.2987930761245666)	(124, 0.30364006454097714)	(126, 0.30810214505373146)	(128, 0.3121460540168347)	(130, 0.31665565402386764)	(132, 0.3214028515022932)	(134, 0.326140545081863)	(136, 0.33038641189565005)	(138, 0.33436616954147724)
789M14_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.000988405480993509)	(4, 0.0013970731317889023)	(5, 0.001615662805470159)	(6, 0.0018390044285792693)	(7, 0.0020861057988276464)	(8, 0.00249477344962304)	(9, 0.0030887671281047157)	(10, 0.003820567339994141)	(12, 0.004780461124420529)	(14, 0.005916177037677495)	(16, 0.006916462392240637)	(18, 0.007847844480099906)	(20, 0.008902777253083362)	(22, 0.010052749014623887)	(24, 0.011148073357744098)	(26, 0.01230042109399855)	(28, 0.013360105816409859)	(30, 0.014460182108957925)	(32, 0.015626785693495935)	(34, 0.01699297115400379)	(36, 0.018542106667484)	(38, 0.019889284330280442)	(40, 0.02126972563907186)	(42, 0.02263115915015186)	(44, 0.02411614334635605)	(46, 0.025477576857436054)	(48, 0.026919793508789563)	(50, 0.028373890033712705)	(52, 0.029934905420762548)	(54, 0.0313628662238325)	(56, 0.03279082702690245)	(58, 0.03416414041155208)	(60, 0.03561110901233345)	(62, 0.03720538804537826)	(64, 0.03874977160943062)	(66, 0.0404652253528857)	(68, 0.04289584748523272)	(70, 0.06599032170460029)	(72, 0.07060208862433202)	(74, 0.07308498220038542)	(76, 0.07517583994864094)	(78, 0.07719779443019256)	(80, 0.07930765997615946)	(82, 0.08121794364615653)	(84, 0.08327553774841706)	(86, 0.08530462015411047)	(88, 0.08762119550018901)	(90, 0.08998053839111822)	(92, 0.092354137130331)	(94, 0.09474911964196912)	(96, 0.09710371058347049)	(98, 0.09936088656170086)	(100, 0.10159667876750589)	(102, 0.1040439327228504)	(104, 0.10687847055656495)	(106, 0.10965598499714527)	(108, 0.11247626698257626)	(110, 0.11532743663928831)	(112, 0.11857539407322612)	(114, 0.12171405667032328)	(116, 0.12500240567439785)	(118, 0.12842856121188018)	(120, 0.13229902402086674)	(122, 0.1364308440483853)	(124, 0.14094519600484606)	(126, 0.14564487398899306)	(128, 0.15078410729521652)	(130, 0.1563723998223721)	(132, 0.16213889045307223)	(134, 0.1684138396725527)	(136, 0.17576985738686973)	(138, 0.18368185318424568)
789M14_R2_001 - illumina_universal_adapter	(1, 0.0017534693388779078)	(2, 0.0017914849343007352)	(3, 0.001848508327434976)	(4, 0.0020385863045491123)	(5, 0.002114617495394767)	(6, 0.002242920129946809)	(7, 0.0023141993713646104)	(8, 0.002371222764498851)	(9, 0.002452005904772359)	(10, 0.0026848514267371762)	(12, 0.0029295768222716264)	(14, 0.0032028139143731975)	(16, 0.003563962070890057)	(18, 0.003946493999832256)	(20, 0.004416936993189744)	(22, 0.004858868289980111)	(24, 0.005281791789059064)	(26, 0.00565957176857341)	(28, 0.006096751115935923)	(30, 0.006588577881718752)	(32, 0.007194451433770061)	(34, 0.007835964606530271)	(36, 0.00852262129885509)	(38, 0.009211653965893834)	(40, 0.009981469773206086)	(42, 0.010998386950766714)	(44, 0.01193214501333991)	(46, 0.01298470181160944)	(48, 0.014205952814567767)	(50, 0.015657673364776983)	(52, 0.017373127108232064)	(54, 0.019224011410380965)	(56, 0.021188942498798352)	(58, 0.02349601394602118)	(60, 0.026321047880880032)	(62, 0.029233992880154172)	(64, 0.0326173808727858)	(66, 0.03650685147948382)	(68, 0.041056843056653455)	(70, 0.04639803421356069)	(72, 0.05282504581473242)	(74, 0.0606087389775563)	(76, 0.06928104668338878)	(78, 0.08009648358118313)	(80, 0.09269865346385037)	(82, 0.10818050469979679)	(84, 0.1265372853395945)	(86, 0.14809212794433757)	(88, 0.17240547719194954)	(90, 0.20106686016604736)	(92, 0.23727433883157642)	(94, 0.2792435561783777)	(96, 0.3269032329650335)	(98, 0.37979480607175586)	(100, 0.4407195496862644)	(102, 0.5141466722454553)	(104, 0.5984557589944305)	(106, 0.6932642780042477)	(108, 0.7966619456049101)	(110, 0.9145768187076646)	(112, 1.0484629938374344)	(114, 1.2010599698393771)	(116, 1.369331251029094)	(118, 1.5465100614213223)	(120, 1.7386337527641496)	(122, 1.95315338176045)	(124, 2.1910288421946498)	(126, 2.444623751336189)	(128, 2.7102102048589156)	(130, 2.9863222263643383)	(132, 3.283167003223485)	(134, 3.6041659390244103)	(136, 3.9434147366030077)	(138, 4.28272768549888)
789M14_R2_001 - polya	(1, 0.10842047814590337)	(2, 0.11360485497169145)	(3, 0.1184043238938234)	(4, 0.12331783960222381)	(5, 0.1285925034671411)	(6, 0.1339479504723319)	(7, 0.1395790105443382)	(8, 0.14676395807925255)	(9, 0.15466644997777276)	(10, 0.1673042594811489)	(12, 0.17913186160707606)	(14, 0.19104262284799062)	(16, 0.20237364625870705)	(18, 0.21306790844609114)	(20, 0.22340577442638626)	(22, 0.2336794890894053)	(24, 0.24428821618708807)	(26, 0.25406772810961037)	(28, 0.26464556753601204)	(30, 0.27463654120807385)	(32, 0.2843732855857455)	(34, 0.29446880214522003)	(36, 0.3045072953115604)	(38, 0.31451727678133357)	(40, 0.32448686668097004)	(42, 0.3344422007323229)	(44, 0.34378215733276885)	(46, 0.3529272840066727)	(48, 0.3621531938208501)	(50, 0.3713838555844553)	(52, 0.38099467330228887)	(54, 0.39007089670948886)	(56, 0.3994868845007804)	(58, 0.4087032904161021)	(60, 0.4179315762049934)	(62, 0.4271669899180265)	(64, 0.43649506664490273)	(66, 0.44570434463608266)	(68, 0.45507281293309565)	(70, 0.4639209427677587)	(72, 0.4725552348781683)	(74, 0.4812608062299958)	(76, 0.49036791730847684)	(78, 0.4992540627385627)	(80, 0.5077481723408507)	(82, 0.5161900104994323)	(84, 0.5246104648855885)	(86, 0.5339147818653254)	(88, 0.5431121799829357)	(90, 0.5519032864244646)	(92, 0.561160083909923)	(94, 0.5703218424068244)	(96, 0.5792412514829052)	(98, 0.5877472409587627)	(100, 0.5963363895496079)	(102, 0.6048803946208883)	(104, 0.613353120450751)	(106, 0.621353027312542)	(108, 0.6301037421839342)	(110, 0.6388473291311845)	(112, 0.6470990893126518)	(114, 0.65539361703897)	(116, 0.6634624271674651)	(118, 0.6721727504687205)	(120, 0.6807785308825629)	(122, 0.689075434583595)	(124, 0.6973960980317663)	(126, 0.7056098426178109)	(128, 0.7139827775096886)	(130, 0.7221299948037433)	(132, 0.7306597440267402)	(134, 0.7389518957783443)	(136, 0.7472012799850979)	(138, 0.7552843459618765)
789M14_R2_001 - polyg	(1, 0.04031078699648047)	(2, 0.04150352630287167)	(3, 0.04173637182483649)	(4, 0.04199772904336843)	(5, 0.04227809405961178)	(6, 0.04253469932871586)	(7, 0.04284832799095419)	(8, 0.04339480217515733)	(9, 0.044193129679036706)	(10, 0.04497720133463251)	(12, 0.04616043674216802)	(14, 0.047338920200275664)	(16, 0.048156255501866446)	(18, 0.04903536614601933)	(20, 0.0497980540291898)	(22, 0.05063914907791985)	(24, 0.051444604505941)	(26, 0.0522714437063875)	(28, 0.05300799586770478)	(30, 0.05399640134869829)	(32, 0.05501331852625892)	(34, 0.05601122790610813)	(36, 0.057011513260671276)	(38, 0.05796190314624196)	(40, 0.058876653411103735)	(42, 0.059836547195530124)	(44, 0.06095087933636175)	(46, 0.06199868418520343)	(48, 0.06290630652592344)	(50, 0.06393510357705369)	(52, 0.06485460579134332)	(54, 0.06587152296890394)	(56, 0.0668908161211785)	(58, 0.067912485248167)	(60, 0.06884149136131233)	(62, 0.06986316048830082)	(64, 0.07104401992112239)	(66, 0.07214647218838438)	(68, 0.07340573878676554)	(70, 0.07449868715517183)	(72, 0.07560351539714774)	(74, 0.07687466186909853)	(76, 0.07925063658302522)	(78, 0.0811609202530223)	(80, 0.08283123047691276)	(82, 0.08459420371464639)	(84, 0.08667555756404619)	(86, 0.0889279815928487)	(88, 0.09117327769750944)	(90, 0.0932094880273446)	(92, 0.09512927559619738)	(94, 0.09714410215360725)	(96, 0.09922545600300703)	(98, 0.10118325916728263)	(100, 0.10320758962354819)	(102, 0.10526043177638086)	(104, 0.10744632851319344)	(106, 0.1095419382108768)	(108, 0.11197493631793773)	(110, 0.11411331356047176)	(112, 0.11636098563984643)	(114, 0.11864192136521606)	(116, 0.12118183833440371)	(118, 0.12387381768528266)	(120, 0.12664895615114907)	(122, 0.12951438165614465)	(124, 0.13267680400038112)	(126, 0.1360221763975899)	(128, 0.13992115090314364)	(130, 0.14364430327986677)	(132, 0.14760030117855474)	(134, 0.1521075252108737)	(136, 0.1571944870733908)	(138, 0.16250003860958911)
789M4_R1_001 - illumina_universal_adapter	(1, 0.00905338719835783)	(2, 0.00908901041948684)	(3, 0.009114455577436129)	(4, 0.009165345893334712)	(5, 0.00923150330400287)	(6, 0.009256948461952162)	(7, 0.009312927809440602)	(8, 0.00934855103056961)	(9, 0.009399441346468192)	(10, 0.009618269704832098)	(12, 0.00980910838945178)	(14, 0.010030481263610615)	(16, 0.010211141885050583)	(18, 0.01109154435009606)	(20, 0.011269660455741098)	(22, 0.011468132687745571)	(24, 0.011651337824980467)	(26, 0.011905789404473382)	(28, 0.012234031942019238)	(30, 0.012508839647871584)	(32, 0.012905784111880527)	(34, 0.013323084702248904)	(36, 0.013760741418976714)	(38, 0.014254377483192963)	(40, 0.014714934842075136)	(42, 0.015216204453676174)	(44, 0.01571747406527721)	(46, 0.016312890761290628)	(48, 0.017124591299873017)	(50, 0.018048250533432293)	(52, 0.01909913555673802)	(54, 0.02017801025378797)	(56, 0.02125179591924806)	(58, 0.022735248627691742)	(60, 0.024531676778911705)	(62, 0.02646041975146798)	(64, 0.028669059461466466)	(66, 0.03116268494049701)	(68, 0.034172847125898166)	(70, 0.037862395028545395)	(72, 0.042775855028553536)	(74, 0.04775801695502477)	(76, 0.05380887551536623)	(78, 0.06051621915079941)	(80, 0.06901999093745254)	(82, 0.07954410826527941)	(84, 0.09233284465059319)	(86, 0.10702487885051397)	(88, 0.1230502393269776)	(90, 0.14241400452638825)	(92, 0.16623830591430966)	(94, 0.1944747976906382)	(96, 0.22661712121218291)	(98, 0.26276451259494604)	(100, 0.3047592012744563)	(102, 0.3543111018649061)	(104, 0.41240494197893307)	(106, 0.4773995089288077)	(108, 0.5493100698092996)	(110, 0.6301951378985068)	(112, 0.7253549395972663)	(114, 0.8343111059361314)	(116, 0.9568753427462775)	(118, 1.085996796759956)	(120, 1.2275736555898127)	(122, 1.388180948049944)	(124, 1.5670680419808465)	(126, 1.7638049142131766)	(128, 1.9713381669633911)	(130, 2.186400641950801)	(132, 2.425653828600602)	(134, 2.689899249388197)	(136, 2.9746458339355355)	(138, 3.262242276173195)
789M4_R1_001 - polya	(1, 0.024244146494084712)	(2, 0.026793751320603697)	(3, 0.029536739347537297)	(4, 0.031872604847282236)	(5, 0.03491075670642761)	(6, 0.03747053959612631)	(7, 0.04055449273958041)	(8, 0.044646074137826446)	(9, 0.04945520899024249)	(10, 0.05605568296228865)	(12, 0.06185208994313719)	(14, 0.06767648659772996)	(16, 0.0728062304403071)	(18, 0.07760518722954342)	(20, 0.08195630923887223)	(22, 0.0866712970068759)	(24, 0.09146770928031729)	(26, 0.0958366429002106)	(28, 0.1004651171311867)	(30, 0.10446509596081527)	(32, 0.10819281160038643)	(34, 0.1123912626620195)	(36, 0.1168899665874542)	(38, 0.12176780336633333)	(40, 0.12638864404992461)	(42, 0.1306049067221222)	(44, 0.13523592546889318)	(46, 0.13929188364601022)	(48, 0.14338092052846133)	(50, 0.14783891220117718)	(52, 0.15240122902148506)	(54, 0.15696863487338286)	(56, 0.16155385233584513)	(58, 0.1663807987988257)	(60, 0.1705843388920486)	(62, 0.175273881502103)	(64, 0.18056901887135052)	(66, 0.18561479369269496)	(68, 0.19082341752491488)	(70, 0.19608802070462322)	(72, 0.20156890772690056)	(74, 0.20660704900086024)	(76, 0.21177241606456637)	(78, 0.21658409543277735)	(80, 0.22095557356846557)	(82, 0.22597590323186076)	(84, 0.23078758260007173)	(86, 0.23577737807392773)	(88, 0.24064503678962718)	(90, 0.2459147290009254)	(92, 0.2510113941381684)	(94, 0.25626073022310725)	(96, 0.26121490247583423)	(98, 0.26601640378086544)	(100, 0.27078482638056267)	(102, 0.27604434052868115)	(104, 0.28097052310766396)	(106, 0.2859272398761859)	(108, 0.29131906884564074)	(110, 0.29646662429878234)	(112, 0.30161417975192395)	(114, 0.30682280358414393)	(116, 0.3122426222273429)	(118, 0.31708483578509306)	(120, 0.3221077099642832)	(122, 0.3269524680378282)	(124, 0.3319320854485045)	(126, 0.3370694628384664)	(128, 0.34216612797570944)	(130, 0.34697271831233056)	(132, 0.35248413952414703)	(134, 0.35789886913575625)	(136, 0.3629777226624348)	(138, 0.3684077193688135)
789M4_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00033587608493064464)	(4, 0.0004936360642162505)	(5, 0.0007175534541700136)	(6, 0.0008600463386860446)	(7, 0.0011043198549992408)	(8, 0.0014401959399298855)	(9, 0.002157749394099899)	(10, 0.0026259403003668583)	(12, 0.0033791169756658794)	(14, 0.004170461387888838)	(16, 0.0049923399896509455)	(18, 0.005847297296747132)	(20, 0.006488515277069271)	(22, 0.007142455836366057)	(24, 0.007956700890743377)	(26, 0.008760767881940981)	(28, 0.009628447768011812)	(30, 0.010699688917676975)	(32, 0.011633526214415964)	(34, 0.012796369932698577)	(36, 0.013966847198365974)	(38, 0.014928674168849182)	(40, 0.01593121339205126)	(42, 0.01692103003627869)	(44, 0.0180838737545613)	(46, 0.019261984567613487)	(48, 0.02055714310723241)	(50, 0.021727620372899808)	(52, 0.022954076986055647)	(54, 0.02410165360956868)	(56, 0.025119459927540333)	(58, 0.02623395784571929)	(60, 0.02739425704820697)	(62, 0.028498576903206212)	(64, 0.029518927736972792)	(66, 0.030763195960693136)	(68, 0.033333156913571554)	(70, 0.07367391032637792)	(72, 0.0829155916935605)	(74, 0.0851089643087894)	(76, 0.08665094088051646)	(78, 0.08814711616793479)	(80, 0.08973489402397056)	(82, 0.09122089124820917)	(84, 0.09288754909388774)	(86, 0.09435319019176693)	(88, 0.09659236409130456)	(90, 0.09836843611616508)	(92, 0.09994349139322622)	(94, 0.10158724859675043)	(96, 0.10338113223217546)	(98, 0.10528443004678245)	(100, 0.1072895084931866)	(102, 0.1094116346661575)	(104, 0.11152867180753853)	(106, 0.11379074634923052)	(108, 0.11619531377543854)	(110, 0.11874491860195753)	(112, 0.12137594793391424)	(114, 0.1240807682239239)	(116, 0.12700696138809242)	(118, 0.13040134545852786)	(120, 0.1338924211291706)	(122, 0.13752090065273953)	(124, 0.14135548595569775)	(126, 0.14552085831199674)	(128, 0.1502460241431801)	(130, 0.1553655899225775)	(132, 0.1608083092079309)	(134, 0.16707036257925148)	(136, 0.1745766841742924)	(138, 0.1829379630764295)
789M4_R2_001 - illumina_universal_adapter	(1, 0.009012674945638965)	(2, 0.00905338719835783)	(3, 0.00908392138789698)	(4, 0.00914498976697528)	(5, 0.00920096911446372)	(6, 0.00923150330400287)	(7, 0.009277304588311594)	(8, 0.009307838777850743)	(9, 0.009379085220108758)	(10, 0.00958010196790816)	(12, 0.009768396136732915)	(14, 0.009984679979301891)	(16, 0.01019333027448608)	(18, 0.011073732739531557)	(20, 0.011259482392561384)	(22, 0.01144268752979628)	(24, 0.011666604919750044)	(26, 0.011982124878321255)	(28, 0.012340901605406261)	(30, 0.012702222848286197)	(32, 0.01322130407045174)	(34, 0.013727662713642636)	(36, 0.014274733609552396)	(38, 0.014872694821360742)	(40, 0.015546991507016961)	(42, 0.016198387550518816)	(44, 0.016926119067868547)	(46, 0.01769710735373207)	(48, 0.0186869239979595)	(50, 0.01985994577942183)	(52, 0.021216172698119054)	(54, 0.022641101543279363)	(56, 0.02404821877787517)	(58, 0.025788667581606695)	(60, 0.02792351633355223)	(62, 0.03028228247545153)	(64, 0.03287005503889445)	(66, 0.03580642626624266)	(68, 0.03922625549462741)	(70, 0.04352903170385256)	(72, 0.04885979229422908)	(74, 0.05436866899025064)	(76, 0.06099713263604101)	(78, 0.06825409168317888)	(80, 0.07721078728132941)	(82, 0.08851098192660964)	(84, 0.10179080986034475)	(86, 0.1170553601141246)	(88, 0.13374483921306474)	(90, 0.15367348691894964)	(92, 0.17802959210801123)	(94, 0.2069174799278416)	(96, 0.2396933878823237)	(98, 0.2765583327192569)	(100, 0.3188430961993891)	(102, 0.36872578384317967)	(104, 0.4271402329473676)	(106, 0.49254446694022586)	(108, 0.5646407774737477)	(110, 0.6453909862258236)	(112, 0.7404846305139148)	(114, 0.8493899065368814)	(116, 0.9710279395976734)	(118, 1.0990577963353272)	(120, 1.2395659585313137)	(122, 1.398488781535202)	(124, 1.5754394989461633)	(126, 1.769937197278956)	(128, 1.9747783523181353)	(130, 2.187105472825996)	(132, 2.422816693489256)	(134, 2.682835673541473)	(136, 2.962452514246235)	(138, 3.245166030673426)
