Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
101112M4_R1_001	(1, 5.4073365552767956e-05)	(2, 0.20068788891254297)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.785135588693757e-05)	(7, 0.0014978322258116723)	(8, 0.0)	(9, 0.0)	(10, 0.0021185944623574485)	(15, 0.0)	(20, 0.00017411623707991281)	(25, 2.8118150087439334e-05)	(30, 0.00022061933145529325)	(35, 0.002813977943366044)	(40, 0.0)	(45, 0.0)	(50, 9.408765606181624e-05)	(55, 1.081467311055359e-06)	(60, 0.019791933259624125)	(65, 2.162934622110718e-06)	(70, 0.0024322199825635026)	(75, 2.162934622110718e-06)	(80, 0.00040446877433470427)	(85, 0.00031254405289499876)	(90, 1.5140542354775027e-05)	(95, 1.4059075043719667e-05)	(100, 0.00023467840649901294)	(105, 8.543591757337337e-05)	(110, 0.0003806764934914864)	(115, 2.5955215465328618e-05)	(120, 4.325869244221436e-06)	(125, 7.462124446281977e-05)	(130, 2.8118150087439334e-05)	(135, 0.0002400857430542897)	(140, 3.568842126482685e-05)	(145, 0.00010814673110553591)	(150, 0.0)
101112M4_R2_001	(1, 0.00900862270109114)	(2, 0.006331991106229127)	(3, 0.0)	(4, 0.00717012827229703)	(5, 0.004698975466535535)	(6, 0.007700047254714157)	(7, 0.0025035968250931564)	(8, 0.0022602666801057004)	(9, 0.008311076285460435)	(10, 0.001734673566932796)	(15, 0.0007289089676513121)	(20, 0.0008251595583352389)	(25, 0.0001427536850593074)	(30, 0.0004444830648437526)	(35, 2.7036682776383978e-05)	(40, 0.00020980465834473966)	(45, 0.0005677703383040636)	(50, 3.136255202060542e-05)	(55, 0.0002768556316301719)	(60, 0.0006240066384789422)	(65, 0.00017303476976885746)	(70, 0.00019790851792313074)	(75, 0.00015032395623669492)	(80, 1.4059075043719667e-05)	(85, 0.0004250166532447561)	(90, 0.00021304906027790575)	(95, 0.0025284705732474297)	(100, 0.0)	(105, 1.189614042160895e-05)	(110, 8.111004832915193e-05)	(115, 4.2177225131159e-05)	(120, 8.4354450262318e-05)	(125, 0.0)	(130, 0.00023792280843217898)	(135, 0.00036012861458143455)	(140, 6.488803866332155e-05)	(145, 4.5421627064325084e-05)	(150, 0.0)
101112M9_R1_001	(1, 7.36729424436452e-05)	(2, 0.20114291993024647)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.7361177285200486e-05)	(7, 0.0015050329670630376)	(8, 0.0)	(9, 0.0)	(10, 0.002255444509381881)	(15, 0.0)	(20, 0.0002094416506612199)	(25, 2.3154353339431348e-05)	(30, 0.0002504880043083937)	(35, 0.0028090440483155574)	(40, 0.0)	(45, 0.0)	(50, 7.683035426265856e-05)	(55, 1.0524706063377887e-06)	(60, 0.019405453039656146)	(65, 1.0524706063377887e-06)	(70, 0.002454361453979723)	(75, 5.262353031688943e-06)	(80, 0.00037257459464357714)	(85, 0.00034731530009147023)	(90, 9.472235457040096e-06)	(95, 3.1574118190133656e-06)	(100, 0.00022312376854361117)	(105, 7.472541304998298e-05)	(110, 0.0003399480058471057)	(115, 1.683952970140462e-05)	(120, 6.314823638026731e-06)	(125, 6.209576577392952e-05)	(130, 1.368211788239125e-05)	(135, 0.00020312682702319318)	(140, 2.2101882733093558e-05)	(145, 0.00010629953124011664)	(150, 0.0)
101112M9_R2_001	(1, 0.009288053100930983)	(2, 0.00646743187594571)	(3, 0.0)	(4, 0.007156800123096962)	(5, 0.004636133020917959)	(6, 0.007462016598934921)	(7, 0.002383845923355091)	(8, 0.001931283562629842)	(9, 0.00796194013694537)	(10, 0.0016439590870996259)	(15, 0.0006483218935040778)	(20, 0.0008082974256674216)	(25, 0.0001378736494302503)	(30, 0.0004083585952590619)	(35, 2.2101882733093558e-05)	(40, 0.00019365459156615308)	(45, 0.0005336025974132587)	(50, 1.7892000307742405e-05)	(55, 0.00024312071006402918)	(60, 0.000596750833793526)	(65, 0.0001473458848872904)	(70, 0.00018418235610911297)	(75, 0.0001378736494302503)	(80, 5.262353031688943e-06)	(85, 0.0003978338891956841)	(90, 0.00019891694459784205)	(95, 0.0024417318067036695)	(100, 0.0)	(105, 1.4734588488729039e-05)	(110, 7.577788365632077e-05)	(115, 2.841670637112029e-05)	(120, 7.051553062463184e-05)	(125, 0.0)	(130, 0.0002104941212675577)	(135, 0.00032731835857105224)	(140, 6.314823638026731e-05)	(145, 3.68364712218226e-05)	(150, 0.0)
123C14_R1_001	(1, 4.41214411783425e-05)	(2, 0.18204506630184117)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 6.618216176751376e-05)	(7, 0.0014063709375596674)	(8, 0.0)	(9, 0.0)	(10, 0.0018619248177260538)	(15, 1.1030360294585625e-06)	(20, 0.00017317665662499432)	(25, 1.8751612500795567e-05)	(30, 0.00018420701691957995)	(35, 0.002353878886864573)	(40, 0.0)	(45, 0.0)	(50, 7.500645000318227e-05)	(55, 0.0)	(60, 0.016701068522032094)	(65, 0.0)	(70, 0.0020560591589107607)	(75, 2.206072058917125e-06)	(80, 0.0003154683044251489)	(85, 0.0002856863316297677)	(90, 1.7648576471337e-05)	(95, 1.213339632404419e-05)	(100, 0.0002029586294203755)	(105, 8.493377426830932e-05)	(110, 0.0003540745654561986)	(115, 1.8751612500795567e-05)	(120, 1.1030360294585625e-06)	(125, 8.052163015047508e-05)	(130, 1.7648576471337e-05)	(135, 0.00017538272868391146)	(140, 1.9854648530254127e-05)	(145, 8.713984632722645e-05)	(150, 0.0)
123C14_R2_001	(1, 0.013335705596154022)	(2, 0.008978713279792699)	(3, 0.0)	(4, 0.005730272173037233)	(5, 0.004263234253857345)	(6, 0.006447245592185298)	(7, 0.002250193500095468)	(8, 0.0016380085037459653)	(9, 0.00731312887531027)	(10, 0.0014868925677101424)	(15, 0.0006199062485557122)	(20, 0.0007180764551775243)	(25, 0.00011581878309314906)	(30, 0.0003717231419275356)	(35, 1.654554044187844e-05)	(40, 0.00018200094486066283)	(45, 0.0004720994206082648)	(50, 1.8751612500795567e-05)	(55, 0.0002305345301568396)	(60, 0.0005084996095803974)	(65, 0.00013126128750556897)	(70, 0.00018200094486066283)	(75, 0.0001180248551520662)	(80, 1.3236432353502753e-05)	(85, 0.00036069278163295)	(90, 0.0001797948728017457)	(95, 0.004574290414164659)	(100, 0.0)	(105, 1.213339632404419e-05)	(110, 8.493377426830932e-05)	(115, 3.309108088375688e-05)	(120, 6.728519779697233e-05)	(125, 5.515180147292813e-06)	(130, 0.0001864130889784971)	(135, 0.0003143652683956903)	(140, 5.735787353184526e-05)	(145, 3.5297152942674e-05)	(150, 0.0)
123C4_R1_001	(1, 7.419049033713908e-05)	(2, 0.2018564262451403)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 5.8292528122037845e-05)	(7, 0.0014891091274811486)	(8, 0.0)	(9, 0.0)	(10, 0.0020614357672247927)	(15, 2.119728295346831e-06)	(20, 0.000206673508796316)	(25, 2.6496603691835384e-05)	(30, 0.00024588848226023233)	(35, 0.0026888753426474545)	(40, 0.0)	(45, 0.0)	(50, 9.856736573362763e-05)	(55, 1.0598641476734154e-06)	(60, 0.018879360062506546)	(65, 0.0)	(70, 0.0023846943322651847)	(75, 2.119728295346831e-06)	(80, 0.00041228715344495857)	(85, 0.0003253782933357385)	(90, 1.2718369772080984e-05)	(95, 9.53877732906074e-06)	(100, 0.0002554272595892931)	(105, 8.796872425689348e-05)	(110, 0.0003900300063438169)	(115, 2.1197282953468307e-05)	(120, 5.299320738367077e-06)	(125, 6.783130545109859e-05)	(130, 1.3778233919754398e-05)	(135, 0.00023105038419280453)	(140, 2.7556467839508797e-05)	(145, 0.00010916600721036179)	(150, 0.0)
123C4_R2_001	(1, 0.009851437252624395)	(2, 0.006825525111016795)	(3, 0.0)	(4, 0.006862620356185364)	(5, 0.004684599532716495)	(6, 0.007636321183986958)	(7, 0.0024482861811255894)	(8, 0.0020826330501782613)	(9, 0.007874790617213476)	(10, 0.0016735254891763229)	(15, 0.0007207076204179225)	(20, 0.0008330532200713044)	(25, 0.0001674585353323996)	(30, 0.00044090348543214075)	(35, 2.5436739544161968e-05)	(40, 0.00025012793885092604)	(45, 0.0005225130248029938)	(50, 3.391565272554929e-05)	(55, 0.0002607265803276602)	(60, 0.0005935239226971126)	(65, 0.00017911704095680719)	(70, 0.00020985310123933622)	(75, 0.00014838098067427815)	(80, 1.0598641476734154e-05)	(85, 0.0004207660666263459)	(90, 0.00021621228612537675)	(95, 0.0026708576521370067)	(100, 1.0598641476734154e-06)	(105, 1.165850562440757e-05)	(110, 7.737008278015933e-05)	(115, 4.2394565906936615e-05)	(120, 8.690886010922005e-05)	(125, 2.119728295346831e-06)	(130, 0.00023634970493117163)	(135, 0.0003709524516856954)	(140, 6.677144130342516e-05)	(145, 4.345443005461003e-05)	(150, 0.0)
123C9_R1_001	(1, 5.2496951895730554e-05)	(2, 0.18519874689775825)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.149817113743833e-05)	(7, 0.0009396954389335769)	(8, 0.0)	(9, 0.0)	(10, 0.002303566249184657)	(15, 2.099878075829222e-06)	(20, 0.00018268939259714234)	(25, 2.5198536909950668e-05)	(30, 0.00024988549102367743)	(35, 0.0029230302815542774)	(40, 0.0)	(45, 0.0)	(50, 7.874542784359583e-05)	(55, 1.049939037914611e-06)	(60, 0.01964435939938237)	(65, 4.199756151658444e-06)	(70, 0.002539802532715444)	(75, 3.1498171137438335e-06)	(80, 0.0003926772001800646)	(85, 0.0003170815894502125)	(90, 1.1549329417060721e-05)	(95, 1.2599268454975334e-05)	(100, 0.0002362362835307875)	(105, 8.714494014691272e-05)	(110, 0.0003695785413459431)	(115, 2.3098658834121442e-05)	(120, 2.099878075829222e-06)	(125, 6.509622035070589e-05)	(130, 6.299634227487667e-06)	(135, 0.00022888671026538525)	(140, 2.3098658834121442e-05)	(145, 0.00010184408667771727)	(150, 0.0)
123C9_R2_001	(1, 0.007916540345876168)	(2, 0.005407186045260247)	(3, 0.0)	(4, 0.006719609842653511)	(5, 0.0051814491521086055)	(6, 0.004782472317701053)	(7, 0.002572350642890797)	(8, 0.0010971862946207687)	(9, 0.008735492795449563)	(10, 0.0017145504489145598)	(15, 0.0006257636665971082)	(20, 0.0008368014132179451)	(25, 0.00014594152627013095)	(30, 0.0003517295777013947)	(35, 2.3098658834121442e-05)	(40, 0.00020368817335543455)	(45, 0.000501870860123184)	(50, 2.6248475947865277e-05)	(55, 0.0002467356739099336)	(60, 0.0006026650077629867)	(65, 0.0001679902460663378)	(70, 0.00020788792950709298)	(75, 0.0001417417701184725)	(80, 6.299634227487667e-06)	(85, 0.00040002677344546685)	(90, 0.00022153713699998295)	(95, 0.002381261737990338)	(100, 0.0)	(105, 7.349573265402277e-06)	(110, 7.979536688151045e-05)	(115, 4.304750055449905e-05)	(120, 8.294518399525427e-05)	(125, 1.049939037914611e-06)	(130, 0.00022888671026538525)	(135, 0.0003496296996255655)	(140, 6.614615938862049e-05)	(145, 5.0397073819901335e-05)	(150, 5.249695189573056e-06)
123H14_R1_001	(1, 8.063641700789758e-05)	(2, 0.2169925981682524)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 6.98848947401779e-05)	(7, 0.0016234798624256714)	(8, 0.0)	(9, 0.0)	(10, 0.002604018693241706)	(15, 1.0751522267719678e-06)	(20, 0.00026233714333236016)	(25, 2.7953957896071164e-05)	(30, 0.0002945917101355192)	(35, 0.003273838530520642)	(40, 0.0)	(45, 0.0)	(50, 9.891400486302103e-05)	(55, 2.1503044535439357e-06)	(60, 0.02282870723104919)	(65, 2.1503044535439357e-06)	(70, 0.0028835582722024173)	(75, 0.0)	(80, 0.0004590900008316303)	(85, 0.0003806038882772766)	(90, 2.2578196762211325e-05)	(95, 1.827758785512345e-05)	(100, 0.00026986320891976394)	(105, 8.601217814175742e-05)	(110, 0.0004300608907087871)	(115, 2.365334898898329e-05)	(120, 1.0751522267719678e-06)	(125, 5.805822024568626e-05)	(130, 1.2901826721263615e-05)	(135, 0.00026986320891976394)	(140, 2.6878805669299195e-05)	(145, 0.00012579281053232025)	(150, 0.0)
123H14_R2_001	(1, 0.0037092751823632887)	(2, 0.0022201893482841134)	(3, 0.0)	(4, 0.007875490061104664)	(5, 0.005316627761387381)	(6, 0.008423817696758368)	(7, 0.0026932563280637795)	(8, 0.002134177170142356)	(9, 0.009128042405294006)	(10, 0.001897643680252523)	(15, 0.0007289532097513942)	(20, 0.000936457589518384)	(25, 0.00017309950851028682)	(30, 0.00047306697977966583)	(35, 3.2254566803159034e-05)	(40, 0.0002644874477859041)	(45, 0.000567680375735599)	(50, 3.0104262349615097e-05)	(55, 0.0003042680801764669)	(60, 0.0006633689239183042)	(65, 0.00018600133523155043)	(70, 0.00024405955547723667)	(75, 0.0001634231384693391)	(80, 1.1826674494491645e-05)	(85, 0.0004805930453670696)	(90, 0.0002505104688378685)	(95, 0.00020965468422053373)	(100, 0.0)	(105, 1.0751522267719678e-06)	(110, 7.418550364726579e-05)	(115, 4.730669797796658e-05)	(120, 9.461339595593316e-05)	(125, 2.1503044535439357e-06)	(130, 0.0002397589465701488)	(135, 0.0004074826939465758)	(140, 6.343398137954611e-05)	(145, 4.515639352442265e-05)	(150, 0.0)
123H4_R1_001	(1, 6.000089783161664e-05)	(2, 0.19823751180858576)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 5.454627075601513e-05)	(7, 0.0014291122938075965)	(8, 0.0)	(9, 0.0)	(10, 0.0021153043799182667)	(15, 2.181850830240605e-06)	(20, 0.00019200287306117328)	(25, 2.509128454776696e-05)	(30, 0.00023891266591134625)	(35, 0.0027851325848021326)	(40, 0.0)	(45, 0.0)	(50, 6.654645032233846e-05)	(55, 1.0909254151203026e-06)	(60, 0.018687552361010783)	(65, 3.2727762453609075e-06)	(70, 0.002502582902285974)	(75, 4.36370166048121e-06)	(80, 0.00034255058034777505)	(85, 0.0003185502212151284)	(90, 1.200017956632333e-05)	(95, 8.72740332096242e-06)	(100, 0.00020945767970309808)	(105, 7.309200281306027e-05)	(110, 0.0003185502212151284)	(115, 1.745480664192484e-05)	(120, 3.2727762453609075e-06)	(125, 6.872830115257907e-05)	(130, 7.636477905842119e-06)	(135, 0.0001996393509670154)	(140, 2.400035913264666e-05)	(145, 9.491051111546633e-05)	(150, 0.0)
123H4_R2_001	(1, 0.010587431153742537)	(2, 0.006981922656769937)	(3, 0.0)	(4, 0.006703736675914259)	(5, 0.004445521066615233)	(6, 0.007374655806213245)	(7, 0.0023727627778866583)	(8, 0.0018273000703265068)	(9, 0.007631023278766517)	(10, 0.0015796600010941982)	(15, 0.0006043726799766476)	(20, 0.0008236486884158284)	(25, 0.00014291122938075963)	(30, 0.00036109631240482015)	(35, 2.1818508302406053e-05)	(40, 0.00019200287306117328)	(45, 0.000497461989294858)	(50, 2.8364060793127868e-05)	(55, 0.00022036693385430112)	(60, 0.0005770995445986401)	(65, 0.00015272955811684237)	(70, 0.00018982102223093265)	(75, 0.00013418382605979724)	(80, 9.818328736082723e-06)	(85, 0.00035455075991409836)	(90, 0.00017672991724948902)	(95, 0.0028713156925966364)	(100, 1.0909254151203026e-06)	(105, 1.4182030396563934e-05)	(110, 6.109182324673695e-05)	(115, 3.163683703848878e-05)	(120, 6.654645032233846e-05)	(125, 2.181850830240605e-06)	(130, 0.00022145785926942145)	(135, 0.0002978226383278426)	(140, 6.109182324673695e-05)	(145, 3.600053869896999e-05)	(150, 0.0)
123H9_R1_001	(1, 7.356914451223841e-05)	(2, 0.19352363463944314)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 5.254938893731315e-05)	(7, 0.001487147706925962)	(8, 0.0)	(9, 0.0)	(10, 0.002008437645184109)	(15, 1.050987778746263e-06)	(20, 0.0002186054579792227)	(25, 2.522370668991031e-05)	(30, 0.00024803311578411807)	(35, 0.002649540190219329)	(40, 0.0)	(45, 0.0)	(50, 7.356914451223841e-05)	(55, 2.101975557492526e-06)	(60, 0.018455345394784377)	(65, 3.152963336238789e-06)	(70, 0.002384691269975271)	(75, 4.203951114985052e-06)	(80, 0.0003520809058799981)	(85, 0.0003352651014200579)	(90, 1.2611853344955155e-05)	(95, 7.35691445122384e-06)	(100, 0.00020284064129802876)	(105, 7.356914451223841e-05)	(110, 0.0003352651014200579)	(115, 1.471382890244768e-05)	(120, 8.407902229970104e-06)	(125, 6.305926672477578e-05)	(130, 2.101975557492526e-05)	(135, 0.00020284064129802876)	(140, 1.786679223868647e-05)	(145, 8.618099785719357e-05)	(150, 0.0)
123H9_R2_001	(1, 0.010483603092993973)	(2, 0.007078402689856082)	(3, 0.0)	(4, 0.0066002032505265325)	(5, 0.0046453659820584825)	(6, 0.006736831661763545)	(7, 0.0024382916466913302)	(8, 0.0017709144071874534)	(9, 0.007819349073872198)	(10, 0.0015701757414469171)	(15, 0.0006568673617164144)	(20, 0.0007714250295997571)	(25, 0.00012086359455582025)	(30, 0.00039937535592357993)	(35, 1.9968767796178997e-05)	(40, 0.00019127977573181988)	(45, 0.0005013211704619675)	(50, 2.101975557492526e-05)	(55, 0.00023226829910292414)	(60, 0.0005601764860717582)	(65, 0.00015975014236943198)	(70, 0.00017866792238686473)	(75, 0.00012716952122829783)	(80, 1.5764816681193944e-05)	(85, 0.00036679473478244576)	(90, 0.00017446397127187966)	(95, 0.0032675210041221317)	(100, 0.0)	(105, 1.471382890244768e-05)	(110, 6.936519339725337e-05)	(115, 2.942765780489536e-05)	(120, 6.411025450352205e-05)	(125, 1.050987778746263e-06)	(130, 0.00018812681239558109)	(135, 0.00031214337028764015)	(140, 4.624346226483557e-05)	(145, 3.152963336238789e-05)	(150, 0.0)
123L14_R1_001	(1, 4.441717723286538e-05)	(2, 0.19229861668253656)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.886503007875721e-05)	(7, 0.0015268404673797473)	(8, 0.0)	(9, 0.0)	(10, 0.0019976625460481207)	(15, 3.3312882924649034e-06)	(20, 0.0001765582795006399)	(25, 1.998772975478942e-05)	(30, 0.0002032085858403591)	(35, 0.0025262269551192184)	(40, 0.0)	(45, 0.0)	(50, 8.661349560408749e-05)	(55, 0.0)	(60, 0.01807668070434539)	(65, 3.3312882924649034e-06)	(70, 0.0022141962850583392)	(75, 1.1104294308216345e-06)	(80, 0.00037643557704853406)	(85, 0.00028760122258280333)	(90, 7.773006015751441e-06)	(95, 7.773006015751441e-06)	(100, 0.00023763189819582975)	(105, 7.10674835725846e-05)	(110, 0.0003542269884321014)	(115, 2.220858861643269e-05)	(120, 1.1104294308216345e-06)	(125, 8.661349560408749e-05)	(130, 8.883435446573076e-06)	(135, 0.00020987116242528891)	(140, 1.998772975478942e-05)	(145, 0.00010438036649723364)	(150, 0.0)
123L14_R2_001	(1, 0.011198680809836183)	(2, 0.00798398760760755)	(3, 0.0)	(4, 0.005996318926436826)	(5, 0.004724877228146055)	(6, 0.007145613387337217)	(7, 0.0024040797177288385)	(8, 0.0019321472096296439)	(9, 0.00789515325314182)	(10, 0.0015979079509523323)	(15, 0.0006762515233703755)	(20, 0.0008139447727922581)	(25, 0.0001543496908842072)	(30, 0.00043973005460536726)	(35, 2.4429447478075962e-05)	(40, 0.00022319631559514856)	(45, 0.0004697116492375514)	(50, 2.6650306339719227e-05)	(55, 0.00025761962795061924)	(60, 0.0005874171689046446)	(65, 0.00017766870893146152)	(70, 0.00019987729754789423)	(75, 0.00014324539657599084)	(80, 9.99386487739471e-06)	(85, 0.00040197545395743165)	(90, 0.00020209815640953748)	(95, 0.0035333864488744414)	(100, 0.0)	(105, 8.883435446573076e-06)	(110, 8.772392503490912e-05)	(115, 3.442331235547067e-05)	(120, 7.661963072669279e-05)	(125, 0.0)	(130, 0.00022208588616432688)	(135, 0.0003486748412779932)	(140, 5.996318926436826e-05)	(145, 3.55337417862923e-05)	(150, 5.552147154108172e-06)
123L4_R1_001	(1, 7.964044991544839e-05)	(2, 0.20084790532343316)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 6.371235993235871e-05)	(7, 0.0014866217317550366)	(8, 0.0)	(9, 0.0)	(10, 0.0021502921477171066)	(15, 1.0618726655393118e-06)	(20, 0.00019750831579031202)	(25, 3.185617996617936e-05)	(30, 0.00022936449575649135)	(35, 0.002877674923611535)	(40, 0.0)	(45, 0.0)	(50, 8.388794057760563e-05)	(55, 0.0)	(60, 0.019741274725041346)	(65, 3.185617996617935e-06)	(70, 0.0024911532733552255)	(75, 5.309363327696559e-06)	(80, 0.00036634606961106255)	(85, 0.0003111286910030184)	(90, 1.4866217317550367e-05)	(95, 1.4866217317550367e-05)	(100, 0.00022617887775987341)	(105, 8.176419524652702e-05)	(110, 0.0003589129609522874)	(115, 2.760868930402211e-05)	(120, 5.309363327696559e-06)	(125, 7.11454685911339e-05)	(130, 1.698996264862899e-05)	(135, 0.00023467385908418792)	(140, 2.760868930402211e-05)	(145, 0.00011786786587486362)	(150, 0.0)
123L4_R2_001	(1, 0.00856400304757455)	(2, 0.005765968573878464)	(3, 0.0)	(4, 0.006716344609536148)	(5, 0.00476780826827151)	(6, 0.0071198562224410854)	(7, 0.0025378756706389556)	(8, 0.0018529678013660992)	(9, 0.00814987270801422)	(10, 0.0016257270509406863)	(15, 0.0007050834499181031)	(20, 0.0008271988064551239)	(25, 0.0001359197011890319)	(30, 0.0004268728115468034)	(35, 2.336119864186486e-05)	(40, 0.00019326082512815477)	(45, 0.0005065132614622518)	(50, 3.0794307300640043e-05)	(55, 0.00024635445840512035)	(60, 0.0005893393293743181)	(65, 0.00016459026315859335)	(70, 0.00019326082512815477)	(75, 0.00013804344652011054)	(80, 1.168059932093243e-05)	(85, 0.0004024497402393992)	(90, 0.0002081270424457051)	(95, 0.0023170061562067783)	(100, 0.0)	(105, 1.3804344652011055e-05)	(110, 7.433108658775182e-05)	(115, 4.141303395603317e-05)	(120, 8.388794057760563e-05)	(125, 1.0618726655393118e-06)	(130, 0.0002506019490672776)	(135, 0.00034404674363473705)	(140, 7.008359592559458e-05)	(145, 4.2474906621572474e-05)	(150, 0.0)
123L9_R1_001	(1, 3.8333615815573686e-05)	(2, 0.19425833626083505)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.8333615815573686e-05)	(7, 0.0014128675543454302)	(8, 0.0)	(9, 0.0)	(10, 0.0020141576995668575)	(15, 3.285738498477745e-06)	(20, 0.00020262054073946095)	(25, 3.8333615815573686e-05)	(30, 0.0002245254640626459)	(35, 0.0026406385066099474)	(40, 0.0)	(45, 0.0)	(50, 7.228624696651039e-05)	(55, 1.0952461661592482e-06)	(60, 0.018100038141947737)	(65, 1.0952461661592482e-06)	(70, 0.0023273981030884025)	(75, 4.380984664636993e-06)	(80, 0.00032747860368161525)	(85, 0.0003406215576755262)	(90, 1.314295399391098e-05)	(95, 7.666723163114737e-06)	(100, 0.00019933480224098318)	(105, 8.433395479426212e-05)	(110, 0.0003340500806785707)	(115, 1.861918482470722e-05)	(120, 5.476230830796241e-06)	(125, 7.776247779730662e-05)	(130, 1.861918482470722e-05)	(135, 0.00022890644872728286)	(140, 2.8476400320140457e-05)	(145, 9.638166262201386e-05)	(150, 0.0)
123L9_R2_001	(1, 0.01043221973266684)	(2, 0.0074860075456984615)	(3, 0.0)	(4, 0.006812431153510524)	(5, 0.004616462590361231)	(6, 0.00754624608483722)	(7, 0.0024259702580427347)	(8, 0.0021466824856721262)	(9, 0.00776529531806907)	(10, 0.001606726125755617)	(15, 0.0006768621306864154)	(20, 0.0007874819934684996)	(25, 0.00014895347859765777)	(30, 0.0004501461742914511)	(35, 1.6428692492388725e-05)	(40, 0.00020371578690562016)	(45, 0.0004994322517686172)	(50, 2.9571646486299703e-05)	(55, 0.0002584780952135826)	(60, 0.0005552898062427388)	(65, 0.00014238200160070227)	(70, 0.00020371578690562016)	(75, 0.0001270485552744728)	(80, 1.752393865854797e-05)	(85, 0.00037566943499262213)	(90, 0.0001927633252440277)	(95, 0.003167451912532546)	(100, 1.0952461661592482e-06)	(105, 6.57147699695549e-06)	(110, 8.214346246194362e-05)	(115, 4.0524108147892185e-05)	(120, 7.447673929882888e-05)	(125, 0.0)	(130, 0.00023109694105960136)	(135, 0.000300097449527634)	(140, 5.4762308307962414e-05)	(145, 3.504787731709594e-05)	(150, 0.0)
123M4_R1_001	(1, 6.364768038680817e-05)	(2, 0.20079782367364865)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 6.895165375237552e-05)	(7, 0.0014108569152409146)	(8, 0.0)	(9, 0.0)	(10, 0.0021364404716505275)	(15, 1.0607946731134695e-06)	(20, 0.00022064529200760164)	(25, 3.288463486651755e-05)	(30, 0.0002609554895859135)	(35, 0.0028047411157120132)	(40, 0.0)	(45, 0.0)	(50, 9.122834188775838e-05)	(55, 2.121589346226939e-06)	(60, 0.019462399867612827)	(65, 3.182384019340409e-06)	(70, 0.0024727123830274975)	(75, 2.121589346226939e-06)	(80, 0.00036067018885857965)	(85, 0.00034687985810810456)	(90, 6.364768038680818e-06)	(95, 9.547152058021224e-06)	(100, 0.00022382767602694206)	(105, 7.743801113728327e-05)	(110, 0.0003330895273576294)	(115, 1.909430411604245e-05)	(120, 4.243178692453878e-06)	(125, 7.425562711794286e-05)	(130, 1.2729536077361636e-05)	(135, 0.00020367257723778617)	(140, 2.1215893462269392e-05)	(145, 9.971469927266613e-05)	(150, 0.0)
123M4_R2_001	(1, 0.009085706375216867)	(2, 0.006348856118584115)	(3, 0.0)	(4, 0.006921685242065389)	(5, 0.005049382644020115)	(6, 0.007653633566513682)	(7, 0.0024663476149888166)	(8, 0.0021428052396892084)	(9, 0.00848105341154219)	(10, 0.001667569226134374)	(15, 0.0006736046174270531)	(20, 0.0007955960048351021)	(25, 0.00011668741404248165)	(30, 0.00042007469055293394)	(35, 2.1215893462269392e-05)	(40, 0.00018245668377551676)	(45, 0.000503877469728898)	(50, 2.7580661500950205e-05)	(55, 0.00023549641743119022)	(60, 0.0005431268726340964)	(65, 0.00015169363825522612)	(70, 0.00017503112106372247)	(75, 0.0001357817181585241)	(80, 1.2729536077361636e-05)	(85, 0.0003797644929746221)	(90, 0.000173970326390609)	(95, 0.0024069431132944623)	(100, 0.0)	(105, 9.547152058021224e-06)	(110, 7.31948324448294e-05)	(115, 3.288463486651755e-05)	(120, 6.895165375237552e-05)	(125, 1.0607946731134695e-06)	(130, 0.00023125323873873636)	(135, 0.00032884634866517555)	(140, 6.470847505992164e-05)	(145, 4.031019757831184e-05)	(150, 0.0)
123M9_R1_001	(1, 3.274322403536006e-05)	(2, 0.22420376937812214)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.9114836053040096e-05)	(7, 0.0017353908738740834)	(8, 0.0)	(9, 0.0)	(10, 0.002550697152354549)	(15, 0.0)	(20, 0.0002510313842710938)	(25, 2.0737375222394705e-05)	(30, 0.00029578045711941924)	(35, 0.003347448937214977)	(40, 0.0)	(45, 0.0)	(50, 8.949814569665085e-05)	(55, 0.0)	(60, 0.022703060105317488)	(65, 2.1828816023573376e-06)	(70, 0.002941432959176512)	(75, 0.0)	(80, 0.00044639928768207553)	(85, 0.00039073580682196337)	(90, 1.2005848812965356e-05)	(95, 1.0914408011786687e-05)	(100, 0.0002684944370899525)	(105, 6.65778888718988e-05)	(110, 0.0004300276756643955)	(115, 2.510313842710938e-05)	(120, 0.0)	(125, 4.038330964361074e-05)	(130, 1.637161201768003e-05)	(135, 0.0002630372330840592)	(140, 1.9645934421216038e-05)	(145, 0.00010586975771433088)	(150, 0.0)
