Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
123M9_R2_001	(1, 0.004076531392402328)	(2, 0.0020300798901923237)	(3, 0.0)	(4, 0.008267664068928416)	(5, 0.005506318841946384)	(6, 0.008878870917588471)	(7, 0.0029960049992354457)	(8, 0.002177424398351444)	(9, 0.009113530689841885)	(10, 0.0018969241124485265)	(15, 0.0007738315280356762)	(20, 0.000977930957856087)	(25, 0.00017244764658622968)	(30, 0.00048459971572332896)	(35, 2.8377460830645385e-05)	(40, 0.00024120841706048578)	(45, 0.0006199383750694838)	(50, 3.1651783234181395e-05)	(55, 0.0003056034243300273)	(60, 0.0006897905863449187)	(65, 0.00020409942982041107)	(70, 0.00023575121305459247)	(75, 0.0001604417977732643)	(80, 1.3097289614144024e-05)	(85, 0.00046822810370564894)	(90, 0.0002237453642416271)	(95, 0.0001789962913933017)	(100, 0.0)	(105, 5.457204005893344e-06)	(110, 6.330356646836279e-05)	(115, 3.820042804125341e-05)	(120, 7.858373768486415e-05)	(125, 2.1828816023573376e-06)	(130, 0.0002346597722534138)	(135, 0.0003940101292254994)	(140, 6.112068486600544e-05)	(145, 3.274322403536006e-05)	(150, 0.0)
131415C14_R1_001	(1, 4.7397583039248886e-05)	(2, 0.21006608802995105)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 5.266398115472098e-05)	(7, 0.001658915406373711)	(8, 0.0)	(9, 0.0)	(10, 0.002274030706260852)	(15, 1.0532796230944196e-06)	(20, 0.00020117640801103415)	(25, 2.7385270200454912e-05)	(30, 0.00026016006690432166)	(35, 0.0029807813333572078)	(40, 0.0)	(45, 0.0)	(50, 7.162301437042055e-05)	(55, 3.1598388692832593e-06)	(60, 0.020900227561062572)	(65, 1.0532796230944196e-06)	(70, 0.002660584327936504)	(75, 2.1065592461888393e-06)	(80, 0.0003749675458216134)	(85, 0.0003528486737366306)	(90, 1.3692635100227456e-05)	(95, 9.479516607849778e-06)	(100, 0.0002296149578345835)	(105, 7.267629399351495e-05)	(110, 0.00037180770695233016)	(115, 2.1065592461888393e-05)	(120, 3.1598388692832593e-06)	(125, 5.37172607778154e-05)	(130, 2.0012312838793974e-05)	(135, 0.00022750839858839465)	(140, 2.3172151708077234e-05)	(145, 0.0001021681234401587)	(150, 0.0)
131415C14_R2_001	(1, 0.0069885102992314745)	(2, 0.004286848065994288)	(3, 0.0)	(4, 0.007752138025974928)	(5, 0.005066274987084158)	(6, 0.008331441818676861)	(7, 0.0025752686784658563)	(8, 0.0021118256443043116)	(9, 0.008326175420561388)	(10, 0.0017463376150905479)	(15, 0.0007646810063665487)	(20, 0.0008868614426455014)	(25, 0.00014429930836393548)	(30, 0.0004666028730308279)	(35, 3.265166831592701e-05)	(40, 0.00022645511896530026)	(45, 0.0005466521243860039)	(50, 2.949182944664375e-05)	(55, 0.00027701254087383236)	(60, 0.0006161685795102354)	(65, 0.0001716845785643904)	(70, 0.0002148690431112616)	(75, 0.00015483210459487967)	(80, 1.3692635100227456e-05)	(85, 0.00041499217149920133)	(90, 0.0001938034506493732)	(95, 0.0014903906666786039)	(100, 1.0532796230944196e-06)	(105, 7.3729573616609375e-06)	(110, 6.214349776257076e-05)	(115, 3.581150718521027e-05)	(120, 7.267629399351495e-05)	(125, 2.1065592461888393e-06)	(130, 0.0002190821616036393)	(135, 0.0003423158775056864)	(140, 5.687709964709866e-05)	(145, 3.897134605449353e-05)	(150, 0.0)
131415C4_R1_001	(1, 5.7686667106134185e-05)	(2, 0.20851108037635413)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.719818217774615e-05)	(7, 0.0016519363762211154)	(8, 0.0)	(9, 0.0)	(10, 0.002198386440990132)	(15, 1.0488484928388033e-06)	(20, 0.00020872085007492188)	(25, 2.2025818349614873e-05)	(30, 0.00023284436541021436)	(35, 0.0029745343256908463)	(40, 0.0)	(45, 0.0)	(50, 8.390787942710427e-05)	(55, 0.0)	(60, 0.02053645348978377)	(65, 3.14654547851641e-06)	(70, 0.002586460383340489)	(75, 0.0)	(80, 0.00040066012426442286)	(85, 0.000319898790315835)	(90, 1.1537333421226836e-05)	(95, 4.195393971355213e-06)	(100, 0.00023494206239589195)	(105, 6.29309095703282e-05)	(110, 0.0003744389119434528)	(115, 1.3635030406904443e-05)	(120, 2.0976969856776067e-06)	(125, 5.7686667106134185e-05)	(130, 1.9928121363937264e-05)	(135, 0.0002129162440462771)	(140, 1.8879272871098462e-05)	(145, 0.00010173830380536393)	(150, 0.0)
131415C4_R2_001	(1, 0.0077142806648293994)	(2, 0.005438279435369195)	(3, 0.0)	(4, 0.007373404904656788)	(5, 0.004929587916342376)	(6, 0.007913561878468771)	(7, 0.002543457595134098)	(8, 0.0022340472897466514)	(9, 0.008312124305747516)	(10, 0.0017306000131840254)	(15, 0.0007174123691017415)	(20, 0.000922986673698147)	(25, 0.00014159454653323847)	(30, 0.00046883527629894506)	(35, 2.9367757799486494e-05)	(40, 0.00023074666842453674)	(45, 0.0005296684888835957)	(50, 1.9928121363937264e-05)	(55, 0.0002936775779948649)	(60, 0.0006376998836459925)	(65, 0.000191939274189501)	(70, 0.000186695031725307)	(75, 0.00014578994050459365)	(80, 1.6781575885420853e-05)	(85, 0.0003943670333073901)	(90, 0.00020137891062505024)	(95, 0.0018438756504106162)	(100, 0.0)	(105, 7.341939449871623e-06)	(110, 7.027284902019983e-05)	(115, 2.4123515335292474e-05)	(120, 5.873551559897299e-05)	(125, 0.0)	(130, 0.00023703975938156954)	(135, 0.0003670969724935812)	(140, 5.139357614910136e-05)	(145, 2.517236382813128e-05)	(150, 0.0)
131415C9_R1_001	(1, 5.9388491816832724e-05)	(2, 0.19850873337466413)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.239372280918148e-05)	(7, 0.001376733219390213)	(8, 0.0)	(9, 0.0)	(10, 0.002202773151024341)	(15, 1.0797907603060495e-06)	(20, 0.00021703794282151593)	(25, 2.8074559767957284e-05)	(30, 0.00026238915475437004)	(35, 0.0028549667702491947)	(40, 0.0)	(45, 0.0)	(50, 8.09843070229537e-05)	(55, 2.159581520612099e-06)	(60, 0.019125253946540747)	(65, 2.159581520612099e-06)	(70, 0.002513752889992483)	(75, 2.159581520612099e-06)	(80, 0.0004114002796766048)	(85, 0.0003239372280918148)	(90, 1.5117070644284692e-05)	(95, 1.1877698363366544e-05)	(100, 0.0002537508286719216)	(105, 7.990451626264766e-05)	(110, 0.0004135598611972169)	(115, 1.943623368550889e-05)	(120, 3.2393722809181482e-06)	(125, 7.234598094050531e-05)	(130, 1.1877698363366544e-05)	(135, 0.00024187313030855508)	(140, 2.1595815206120987e-05)	(145, 0.00010365991298938074)	(150, 0.0)
131415C9_R2_001	(1, 0.00871391143566982)	(2, 0.005506932877560852)	(3, 0.0)	(4, 0.0066947027138975065)	(5, 0.005004830174018539)	(6, 0.006629915268279143)	(7, 0.0026562852703528816)	(8, 0.0015548986948407113)	(9, 0.008174016055516794)	(10, 0.0018043303604714086)	(15, 0.0007256193909256651)	(20, 0.0009037848663761634)	(25, 0.00014793133416192878)	(30, 0.00042111839651935923)	(35, 2.9154350528263332e-05)	(40, 0.00021055919825967962)	(45, 0.0005096612388644554)	(50, 2.3755396726733088e-05)	(55, 0.0002548306194322277)	(60, 0.000656512782266078)	(65, 0.00017600589392988605)	(70, 0.00024079333954824902)	(75, 0.00014577175264131667)	(80, 2.159581520612099e-06)	(85, 0.0004567514916094589)	(90, 0.00022243689662304616)	(95, 0.002419811093845857)	(100, 0.0)	(105, 6.4787445618362965e-06)	(110, 7.666514398172952e-05)	(115, 4.211183965193593e-05)	(120, 7.990451626264766e-05)	(125, 2.159581520612099e-06)	(130, 0.0002375539672673309)	(135, 0.0003876448829498718)	(140, 5.506932877560852e-05)	(145, 4.1032048891629876e-05)	(150, 0.0)
131415H14_R1_001	(1, 4.683599927310529e-05)	(2, 0.20300283284939605)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 5.2039999192339214e-05)	(7, 0.0014415079776277963)	(8, 0.0)	(9, 0.0)	(10, 0.0022512503650605944)	(15, 0.0)	(20, 0.00023209839639783288)	(25, 3.2264799499250307e-05)	(30, 0.0002643631958970832)	(35, 0.0029319335544963914)	(40, 0.0)	(45, 0.0)	(50, 8.534559867543631e-05)	(55, 1.0407999838467842e-06)	(60, 0.020456923682508545)	(65, 3.1223999515403527e-06)	(70, 0.0025978367596815734)	(75, 3.1223999515403527e-06)	(80, 0.00038197359407176983)	(85, 0.0003694839942656084)	(90, 1.873439970924212e-05)	(95, 1.457119977385498e-05)	(100, 0.0002445879962039943)	(105, 7.493759883696847e-05)	(110, 0.00039029999394254403)	(115, 3.2264799499250307e-05)	(120, 1.0407999838467842e-06)	(125, 6.036639906311349e-05)	(130, 1.248959980616141e-05)	(135, 0.00023001679643013933)	(140, 2.706079958001639e-05)	(145, 0.00010407999838467843)	(150, 0.0)
131415H14_R2_001	(1, 0.007353251885877531)	(2, 0.004912575923756822)	(3, 0.0)	(4, 0.006999379891369625)	(5, 0.00504267592173767)	(6, 0.007717531880223905)	(7, 0.0025447559605053876)	(8, 0.0019358879699550187)	(9, 0.00849292786818976)	(10, 0.0017194015733148875)	(15, 0.0007119071889512004)	(20, 0.0008669863865443713)	(25, 0.0001519567976416305)	(30, 0.0004433807931187301)	(35, 2.914239954770996e-05)	(40, 0.0002248127965109054)	(45, 0.0005276855918103197)	(50, 3.850959940233102e-05)	(55, 0.00027373039575170427)	(60, 0.0006348879901465383)	(65, 0.0001779767972378001)	(70, 0.000212323196704744)	(75, 0.0001582015975447112)	(80, 1.0407999838467841e-05)	(85, 0.0004267279933771815)	(90, 0.00020399679683396973)	(95, 0.00167985117392871)	(100, 0.0)	(105, 1.248959980616141e-05)	(110, 7.91007987723556e-05)	(115, 4.579519928925851e-05)	(120, 7.597839882081525e-05)	(125, 1.0407999838467842e-06)	(130, 0.00023313919638167968)	(135, 0.0003674023942979148)	(140, 7.389679885312167e-05)	(145, 4.2672799337718155e-05)	(150, 0.0)
131415H4_R1_001	(1, 7.365245468900986e-05)	(2, 0.22322585967145112)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 5.892196375120791e-05)	(7, 0.001703826785139095)	(8, 0.0)	(9, 0.0)	(10, 0.0025464108667813683)	(15, 1.964065458373597e-06)	(20, 0.00023961598592157877)	(25, 3.240708006316434e-05)	(30, 0.00028086136054742436)	(35, 0.003346767541068609)	(40, 0.0)	(45, 0.0)	(50, 0.00010704156748136101)	(55, 4.910163645933991e-06)	(60, 0.0226731716514648)	(65, 3.928130916747194e-06)	(70, 0.0029480622530187687)	(75, 0.0)	(80, 0.00047333977546803677)	(85, 0.0003692443061742362)	(90, 1.6694556396175572e-05)	(95, 1.9640654583735965e-05)	(100, 0.0002690769677971827)	(105, 9.034701108518544e-05)	(110, 0.0004428967608632461)	(115, 2.5532850958856757e-05)	(120, 0.0)	(125, 5.302976737608711e-05)	(130, 2.258675277129636e-05)	(135, 0.00026220273869287516)	(140, 3.437114552153794e-05)	(145, 0.0001306103529818442)	(150, 0.0)
131415H4_R2_001	(1, 0.0038446581347663157)	(2, 0.002440351332029194)	(3, 0.0)	(4, 0.008229434270585369)	(5, 0.005229324282919701)	(6, 0.00929984994539898)	(7, 0.002842984750995781)	(8, 0.002450171659321062)	(9, 0.009196736508834367)	(10, 0.0019493349674357947)	(15, 0.0008396379834547125)	(20, 0.0010134577765207758)	(25, 0.00018658621854549169)	(30, 0.0005332437719484315)	(35, 2.7496916417230352e-05)	(40, 0.00022881362590052403)	(45, 0.000584309473866145)	(50, 2.5532850958856757e-05)	(55, 0.00032505283336083026)	(60, 0.0007384886123484724)	(65, 0.00019149638219142568)	(70, 0.00025336444413019395)	(75, 0.00016989166214931612)	(80, 1.2766425479428379e-05)	(85, 0.0004811960373015312)	(90, 0.00025336444413019395)	(95, 0.00020131670948329364)	(100, 0.0)	(105, 4.910163645933991e-06)	(110, 8.445481471006466e-05)	(115, 4.0263341896658734e-05)	(120, 0.00010409546929380062)	(125, 1.964065458373597e-06)	(130, 0.0002857715241933583)	(135, 0.00042620220446707054)	(140, 7.070635650144948e-05)	(145, 5.59758655636475e-05)	(150, 0.0)
131415H9_R1_001	(1, 4.799713297125718e-05)	(2, 0.2070596316380035)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.199808864750479e-05)	(7, 0.0015892384028260713)	(8, 0.0)	(9, 0.0)	(10, 0.002257998455558921)	(15, 2.1332059098336527e-06)	(20, 0.00021438719393828207)	(25, 2.02654561434197e-05)	(30, 0.00024638528258578686)	(35, 0.002945957361480274)	(40, 0.0)	(45, 0.0)	(50, 7.252900093434419e-05)	(55, 2.1332059098336527e-06)	(60, 0.02000627162537491)	(65, 0.0)	(70, 0.0025513142681610483)	(75, 1.0666029549168263e-06)	(80, 0.00038184385786022387)	(85, 0.00032211409238488156)	(90, 1.173263250408509e-05)	(95, 8.53282363933461e-06)	(100, 0.0002527849003152878)	(105, 6.932919206959371e-05)	(110, 0.0003701112253561387)	(115, 1.8132250233586048e-05)	(120, 2.1332059098336527e-06)	(125, 6.612938320484323e-05)	(130, 1.706564727866922e-05)	(135, 0.00023358604712678493)	(140, 1.8132250233586048e-05)	(145, 9.172785412284706e-05)	(150, 0.0)
131415H9_R2_001	(1, 0.007583547009458636)	(2, 0.004938371681264906)	(3, 0.0)	(4, 0.007146239797942737)	(5, 0.004959703740363242)	(6, 0.008191510693761226)	(7, 0.002554514077025799)	(8, 0.002133205909833653)	(9, 0.008271505915379989)	(10, 0.0017705609051619315)	(15, 0.000706091156154939)	(20, 0.0008330169077900413)	(25, 0.00016852326687685854)	(30, 0.0004927705651715737)	(35, 2.8798279782754308e-05)	(40, 0.0002175870028030326)	(45, 0.0005567667424665833)	(50, 3.5197897512255266e-05)	(55, 0.0002837163860078758)	(60, 0.0006410283759050126)	(65, 0.00017598948756127633)	(70, 0.00020585437029894748)	(75, 0.00014719120777852203)	(80, 1.3865838413918743e-05)	(85, 0.00042664118196673054)	(90, 0.00020798757620878113)	(95, 0.0018569557445101944)	(100, 0.0)	(105, 7.4662206844177844e-06)	(110, 7.892861866384514e-05)	(115, 3.3064691602421613e-05)	(120, 6.612938320484323e-05)	(125, 0.0)	(130, 0.0002442520766759532)	(135, 0.0003594451958069705)	(140, 5.9729765475342276e-05)	(145, 2.9864882737671138e-05)	(150, 0.0)
131415L14_R1_001	(1, 4.150741439160637e-05)	(2, 0.20826345170988497)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.1130560793704776e-05)	(7, 0.001504643771695731)	(8, 0.0)	(9, 0.0)	(10, 0.002300548442654783)	(15, 2.0753707195803186e-06)	(20, 0.00018470799404264834)	(25, 3.2168246153494934e-05)	(30, 0.0002137631841167728)	(35, 0.0029408003096453115)	(40, 0.0)	(45, 0.0)	(50, 8.92409409419537e-05)	(55, 0.0)	(60, 0.020809742205231855)	(65, 2.0753707195803186e-06)	(70, 0.0025392160754065195)	(75, 1.0376853597901593e-06)	(80, 0.0004223379414345948)	(85, 0.0003164940347359986)	(90, 8.301482878321275e-06)	(95, 5.188426798950796e-06)	(100, 0.00026772282282586107)	(105, 7.471334590489147e-05)	(110, 0.00041714951463564406)	(115, 2.697981935454414e-05)	(120, 3.113056079370478e-06)	(125, 5.914806550803908e-05)	(130, 1.5565280396852388e-05)	(135, 0.00021998929627551375)	(140, 1.660296575664255e-05)	(145, 0.00011103233349754703)	(150, 0.0)
131415L14_R2_001	(1, 0.006957680337393018)	(2, 0.004643641985060963)	(3, 0.0)	(4, 0.007497276724483901)	(5, 0.0051936152257497465)	(6, 0.008171772208347505)	(7, 0.0027913736178355286)	(8, 0.00214800869476563)	(9, 0.008752876009829994)	(10, 0.0018367030868285817)	(15, 0.0007720379076838784)	(20, 0.0008892963533401665)	(25, 0.0001400875235716715)	(30, 0.00047318452406431265)	(35, 2.3866763275173664e-05)	(40, 0.00020546170123845155)	(45, 0.0005676138918052171)	(50, 2.0753707195803185e-05)	(55, 0.00027187356426502176)	(60, 0.0006049705647576629)	(65, 0.00018055725260348771)	(70, 0.00020027327443950075)	(75, 0.0001380121528520912)	(80, 1.660296575664255e-05)	(85, 0.000443091648630398)	(90, 0.0002096124426776122)	(95, 0.0015617164664841897)	(100, 1.0376853597901593e-06)	(105, 9.339168238111434e-06)	(110, 6.744954838636035e-05)	(115, 3.631898759265557e-05)	(120, 7.678871662447178e-05)	(125, 0.0)	(130, 0.00024178068883110712)	(135, 0.0004026219195985818)	(140, 5.707269478845875e-05)	(145, 3.839435831223589e-05)	(150, 0.0)
131415L4_R1_001	(1, 7.367773464121838e-05)	(2, 0.22094373810301937)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.736425798364038e-05)	(7, 0.0017261640687371163)	(8, 0.0)	(9, 0.0)	(10, 0.00262819004855889)	(15, 0.0)	(20, 0.0002631347665757799)	(25, 2.947109385648735e-05)	(30, 0.00028734316510075166)	(35, 0.0034428552858775047)	(40, 0.0)	(45, 0.0)	(50, 9.893867223249326e-05)	(55, 2.105078132606239e-06)	(60, 0.022794838558926663)	(65, 4.210156265212478e-06)	(70, 0.0030302599718866814)	(75, 0.0)	(80, 0.0004673273454385852)	(85, 0.00037996660293542617)	(90, 1.8945703193456154e-05)	(95, 1.2630468795637436e-05)	(100, 0.00028523808696814546)	(105, 7.683535184012774e-05)	(110, 0.00044311894691361343)	(115, 3.157617198909359e-05)	(120, 2.105078132606239e-06)	(125, 5.578457051406534e-05)	(130, 1.9998242259759275e-05)	(135, 0.0002894482432333579)	(140, 2.6313476657577995e-05)	(145, 0.0001399876958183149)	(150, 0.0)
131415L4_R2_001	(1, 0.003725988294713044)	(2, 0.002162967781252911)	(3, 0.0)	(4, 0.008462414093077082)	(5, 0.0055731943560750185)	(6, 0.008746599640978925)	(7, 0.002962897471643282)	(8, 0.0022997978598723163)	(9, 0.009330758822777157)	(10, 0.0019650904367879245)	(15, 0.0008167703154512209)	(20, 0.0010093849645846917)	(25, 0.00017998418033783348)	(30, 0.0005389000019471972)	(35, 3.052363292279047e-05)	(40, 0.00024313652431602064)	(45, 0.0006262607444503562)	(50, 2.947109385648735e-05)	(55, 0.00033049726681917956)	(60, 0.0007241468776165463)	(65, 0.00021682304765844264)	(70, 0.0002483992196475362)	(75, 0.0001705113287411054)	(80, 1.4735546928243675e-05)	(85, 0.0004915357439635569)	(90, 0.0002515568368464456)	(95, 0.00021577050859213954)	(100, 0.0)	(105, 9.472851596728077e-06)	(110, 7.683535184012774e-05)	(115, 5.9994726779277814e-05)	(120, 9.367597690097765e-05)	(125, 2.105078132606239e-06)	(130, 0.0002673449228409924)	(135, 0.00044311894691361343)	(140, 8.52556643705527e-05)	(145, 5.262695331515599e-05)	(150, 0.0)
131415L9_R1_001	(1, 5.182683906761028e-05)	(2, 0.21030813025245582)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.664415516084926e-05)	(7, 0.0015651705398418306)	(8, 0.0)	(9, 0.0)	(10, 0.002437934509740388)	(15, 0.0)	(20, 0.0002135265769585544)	(25, 2.487688275245294e-05)	(30, 0.0002487688275245294)	(35, 0.003056746968207655)	(40, 0.0)	(45, 0.0)	(50, 9.847099422845954e-05)	(55, 1.0365367813522057e-06)	(60, 0.02105309856604465)	(65, 2.0730735627044114e-06)	(70, 0.0026670091384192254)	(75, 0.0)	(80, 0.0004135781757595301)	(85, 0.0003088879608429573)	(90, 9.328831032169852e-06)	(95, 1.243844137622647e-05)	(100, 0.00027364571027698234)	(105, 6.737489078789338e-05)	(110, 0.00042808969069846103)	(115, 2.0730735627044115e-05)	(120, 0.0)	(125, 4.457108159814485e-05)	(130, 1.9694198845691908e-05)	(135, 0.00025809765855669924)	(140, 2.591341953380514e-05)	(145, 0.00010469021491657278)	(150, 0.0)
131415L9_R2_001	(1, 0.006177759216859147)	(2, 0.00402694539555332)	(3, 0.0)	(4, 0.007779208544048305)	(5, 0.0053692605274044255)	(6, 0.008297476934724407)	(7, 0.0028608415165320878)	(8, 0.0021352657695855436)	(9, 0.00896086047478982)	(10, 0.0018481450811509829)	(15, 0.0007494160929176448)	(20, 0.000937029250342394)	(25, 0.00013889592870119555)	(30, 0.0004768069194220146)	(35, 1.658458850163529e-05)	(40, 0.000181393936736636)	(45, 0.0005752779136504742)	(50, 2.7986493096509553e-05)	(55, 0.00026638995280751687)	(60, 0.0006457624147824243)	(65, 0.00015859012754688748)	(70, 0.0002155996505212588)	(75, 0.00015340744364012647)	(80, 1.8657662064339703e-05)	(85, 0.00045089349988820956)	(90, 0.00022285540799072423)	(95, 0.0013785939191984337)	(100, 1.0365367813522057e-06)	(105, 8.292294250817645e-06)	(110, 6.841142756924559e-05)	(115, 4.3534544816792646e-05)	(120, 8.603255285223309e-05)	(125, 1.0365367813522057e-06)	(130, 0.0002560245849939948)	(135, 0.00041461471254088225)	(140, 6.944796435059778e-05)	(145, 3.5242250565975e-05)	(150, 0.0)
131415M14_R1_001	(1, 3.608316241082949e-05)	(2, 0.20874624928413585)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.639263738535219e-05)	(7, 0.0015464212461784067)	(8, 0.0)	(9, 0.0)	(10, 0.002408293354048505)	(15, 1.030947497452271e-06)	(20, 0.00021031328948026328)	(25, 2.6804634933759045e-05)	(30, 0.00023196318692676095)	(35, 0.0029392313152364243)	(40, 0.0)	(45, 0.0)	(50, 0.00010000190725287028)	(55, 3.0928424923568133e-06)	(60, 0.02070658048632886)	(65, 0.0)	(70, 0.002575306848635773)	(75, 0.0)	(80, 0.0004226884739554311)	(85, 0.0002989747742611586)	(90, 1.1340422471974982e-05)	(95, 1.1340422471974982e-05)	(100, 0.0002628916118503291)	(105, 8.453769479108622e-05)	(110, 0.0004061933139961947)	(115, 1.855705495414088e-05)	(120, 1.030947497452271e-06)	(125, 6.391874484204081e-05)	(130, 2.4742739938854506e-05)	(135, 0.00024639645189109276)	(140, 2.3711792441402232e-05)	(145, 0.00011134232972484527)	(150, 0.0)
131415M14_R2_001	(1, 0.007010442982675442)	(2, 0.004180492102168959)	(3, 0.0)	(4, 0.007391893556732782)	(5, 0.005170201699723139)	(6, 0.008340365254388873)	(7, 0.002644380330965075)	(8, 0.0021392160572134625)	(9, 0.008809446365729655)	(10, 0.0018423031779472082)	(15, 0.0007464059881554442)	(20, 0.0009278527477070438)	(25, 0.00015361117712038837)	(30, 0.0004845453238025674)	(35, 1.855705495414088e-05)	(40, 0.0002237156069471428)	(45, 0.000567021123598749)	(50, 2.886652992866359e-05)	(55, 0.0003020676167535154)	(60, 0.0006721777683388807)	(65, 0.00017319917957198152)	(70, 0.00024124171440383142)	(75, 0.000159796862105102)	(80, 1.4433264964331795e-05)	(85, 0.00043299794892995384)	(90, 0.00023196318692676095)	(95, 0.0014433264964331793)	(100, 0.0)	(105, 3.0928424923568133e-06)	(110, 6.804253483184988e-05)	(115, 3.8145057405734024e-05)	(120, 8.041390480127713e-05)	(125, 2.061894994904542e-06)	(130, 0.00023093223942930873)	(135, 0.00036804825659046074)	(140, 5.6702112359874904e-05)	(145, 3.8145057405734024e-05)	(150, 0.0)
131415M4_R1_001	(1, 4.202832919529409e-05)	(2, 0.20174648721971045)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 3.1521246896470565e-05)	(7, 0.0016601190032141165)	(8, 0.0)	(9, 0.0)	(10, 0.0022254000308908222)	(15, 1.0507082298823522e-06)	(20, 0.0002090909377465881)	(25, 2.8369122206823507e-05)	(30, 0.00024901785048211743)	(35, 0.002830607971303057)	(40, 0.0)	(45, 0.0)	(50, 7.880311724117641e-05)	(55, 0.0)	(60, 0.019693424352684927)	(65, 0.0)	(70, 0.0024670629237637633)	(75, 1.0507082298823522e-06)	(80, 0.00037195071337835266)	(85, 0.0003320238006428233)	(90, 1.0507082298823522e-05)	(95, 5.253541149411761e-06)	(100, 0.00023746005995341159)	(105, 8.300595016070582e-05)	(110, 0.00039401558620588207)	(115, 1.365920698847058e-05)	(120, 3.152124689647057e-06)	(125, 6.514391025270583e-05)	(130, 1.0507082298823522e-05)	(135, 0.00022695297765458806)	(140, 2.41662892872941e-05)	(145, 9.66651571491764e-05)	(150, 0.0)
131415M4_R2_001	(1, 0.008515990203196464)	(2, 0.005558246536077643)	(3, 0.0)	(4, 0.006840110576534113)	(5, 0.005243034067112937)	(6, 0.007528324467107053)	(7, 0.0026950666096482332)	(8, 0.0018755141903399985)	(9, 0.008515990203196464)	(10, 0.0017620377015127044)	(15, 0.0007239379703889407)	(20, 0.0008952034118597642)	(25, 0.00014184561103411754)	(30, 0.00043394249894141145)	(35, 2.2064872827529397e-05)	(40, 0.0001933303142983528)	(45, 0.0005757881099755289)	(50, 2.6267705747058803e-05)	(55, 0.0002616263492407057)	(60, 0.0006346277708489407)	(65, 0.00017021473324094105)	(70, 0.0002090909377465881)	(75, 0.00015550481802258814)	(80, 1.365920698847058e-05)	(85, 0.00042448612487247023)	(90, 0.00021644589535576458)	(95, 0.0021486983301094104)	(100, 0.0)	(105, 9.456374068941169e-06)	(110, 7.354957609176466e-05)	(115, 3.257195512635292e-05)	(120, 7.565099255152935e-05)	(125, 1.0507082298823522e-06)	(130, 0.0002521699751717645)	(135, 0.0003687985886887056)	(140, 6.304249379294113e-05)	(145, 3.8876204505647034e-05)	(150, 0.0)
131415M9_R1_001	(1, 9.51281190792655e-05)	(2, 0.20771753290508063)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.227916403522911e-05)	(7, 0.0014692009502242117)	(8, 0.0)	(9, 0.0)	(10, 0.0023126702727270325)	(15, 0.0)	(20, 0.00020822488287350338)	(25, 2.2196561118495285e-05)	(30, 0.00022513654848759502)	(35, 0.0029531996078607536)	(40, 0.0)	(45, 0.0)	(50, 9.090020267574259e-05)	(55, 1.056979100880728e-06)	(60, 0.020425064145419183)	(65, 3.1709373026421835e-06)	(70, 0.0026001685881665904)	(75, 1.056979100880728e-06)	(80, 0.00041433580754524535)	(85, 0.0003361193540800715)	(90, 1.90256238158531e-05)	(95, 1.0569791008807278e-05)	(100, 0.0002684726916237049)	(105, 7.293155796077022e-05)	(110, 0.0004058799747381995)	(115, 2.1139582017614556e-05)	(120, 2.113958201761456e-06)	(125, 7.61024952634124e-05)	(130, 8.455832807045823e-06)	(135, 0.00023782029769816378)	(140, 2.959541482466038e-05)	(145, 0.00010569791008807279)	(150, 0.0)
131415M9_R2_001	(1, 0.007493981825244361)	(2, 0.00518448248981997)	(3, 0.0)	(4, 0.007224452154519775)	(5, 0.004317759627097773)	(6, 0.00807532033072876)	(7, 0.002489185782574114)	(8, 0.002082248828735034)	(9, 0.007525691198270782)	(10, 0.0017049072897206141)	(15, 0.0007050050602874455)	(20, 0.0009269706714723984)	(25, 0.0001522049905268248)	(30, 0.0004608428879839973)	(35, 2.959541482466038e-05)	(40, 0.00020082602916733828)	(45, 0.0005306035086421253)	(50, 2.431051932025674e-05)	(55, 0.0002684726916237049)	(60, 0.0006426432933354826)	(65, 0.00016594571883827428)	(70, 0.00021033884107526482)	(75, 0.000155375927829467)	(80, 6.341874605284367e-06)	(85, 0.0004323044522602177)	(90, 0.00023253540219376012)	(95, 0.00178629468048843)	(100, 0.0)	(105, 4.227916403522912e-06)	(110, 8.878624447398114e-05)	(115, 3.910822673258693e-05)	(120, 8.984322357486186e-05)	(125, 0.0)	(130, 0.0002547319633122554)	(135, 0.00037734153901441985)	(140, 7.821645346517386e-05)	(145, 4.9678017741394204e-05)	(150, 0.0)
