Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
101112C14_R1_001	(0.0, 0.009435890213798282)	(1.0, 0.007860520999902892)	(2.0, 0.00556140703489149)	(3.0, 0.004780524540266315)	(4.0, 0.0055994988638975954)	(5.0, 0.008064584369578461)	(6.0, 0.013103589178100497)	(7.0, 0.021676971549403373)	(8.0, 0.034326179624359604)	(9.0, 0.0521341096847142)	(10.0, 0.07544630903645114)	(11.0, 0.10357440391253146)	(12.0, 0.1372258139944972)	(13.0, 0.17091259506054002)	(14.0, 0.1998324558109616)	(15.0, 0.22759051577669687)	(16.0, 0.25220599984942843)	(17.0, 0.2729197922939631)	(18.0, 0.2957776105425558)	(19.0, 0.3212501607679248)	(20.0, 0.3352053744088046)	(21.0, 0.3410579118510999)	(22.0, 0.34916602973954247)	(23.0, 0.36300696789340403)	(24.0, 0.3902235797182668)	(25.0, 0.43313946678350335)	(26.0, 0.4975010535791777)	(27.0, 0.5839395761288194)	(28.0, 0.6920006533292843)	(29.0, 0.8285326518668846)	(30.0, 0.9933260666820866)	(31.0, 1.2002109525490359)	(32.0, 1.425023485653216)	(33.0, 1.672405427443514)	(34.0, 1.9870085640498734)	(35.0, 2.3109822905917348)	(36.0, 2.6584423505607893)	(37.0, 3.0620497664848445)	(38.0, 3.4539439449895215)	(39.0, 3.8084346682551318)	(40.0, 4.128016951081576)	(41.0, 4.397489432850485)	(42.0, 4.599993758381733)	(43.0, 4.699337248429657)	(44.0, 4.720807435764456)	(45.0, 4.6637431550683806)	(46.0, 4.513642302869819)	(47.0, 4.243737206757197)	(48.0, 3.9271369699729455)	(49.0, 3.5860328037580524)	(50.0, 3.227158799311811)	(51.0, 2.923751939588318)	(52.0, 2.639918838284106)	(53.0, 2.4075124269830654)	(54.0, 2.1666741172470303)	(55.0, 1.9484732373203388)	(56.0, 1.7819983403390103)	(57.0, 1.580911575015776)	(58.0, 1.381604242276113)	(59.0, 1.19488081733311)	(60.0, 1.0099286624388908)	(61.0, 0.8624996799606152)	(62.0, 0.7291429074551669)	(63.0, 0.5941454654575268)	(64.0, 0.46519102004721263)	(65.0, 0.3675344538552726)	(66.0, 0.31708726802654313)	(67.0, 0.2562573379487207)	(68.0, 0.1920209100197808)	(69.0, 0.16645585106682562)	(70.0, 0.16370507684359895)	(71.0, 0.13833319788060328)	(72.0, 0.09695458820025603)	(73.0, 0.07524768735663358)	(74.0, 0.06666886329547268)	(75.0, 0.05888724679851101)	(76.0, 0.04106299166858237)	(77.0, 0.021783084501634672)	(78.0, 0.011748608403454722)	(79.0, 0.007836033395541826)	(80.0, 0.005651194917548739)	(81.0, 0.0039125750079128975)	(82.0, 0.002508619024544987)	(83.0, 0.001806641032861032)	(84.0, 0.0014039559833679102)	(85.0, 0.0009822250193717358)	(86.0, 0.0007618365801221219)	(87.0, 0.0005849816597366293)	(88.0, 0.00040540589442212915)	(89.0, 0.00029113040740381084)	(90.0, 0.0002475968885396896)	(91.0, 0.00020678421460457595)	(92.0, 0.0001632506957404547)	(93.0, 0.00014420478123740164)	(94.0, 0.00013876309137938648)	(95.0, 0.00013332140152137132)	(96.0, 0.0001251588667343486)	(97.0, 0.00011699633194732586)	(98.0, 0.00011699633194732586)	(99.0, 8.434619279923492e-05)	(100.0, 2.1766759432060625e-05)
101112C14_R2_001	(0.0, 0.013054745037945284)	(1.0, 0.010622285249716212)	(2.0, 0.007256566280992096)	(3.0, 0.00639132890665558)	(4.0, 0.007185823602587223)	(5.0, 0.01024408400747478)	(6.0, 0.015982403575008464)	(7.0, 0.024803471397646774)	(8.0, 0.03890575225043343)	(9.0, 0.05819945734923919)	(10.0, 0.08266554058833965)	(11.0, 0.11133809232028366)	(12.0, 0.1442416003952883)	(13.0, 0.17816543556267095)	(14.0, 0.2077440377526466)	(15.0, 0.23553774774902242)	(16.0, 0.26132889577209106)	(17.0, 0.28219526502928205)	(18.0, 0.3066613482683825)	(19.0, 0.330346541172783)	(20.0, 0.34343121580543806)	(21.0, 0.3501653746151326)	(22.0, 0.35961496392667575)	(23.0, 0.3772081238715182)	(24.0, 0.4021938937096699)	(25.0, 0.44435108829448106)	(26.0, 0.5104029829466611)	(27.0, 0.5999822599129538)	(28.0, 0.711818271854318)	(29.0, 0.8468306735900167)	(30.0, 1.0112339373306938)	(31.0, 1.2163224037709113)	(32.0, 1.4432377073712783)	(33.0, 1.6948857396908872)	(34.0, 2.005144081068933)	(35.0, 2.3200143009045266)	(36.0, 2.657954796516848)	(37.0, 3.065321068366813)	(38.0, 3.4529011572413837)	(39.0, 3.795303883337705)	(40.0, 4.105001725033004)	(41.0, 4.369372555976505)	(42.0, 4.571598664813571)	(43.0, 4.668227721770134)	(44.0, 4.683747577063264)	(45.0, 4.622770109150511)	(46.0, 4.470657025346558)	(47.0, 4.206770509662905)	(48.0, 3.8987949800995403)	(49.0, 3.5530510228847123)	(50.0, 3.193942141195856)	(51.0, 2.8981098644679117)	(52.0, 2.628354427348902)	(53.0, 2.3987944359250912)	(54.0, 2.1531540895254038)	(55.0, 1.9373943621350358)	(56.0, 1.77939331079)	(57.0, 1.5827776405248888)	(58.0, 1.37906593544132)	(59.0, 1.1945418214389496)	(60.0, 1.009911593418972)	(61.0, 0.8616594273325766)	(62.0, 0.7337648273933064)	(63.0, 0.6001727209701977)	(64.0, 0.47411470979720793)	(65.0, 0.3749307538013306)	(66.0, 0.3137029656419136)	(67.0, 0.25328327653966)	(68.0, 0.1971707282033645)	(69.0, 0.1699048674227789)	(70.0, 0.1642291279169111)	(71.0, 0.14285395554965427)	(72.0, 0.10277550736104778)	(73.0, 0.07978957862395696)	(74.0, 0.07086783852820401)	(75.0, 0.060871353895146287)	(76.0, 0.04307412853182822)	(77.0, 0.025671429644229627)	(78.0, 0.015620527566245077)	(79.0, 0.011019532597682034)	(80.0, 0.008592514553945645)	(81.0, 0.006494722052016547)	(82.0, 0.004987358827543499)	(83.0, 0.004290815532480141)	(84.0, 0.0038201046338631056)	(85.0, 0.0031806996559729135)	(86.0, 0.002620199973226617)	(87.0, 0.002462389382938825)	(88.0, 0.002214790008521772)	(89.0, 0.00196991150635106)	(90.0, 0.001757683471136443)	(91.0, 0.0015046423522267075)	(92.0, 0.0014447831628072)	(93.0, 0.0013604361231706215)	(94.0, 0.001344110889692574)	(95.0, 0.0013032978059974553)	(96.0, 0.0011509289602023459)	(97.0, 0.001140045471216981)	(98.0, 0.0012488803610706306)	(99.0, 0.0014230161848364702)	(100.0, 0.0035915513651704404)
101112C4_R1_001	(0.0, 0.045431784359256024)	(1.0, 0.033375849073942504)	(2.0, 0.01755476064262017)	(3.0, 0.011970847078624055)	(4.0, 0.01006965746040633)	(5.0, 0.011415114728683489)	(6.0, 0.017038913389565292)	(7.0, 0.027268111237514367)	(8.0, 0.04169853929075576)	(9.0, 0.06365927363601477)	(10.0, 0.09340291988690076)	(11.0, 0.1252897253437776)	(12.0, 0.16126874174112593)	(13.0, 0.20357885251746222)	(14.0, 0.2411133876933523)	(15.0, 0.27135958616499795)	(16.0, 0.2975587768059759)	(17.0, 0.32113884608479376)	(18.0, 0.3500183152364899)	(19.0, 0.377621461287844)	(20.0, 0.39295861054362)	(21.0, 0.39941201921972413)	(22.0, 0.40344307301163745)	(23.0, 0.411026559432836)	(24.0, 0.42138870760373737)	(25.0, 0.4401240671141739)	(26.0, 0.482886208988548)	(27.0, 0.539472525443501)	(28.0, 0.5981780700463135)	(29.0, 0.6795037825962285)	(30.0, 0.7705322097152013)	(31.0, 0.8830108419392965)	(32.0, 1.0017780244390346)	(33.0, 1.1295033996992982)	(34.0, 1.3158120052652582)	(35.0, 1.4860442577798274)	(36.0, 1.663080907823095)	(37.0, 1.8926701615229427)	(38.0, 2.0692547804681722)	(39.0, 2.1635378314930174)	(40.0, 2.2718072564924428)	(41.0, 2.3879553176300212)	(42.0, 2.474686790311176)	(43.0, 2.5466288690671184)	(44.0, 2.6436985588610433)	(45.0, 2.7758166127916506)	(46.0, 2.894126446180433)	(47.0, 2.9815492605409397)	(48.0, 3.1094926743308453)	(49.0, 3.2774647713552256)	(50.0, 3.423135781207589)	(51.0, 3.5810515158038583)	(52.0, 3.7841331341134787)	(53.0, 3.9704151496148485)	(54.0, 4.010598055223948)	(55.0, 3.9681124500213145)	(56.0, 3.8519085497480963)	(57.0, 3.586779015716643)	(58.0, 3.272205256579233)	(59.0, 2.9353011611987565)	(60.0, 2.550675876897786)	(61.0, 2.196182453790722)	(62.0, 1.8671038144192176)	(63.0, 1.5590525981258472)	(64.0, 1.270534443280627)	(65.0, 1.0102735500756859)	(66.0, 0.8244701557369447)	(67.0, 0.6659109415775865)	(68.0, 0.523377559346897)	(69.0, 0.4181739687947511)	(70.0, 0.3416796709809224)	(71.0, 0.2776773855116907)	(72.0, 0.2147254075937821)	(73.0, 0.16509239302923376)	(74.0, 0.1381220905151325)	(75.0, 0.11429739264208243)	(76.0, 0.08332262640065824)	(77.0, 0.05227872599129888)	(78.0, 0.03289988691777331)	(79.0, 0.022838206476744116)	(80.0, 0.01642468289752572)	(81.0, 0.011582632135603373)	(82.0, 0.0076765516472651375)	(83.0, 0.005435009202289553)	(84.0, 0.003927352540010602)	(85.0, 0.0028398188982608824)	(86.0, 0.0020500939799242886)	(87.0, 0.0015528597720827295)	(88.0, 0.0012497330357515118)	(89.0, 0.0009971274221421637)	(90.0, 0.0007977019377137308)	(91.0, 0.0006381615501709848)	(92.0, 0.0005902994339081609)	(93.0, 0.000542437317645337)	(94.0, 0.00042810003990636895)	(95.0, 0.00043873606574255204)	(96.0, 0.00048393917554633015)	(97.0, 0.0004467130851196893)	(98.0, 0.0004786211626282386)	(99.0, 0.00032439878800358393)	(100.0, 8.77472131485104e-05)
101112C4_R2_001	(0.0, 0.07185630334601352)	(1.0, 0.04515413304689364)	(2.0, 0.014338823501259932)	(3.0, 0.009651386855103571)	(4.0, 0.009537059132026585)	(5.0, 0.012451086678360885)	(6.0, 0.01849184451163783)	(7.0, 0.029041900445811647)	(8.0, 0.045943791971402116)	(9.0, 0.06702529234994653)	(10.0, 0.09513927708985428)	(11.0, 0.1312322733868325)	(12.0, 0.1692714997603771)	(13.0, 0.2071192936673741)	(14.0, 0.2441641347285747)	(15.0, 0.2786884483135664)	(16.0, 0.30659770666563857)	(17.0, 0.3277483354348807)	(18.0, 0.35263455608605687)	(19.0, 0.37803126331469306)	(20.0, 0.3928725970406402)	(21.0, 0.40136741274368587)	(22.0, 0.40798512676086296)	(23.0, 0.4165836350499552)	(24.0, 0.4274208396839503)	(25.0, 0.447539860161242)	(26.0, 0.4902585468281701)	(27.0, 0.5456144350714914)	(28.0, 0.6031771142486242)	(29.0, 0.6800345907831914)	(30.0, 0.774163529855156)	(31.0, 0.8884673238738221)	(32.0, 1.0099365414667316)	(33.0, 1.1394618753601822)	(34.0, 1.3192329141538386)	(35.0, 1.48925419107486)	(36.0, 1.6649732426599273)	(37.0, 1.8901403638679197)	(38.0, 2.06663312167195)	(39.0, 2.1670181801020574)	(40.0, 2.274087422155782)	(41.0, 2.389547787326506)	(42.0, 2.476436856865014)	(43.0, 2.5418376320335647)	(44.0, 2.637192270648285)	(45.0, 2.775749494664817)	(46.0, 2.8971336311614833)	(47.0, 2.9813665752266445)	(48.0, 3.1086452364224195)	(49.0, 3.2726523433527404)	(50.0, 3.409821681986803)	(51.0, 3.567389213445206)	(52.0, 3.773772023873224)	(53.0, 3.953973785716612)	(54.0, 3.9870277916071486)	(55.0, 3.9409164962275174)	(56.0, 3.8224038467290637)	(57.0, 3.556972096723913)	(58.0, 3.2391463441384114)	(59.0, 2.907367291769002)	(60.0, 2.541242064359861)	(61.0, 2.1892270050058262)	(62.0, 1.8587507569226434)	(63.0, 1.5550564426663087)	(64.0, 1.2671074487835066)	(65.0, 1.0113377207704892)	(66.0, 0.8199584299081323)	(67.0, 0.6566638771588498)	(68.0, 0.5217704578492961)	(69.0, 0.421664571766237)	(70.0, 0.347909896460294)	(71.0, 0.2842559425489898)	(72.0, 0.22123477929099528)	(73.0, 0.1732676524995563)	(74.0, 0.14473889741546228)	(75.0, 0.1187732103556988)	(76.0, 0.0882104853145375)	(77.0, 0.058041260343501634)	(78.0, 0.03836625683722989)	(79.0, 0.027433335969961056)	(80.0, 0.02013497318283728)	(81.0, 0.014923756037932875)	(82.0, 0.011073836432921865)	(83.0, 0.008742082639002903)	(84.0, 0.006878274874422296)	(85.0, 0.00536808541610306)	(86.0, 0.00426468994919728)	(87.0, 0.0034617371034007843)	(88.0, 0.0030097437796080552)	(89.0, 0.0028103349602877337)	(90.0, 0.0025417977502697007)	(91.0, 0.002233378776387603)	(92.0, 0.0021004395635073883)	(93.0, 0.0019754767033999866)	(94.0, 0.0018850780386414408)	(95.0, 0.0017095982776395577)	(96.0, 0.001534118516637675)	(97.0, 0.0014570137731671504)	(98.0, 0.0015234833796072577)	(99.0, 0.0017973381581404995)	(100.0, 0.005870595640790271)
101112C9_R1_001	(0.0, 0.03010721033205322)	(1.0, 0.021831498973779465)	(2.0, 0.010937300818551904)	(3.0, 0.007278962268898336)	(4.0, 0.005870043961483892)	(5.0, 0.006379194172002687)	(6.0, 0.008887230394187866)	(7.0, 0.012860757169400687)	(8.0, 0.019124112933719205)	(9.0, 0.02883837568044289)	(10.0, 0.04060540276798839)	(11.0, 0.055292635295758084)	(12.0, 0.07302399342080947)	(13.0, 0.09077420896106525)	(14.0, 0.10633965825406844)	(15.0, 0.12102958469829589)	(16.0, 0.13545550732966177)	(17.0, 0.14761045838712636)	(18.0, 0.16312472326743188)	(19.0, 0.18283610998894526)	(20.0, 0.19625450786510462)	(21.0, 0.2064886964881782)	(22.0, 0.2226845222322999)	(23.0, 0.24420352689697783)	(24.0, 0.27548797872107716)	(25.0, 0.32131149766776873)	(26.0, 0.386253741715264)	(27.0, 0.4713087660364806)	(28.0, 0.5641492089206566)	(29.0, 0.680717667964883)	(30.0, 0.8213454948934659)	(31.0, 0.9900169921474491)	(32.0, 1.1796606290251825)	(33.0, 1.3923426394497773)	(34.0, 1.6580193744316511)	(35.0, 1.9335504558160526)	(36.0, 2.239848757064661)	(37.0, 2.602110478807013)	(38.0, 2.953717760958879)	(39.0, 3.2603420260988782)	(40.0, 3.5348844401432773)	(41.0, 3.792643754655761)	(42.0, 4.0166105811219595)	(43.0, 4.120824739290847)	(44.0, 4.133499616224661)	(45.0, 4.143806540592094)	(46.0, 4.097616649007146)	(47.0, 3.9072672060174765)	(48.0, 3.6861774823281777)	(49.0, 3.5043031005146568)	(50.0, 3.3397425197752324)	(51.0, 3.214906431122105)	(52.0, 3.0924275193695285)	(53.0, 2.9920279469048463)	(54.0, 2.8337064766816207)	(55.0, 2.6743801756196466)	(56.0, 2.5797779113720885)	(57.0, 2.402978868165009)	(58.0, 2.1573664229606164)	(59.0, 1.9204068374185856)	(60.0, 1.6775421870011205)	(61.0, 1.4681225094068868)	(62.0, 1.2783307071239758)	(63.0, 1.0497707530972766)	(64.0, 0.8248368106227376)	(65.0, 0.6710518957143992)	(66.0, 0.5839548827181918)	(67.0, 0.4713815017808404)	(68.0, 0.3598021760164066)	(69.0, 0.30950675574981446)	(70.0, 0.30241097980004455)	(71.0, 0.2568999551624545)	(72.0, 0.17875482655542158)	(73.0, 0.13915694854263969)	(74.0, 0.12423534528304388)	(75.0, 0.10753845107777671)	(76.0, 0.07282464360293438)	(77.0, 0.039371589030329085)	(78.0, 0.021007160537701415)	(79.0, 0.013431867458448224)	(80.0, 0.010174922461002597)	(81.0, 0.007230471772658451)	(82.0, 0.004628148474451273)	(83.0, 0.0035775210559204256)	(84.0, 0.002642732045073748)	(85.0, 0.001888435436897755)	(86.0, 0.0013415703959701597)	(87.0, 0.000924013345015592)	(88.0, 0.0006330703675762802)	(89.0, 0.00048759887885662425)	(90.0, 0.0004687414636522244)	(91.0, 0.0004283327167856533)	(92.0, 0.00038523005346131087)	(93.0, 0.0003690665547146824)	(94.0, 0.00031788214201702576)	(95.0, 0.00026130989640382626)	(96.0, 0.0002209011495372552)	(97.0, 0.00019665590141731257)	(98.0, 0.0002209011495372552)	(99.0, 0.00020204373433285538)	(100.0, 9.159315956422776e-05)
101112C9_R2_001	(0.0, 0.040800382967231034)	(1.0, 0.026893857086684993)	(2.0, 0.009890103402931465)	(3.0, 0.006294192271966468)	(4.0, 0.006137848309750599)	(5.0, 0.0071379105508210736)	(6.0, 0.00957471989294428)	(7.0, 0.014353993082750083)	(8.0, 0.021521555074681065)	(9.0, 0.0315329598276076)	(10.0, 0.04468202616707331)	(11.0, 0.059478095280916535)	(12.0, 0.07688349121243153)	(13.0, 0.09657743928052019)	(14.0, 0.11410144097647479)	(15.0, 0.1278354493814723)	(16.0, 0.13975802429321005)	(17.0, 0.15333029756488079)	(18.0, 0.16951728882533418)	(19.0, 0.18691729358573825)	(20.0, 0.2004302639751892)	(21.0, 0.21335020554244197)	(22.0, 0.23130819651282342)	(23.0, 0.2539430284219037)	(24.0, 0.28423332330845064)	(25.0, 0.3289692611866329)	(26.0, 0.396283423677231)	(27.0, 0.4793991086938537)	(28.0, 0.5711244939745711)	(29.0, 0.6896466952619773)	(30.0, 0.8312134574628917)	(31.0, 1.0010542165548795)	(32.0, 1.187424306272862)	(33.0, 1.3990547282309296)	(34.0, 1.6698802089865916)	(35.0, 1.946363723823135)	(36.0, 2.245147817959883)	(37.0, 2.6015042283898477)	(38.0, 2.9404067223482993)	(39.0, 3.2388781285606156)	(40.0, 3.518426524173701)	(41.0, 3.7718897383667356)	(42.0, 3.980970136389351)	(43.0, 4.088820514462746)	(44.0, 4.112738445096219)	(45.0, 4.107266406418663)	(46.0, 4.053710512603062)	(47.0, 3.8831042072133273)	(48.0, 3.6682822119576124)	(49.0, 3.486041759310573)	(50.0, 3.3311183706824234)	(51.0, 3.2079301107985403)	(52.0, 3.0795178061082025)	(53.0, 2.971662036863696)	(54.0, 2.8181942644354874)	(55.0, 2.665888289381676)	(56.0, 2.5674697651667864)	(57.0, 2.388186369874071)	(58.0, 2.146362694109453)	(59.0, 1.9148765889499701)	(60.0, 1.676627259631873)	(61.0, 1.4623848152705783)	(62.0, 1.2692757616639805)	(63.0, 1.0444558395831158)	(64.0, 0.8230727890854448)	(65.0, 0.665294775354078)	(66.0, 0.5721973370256386)	(67.0, 0.4657810104677404)	(68.0, 0.36113568361977033)	(69.0, 0.31162047255178227)	(70.0, 0.3024662640054876)	(71.0, 0.26125884761938417)	(72.0, 0.18572314918467567)	(73.0, 0.14383914082415533)	(74.0, 0.12732867929704844)	(75.0, 0.11044353137773455)	(76.0, 0.07793207399350002)	(77.0, 0.046040601287018104)	(78.0, 0.02799365599330697)	(79.0, 0.019532212934761897)	(80.0, 0.015572397753811687)	(81.0, 0.012674643281707209)	(82.0, 0.009908972501819586)	(83.0, 0.008170319818556902)	(84.0, 0.006973479831938867)	(85.0, 0.0063561907397417265)	(86.0, 0.005760466331988155)	(87.0, 0.005048831745350405)	(88.0, 0.004674145353143407)	(89.0, 0.00455014841759289)	(90.0, 0.004399195626487913)	(91.0, 0.004105376800944296)	(92.0, 0.004105376800944296)	(93.0, 0.004215895808717583)	(94.0, 0.0041862443676076765)	(95.0, 0.004558235174259228)	(96.0, 0.005536732730886135)	(97.0, 0.0076689409052439405)	(98.0, 0.011254069693987154)	(99.0, 0.019966202209188707)	(100.0, 0.08061957279227971)
101112H14_R1_001	(0.0, 0.004360470703941003)	(1.0, 0.003930337958792691)	(2.0, 0.003142657369239847)	(3.0, 0.0030378125126099462)	(4.0, 0.004212612572796271)	(5.0, 0.006930513856202161)	(6.0, 0.011333997834657994)	(7.0, 0.019003802346583814)	(8.0, 0.030856647805076957)	(9.0, 0.047604941569289315)	(10.0, 0.06913846212327664)	(11.0, 0.09450822909805545)	(12.0, 0.12585684123039578)	(13.0, 0.15951472853825113)	(14.0, 0.1884330906605035)	(15.0, 0.21388888418431198)	(16.0, 0.238395697339137)	(17.0, 0.25837536335127603)	(18.0, 0.2819788977412896)	(19.0, 0.30555286050507424)	(20.0, 0.3172282762061937)	(21.0, 0.32405663353542313)	(22.0, 0.3342884162106386)	(23.0, 0.348652161568935)	(24.0, 0.37134704053482276)	(25.0, 0.41249999092688744)	(26.0, 0.4750923703349382)	(27.0, 0.5602774721819039)	(28.0, 0.6680203481822415)	(29.0, 0.7949955345500229)	(30.0, 0.9501444157250186)	(31.0, 1.1436423194596435)	(32.0, 1.3541627265835128)	(33.0, 1.593305779567345)	(34.0, 1.8897129425787034)	(35.0, 2.1885019656663207)	(36.0, 2.509835321259023)	(37.0, 2.8880564207272474)	(38.0, 3.252403050834782)	(39.0, 3.584363373562305)	(40.0, 3.874619638318042)	(41.0, 4.124021357273662)	(42.0, 4.314091640695386)	(43.0, 4.402295736747361)	(44.0, 4.4346417191825145)	(45.0, 4.400161202999563)	(46.0, 4.2670942616286185)	(47.0, 4.054702777063354)	(48.0, 3.8152236828723747)	(49.0, 3.5432023581812686)	(50.0, 3.2636133855052094)	(51.0, 3.0324358532955924)	(52.0, 2.825227468309365)	(53.0, 2.6606129784114496)	(54.0, 2.4776022486694718)	(55.0, 2.288303515859357)	(56.0, 2.122922852009146)	(57.0, 1.9090232145062054)	(58.0, 1.6792006004438056)	(59.0, 1.466244566650534)	(60.0, 1.258356034261041)	(61.0, 1.074275349315507)	(62.0, 0.9050073607810177)	(63.0, 0.7408660169027652)	(64.0, 0.5925562463756275)	(65.0, 0.474527821106931)	(66.0, 0.3971173686285209)	(67.0, 0.32081450796886773)	(68.0, 0.2482645555106336)	(69.0, 0.20720569665657013)	(70.0, 0.18591412577172872)	(71.0, 0.15452518869453072)	(72.0, 0.11246895953765461)	(73.0, 0.0870534909587038)	(74.0, 0.07409036535179657)	(75.0, 0.06143908598512187)	(76.0, 0.043034781152088517)	(77.0, 0.025337507018892695)	(78.0, 0.01469709823578635)	(79.0, 0.009928001423954454)	(80.0, 0.007226230118491625)	(81.0, 0.005064813074121361)	(82.0, 0.0034088020053003646)	(83.0, 0.002564666492946804)	(84.0, 0.0020216239021970616)	(85.0, 0.0013979314217320107)	(86.0, 0.0009462920393262843)	(87.0, 0.0006962773812088283)	(88.0, 0.0005242242831495041)	(89.0, 0.0004220677561767802)	(90.0, 0.0003629245037188874)	(91.0, 0.0002795862843464021)	(92.0, 0.00019893639463109384)	(93.0, 0.00022044303188850937)	(94.0, 0.0002473263284602788)	(95.0, 0.0002150663725741555)	(96.0, 0.00015592312011626275)	(97.0, 0.00015323479045908578)	(98.0, 0.00024194966914592493)	(99.0, 0.00021237804291697856)	(100.0, 7.527323040095443e-05)
101112H14_R2_001	(0.0, 0.006597504620338498)	(1.0, 0.005448591703175146)	(2.0, 0.004140929694413111)	(3.0, 0.004412686613929501)	(4.0, 0.005480879654008776)	(5.0, 0.008238808787714713)	(6.0, 0.013173483940121241)	(7.0, 0.021780913499853238)	(8.0, 0.03417948661996735)	(9.0, 0.05109030086908132)	(10.0, 0.07431340950617005)	(11.0, 0.10134111501648824)	(12.0, 0.1327169312390687)	(13.0, 0.1646900745520713)	(14.0, 0.19419857095144008)	(15.0, 0.22208459782141898)	(16.0, 0.2458673642729573)	(17.0, 0.26719355579857024)	(18.0, 0.2869833789970162)	(19.0, 0.3082315413081146)	(20.0, 0.322002352338658)	(21.0, 0.3291352988103209)	(22.0, 0.3402450445596592)	(23.0, 0.3535826589165181)	(24.0, 0.3773734973557648)	(25.0, 0.41791640095252686)	(26.0, 0.4804769963552554)	(27.0, 0.5667692356207024)	(28.0, 0.672442317374036)	(29.0, 0.8008514978393845)	(30.0, 0.9564713488697751)	(31.0, 1.1484070726002915)	(32.0, 1.3586258484903513)	(33.0, 1.5972660931017142)	(34.0, 1.8934434660986068)	(35.0, 2.190802039963496)	(36.0, 2.5103558893639373)	(37.0, 2.878355118327671)	(38.0, 3.2418932287512257)	(39.0, 3.5686123125741633)	(40.0, 3.8495390101273044)	(41.0, 4.0927802877324595)	(42.0, 4.272495022072447)	(43.0, 4.360514666707493)	(44.0, 4.387999784854621)	(45.0, 4.360369370928742)	(46.0, 4.237411472829137)	(47.0, 4.021343196513052)	(48.0, 3.7753897310378717)	(49.0, 3.5050104307570504)	(50.0, 3.2425820383690094)	(51.0, 3.0225154374746923)	(52.0, 2.8149254389150045)	(53.0, 2.6465061060416484)	(54.0, 2.4635249073423258)	(55.0, 2.2736475404774534)	(56.0, 2.1126947962343747)	(57.0, 1.9071819891783166)	(58.0, 1.6815215008020732)	(59.0, 1.4705681740305483)	(60.0, 1.258689259335126)	(61.0, 1.0745349317555144)	(62.0, 0.907164957284252)	(63.0, 0.74308566313545)	(64.0, 0.5937189119165059)	(65.0, 0.479155881033646)	(66.0, 0.3991275042299233)	(67.0, 0.3211090523655942)	(68.0, 0.2547519320773446)	(69.0, 0.213953415536483)	(70.0, 0.19249538154496607)	(71.0, 0.16212318246079765)	(72.0, 0.11912639460067971)	(73.0, 0.09167087374181591)	(74.0, 0.07899516237704647)	(75.0, 0.06655622931839032)	(76.0, 0.04814671601808201)	(77.0, 0.03097490749972952)	(78.0, 0.02109210388206912)	(79.0, 0.016254292582163484)	(80.0, 0.013135814664148673)	(81.0, 0.011117817737046766)	(82.0, 0.009263951226682483)	(83.0, 0.007999339819031955)	(84.0, 0.007044154606870386)	(85.0, 0.006471043479573444)	(86.0, 0.005954436266235357)	(87.0, 0.005523930255120284)	(88.0, 0.005225266709909202)	(89.0, 0.005120330869699903)	(90.0, 0.004975035090948566)	(91.0, 0.004679062208306953)	(92.0, 0.004716731484279522)	(93.0, 0.004961581778101219)	(94.0, 0.005375943813799478)	(95.0, 0.006008249517624741)	(96.0, 0.0072540262872889845)	(97.0, 0.010057696684675899)	(98.0, 0.015073091714166504)	(99.0, 0.026390018481353993)	(100.0, 0.10521297845395444)
