Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
131415C14_R2_001	(1, 35.602198563221265)	(2, 36.00629950743379)	(3, 36.11962254671427)	(4, 36.09271283226364)	(5, 36.113886491214856)	(6, 36.0799214885369)	(7, 36.09332283915735)	(8, 36.14418465887696)	(9, 36.127942665777)	(10, 36.1557587378761)	(15, 36.14040725056627)	(20, 36.12336326929569)	(25, 36.00576828585587)	(30, 35.9458719075052)	(35, 35.91086483209933)	(40, 35.8778445791121)	(45, 35.83895210263578)	(50, 35.79290582468899)	(55, 35.76883361394458)	(60, 35.717132477824514)	(65, 35.67315678962478)	(70, 35.62070183181125)	(75, 35.56579142640919)	(80, 35.523883305043995)	(85, 35.47214226015902)	(90, 35.418851461767794)	(95, 35.35374702645996)	(100, 35.32028709242687)	(105, 35.21658350848496)	(110, 35.18155548334739)	(115, 35.08049011207422)	(120, 35.04381473654054)	(125, 34.91778373114827)	(130, 34.82424287364173)	(135, 34.73226690526961)	(140, 34.62728777863855)	(145, 34.50548274175005)	(150, 34.42992525401155)
131415C4_R1_001	(1, 36.25730875650568)	(2, 36.37183441136604)	(3, 36.592763595685476)	(4, 36.63686400383963)	(5, 36.64307601880816)	(6, 36.6648897075501)	(7, 36.63393367847791)	(8, 36.676329865158465)	(9, 36.677311377578064)	(10, 36.705166171426626)	(15, 36.71520886428011)	(20, 36.69729484667697)	(25, 36.617629832104)	(30, 36.5700641753683)	(35, 36.53726690325542)	(40, 36.50185075085228)	(45, 36.46334171205952)	(50, 36.43242241366154)	(55, 36.39347506108363)	(60, 36.35770517403778)	(65, 36.32449909224785)	(70, 36.29269462865283)	(75, 36.266471192773054)	(80, 36.21369969191649)	(85, 36.180654115411414)	(90, 36.130865287944836)	(95, 36.09573195753779)	(100, 36.03882891660611)	(105, 35.989183508682444)	(110, 35.93873080207384)	(115, 35.88839484279098)	(120, 35.82639817403869)	(125, 35.774784444590935)	(130, 35.69843168306987)	(135, 35.571945085859)	(140, 35.54863402954324)	(145, 35.47503507218254)	(150, 35.37297555852624)
131415C4_R2_001	(1, 35.76532009728489)	(2, 36.18228173947956)	(3, 36.297325105955984)	(4, 36.2550684685674)	(5, 36.28435504549354)	(6, 36.26732242772136)	(7, 36.27552379362626)	(8, 36.31695388596007)	(9, 36.302905766574256)	(10, 36.32745281741944)	(15, 36.3112046019696)	(20, 36.29298728884778)	(25, 36.192434236281755)	(30, 36.134067862909845)	(35, 36.09594562895275)	(40, 36.05886442956722)	(45, 36.01871718382501)	(50, 35.96913805263762)	(55, 35.94020666825357)	(60, 35.8868129590056)	(65, 35.83888831289626)	(70, 35.788261791115424)	(75, 35.73160439050076)	(80, 35.685794411745725)	(85, 35.6341335470467)	(90, 35.57697709383067)	(95, 35.51148152943716)	(100, 35.47905754250288)	(105, 35.37127961246726)	(110, 35.3350325622881)	(115, 35.238451750688085)	(120, 35.19137323163489)	(125, 35.063013474923686)	(130, 34.96800039814289)	(135, 34.871116385420564)	(140, 34.761945311885846)	(145, 34.635054876539776)	(150, 34.55686098735136)
131415C9_R1_001	(1, 36.35260950603514)	(2, 36.4972205915882)	(3, 36.710438288689296)	(4, 36.739651163876765)	(5, 36.74561204078996)	(6, 36.759895404988214)	(7, 36.73581342554603)	(8, 36.78465554701741)	(9, 36.78840987151192)	(10, 36.80592420721898)	(15, 36.82306656580702)	(20, 36.813109966376935)	(25, 36.73383543243757)	(30, 36.69220198328408)	(35, 36.66675872242829)	(40, 36.63602532908378)	(45, 36.60696364619857)	(50, 36.57865493380424)	(55, 36.548875524798554)	(60, 36.51623461628852)	(65, 36.489178320803354)	(70, 36.45930372824215)	(75, 36.43246846592561)	(80, 36.38799595531977)	(85, 36.35483609937033)	(90, 36.3176076458256)	(95, 36.278637684146844)	(100, 36.23035297226174)	(105, 36.1803006105083)	(110, 36.139636295158)	(115, 36.08609798010561)	(120, 36.036676712859936)	(125, 35.984655968135804)	(130, 35.921140278479115)	(135, 35.80351313163238)	(140, 35.78619395730734)	(145, 35.72207100412496)	(150, 35.6265167888297)
131415C9_R2_001	(1, 35.55444026967342)	(2, 36.08887552587834)	(3, 36.25896870156295)	(4, 36.27091453472329)	(5, 36.32227127291728)	(6, 36.295234554038586)	(7, 36.32792802676283)	(8, 36.367899289211536)	(9, 36.36123903182289)	(10, 36.39408819957686)	(15, 36.388460934816976)	(20, 36.37644773351109)	(25, 36.23352753550123)	(30, 36.173588479971535)	(35, 36.1436864499271)	(40, 36.116784499733214)	(45, 36.08258537757071)	(50, 36.041828027448496)	(55, 36.020997978253774)	(60, 35.97463111513177)	(65, 35.93251375774905)	(70, 35.88750801407205)	(75, 35.83493522632172)	(80, 35.79511585803927)	(85, 35.74749947184735)	(90, 35.69720449190797)	(95, 35.63441394653427)	(100, 35.60331886647669)	(105, 35.5077227229062)	(110, 35.47167323890311)	(115, 35.38273999820863)	(120, 35.3425907538489)	(125, 35.22984725225915)	(130, 35.141020489731545)	(135, 35.05397226136314)	(140, 34.9547685800541)	(145, 34.83579933967555)	(150, 34.7577020260168)
131415H14_R1_001	(1, 36.24205026564338)	(2, 36.35757333945046)	(3, 36.5758504845028)	(4, 36.61284249344868)	(5, 36.620894642523716)	(6, 36.64071220277614)	(7, 36.61040363888654)	(8, 36.6573325295582)	(9, 36.66299104683038)	(10, 36.68282545763455)	(15, 36.69257459985924)	(20, 36.68030235031371)	(25, 36.608121539209954)	(30, 36.56680706711516)	(35, 36.539709485663714)	(40, 36.508388910317805)	(45, 36.47931283054507)	(50, 36.45026528950789)	(55, 36.42102974876961)	(60, 36.386488126449706)	(65, 36.36064128474685)	(70, 36.32845105856644)	(75, 36.30355999389675)	(80, 36.25742833519671)	(85, 36.224832904766586)	(90, 36.1860501057765)	(95, 36.148025467126644)	(100, 36.09905434995068)	(105, 36.04752351011044)	(110, 36.00708441325004)	(115, 35.950444692201096)	(120, 35.902736991717525)	(125, 35.84672909870677)	(130, 35.77981493327327)	(135, 35.65186932881099)	(140, 35.63722450284627)	(145, 35.56482506129792)	(150, 35.46276954377782)
131415H14_R2_001	(1, 35.57404594549081)	(2, 36.05752543142721)	(3, 36.195274060329346)	(4, 36.1759599870691)	(5, 36.22085177197238)	(6, 36.19503774669301)	(7, 36.22067525229512)	(8, 36.2593947290142)	(9, 36.244477775485706)	(10, 36.27389309360518)	(15, 36.26112950320327)	(20, 36.24665937551585)	(25, 36.140037004602625)	(30, 36.083912250569675)	(35, 36.04888075492137)	(40, 36.01874439138909)	(45, 35.980989840335035)	(50, 35.93586029508345)	(55, 35.913352246056775)	(60, 35.8625518292372)	(65, 35.818775854772596)	(70, 35.76936097170751)	(75, 35.714516765934704)	(80, 35.67440572922923)	(85, 35.622729094127244)	(90, 35.573456811067956)	(95, 35.50801598127559)	(100, 35.47439654937337)	(105, 35.37228507844613)	(110, 35.33705667384888)	(115, 35.238008828898096)	(120, 35.19920860691629)	(125, 35.07089395559573)	(130, 34.973246767223216)	(135, 34.878282011833065)	(140, 34.768240852356904)	(145, 34.64350220243684)	(150, 34.563545938933764)
131415H4_R1_001	(1, 35.95180080251715)	(2, 36.002046556207624)	(3, 36.250240107002284)	(4, 36.30245449260333)	(5, 36.318155428284115)	(6, 36.352676137390304)	(7, 36.30989029712382)	(8, 36.360672535294256)	(9, 36.36264259115228)	(10, 36.394281731441545)	(15, 36.3872186869044)	(20, 36.36492909723695)	(25, 36.307256387140875)	(30, 36.26381557032533)	(35, 36.232632810106296)	(40, 36.198209243677674)	(45, 36.16737113766527)	(50, 36.141237076449286)	(55, 36.11053706387926)	(60, 36.0754158515795)	(65, 36.04926157030961)	(70, 36.02236744522221)	(75, 35.99828374068051)	(80, 35.95494545790222)	(85, 35.92345661772215)	(90, 35.88397834225019)	(95, 35.85030564786663)	(100, 35.80478020143455)	(105, 35.75592032179249)	(110, 35.7191827621831)	(115, 35.66953378978214)	(120, 35.62091397786105)	(125, 35.573072525081116)	(130, 35.507785152843574)	(135, 35.38680571268079)	(140, 35.37783572752913)	(145, 35.318297341833805)	(150, 35.22263997894522)
131415H4_R2_001	(1, 35.53813385302505)	(2, 35.87674787095305)	(3, 35.989400233330976)	(4, 35.93732971552476)	(5, 35.96070754476105)	(6, 35.95193489908632)	(7, 35.95973385931006)	(8, 36.00925668960695)	(9, 35.98522575950411)	(10, 36.00984950348425)	(15, 35.98947299213588)	(20, 35.971902983022616)	(25, 35.9268997030333)	(30, 35.87994533023796)	(35, 35.84085197231453)	(40, 35.80727156936687)	(45, 35.76849467149041)	(50, 35.721447791211986)	(55, 35.69856093905897)	(60, 35.64701623103694)	(65, 35.60552368859349)	(70, 35.557560807466594)	(75, 35.50652388892817)	(80, 35.463687267749265)	(85, 35.41870108494976)	(90, 35.3700576060399)	(95, 35.31128224995483)	(100, 35.28468038762795)	(105, 35.182902957489766)	(110, 35.15580715234077)	(115, 35.06316616190183)	(120, 35.0355981364947)	(125, 34.91541516415659)	(130, 34.831041023435226)	(135, 34.747569468995266)	(140, 34.654254480033316)	(145, 34.54500829817656)	(150, 34.4740470354396)
131415H9_R1_001	(1, 36.24248738208704)	(2, 36.36358404191323)	(3, 36.58844554351953)	(4, 36.625376030871756)	(5, 36.63327017266169)	(6, 36.651732003208345)	(7, 36.6209959191771)	(8, 36.6679011707034)	(9, 36.67222635234589)	(10, 36.69732037339636)	(15, 36.70727853056244)	(20, 36.69495215219143)	(25, 36.61473669839455)	(30, 36.572064420685265)	(35, 36.54253600851576)	(40, 36.509575758674686)	(45, 36.47984780642436)	(50, 36.45276707737991)	(55, 36.42146667505728)	(60, 36.38898306874469)	(65, 36.36240197918845)	(70, 36.33508781342128)	(75, 36.30563918315279)	(80, 36.26124128052084)	(85, 36.22897784239022)	(90, 36.187919313619666)	(95, 36.15237347955748)	(100, 36.10161391959521)	(105, 36.05381652935932)	(110, 36.007858357260794)	(115, 35.957068249789884)	(120, 35.90248020384915)	(125, 35.85620897311734)	(130, 35.788659034766994)	(135, 35.668158872643346)	(140, 35.65090902303436)	(145, 35.58731577633763)	(150, 35.48992620174155)
131415H9_R2_001	(1, 35.63768169581337)	(2, 36.04981451774614)	(3, 36.18018929002641)	(4, 36.13313567402907)	(5, 36.160389832713996)	(6, 36.125570792571324)	(7, 36.146513488260965)	(8, 36.19397822636728)	(9, 36.1774889179953)	(10, 36.2089280960284)	(15, 36.19649208153966)	(20, 36.182332052698726)	(25, 36.06313805255367)	(30, 36.00219789537905)	(35, 35.967676682779484)	(40, 35.93444160135501)	(45, 35.895912212177194)	(50, 35.851172985933644)	(55, 35.83070740307779)	(60, 35.77832927313141)	(65, 35.734840628186475)	(70, 35.68483087943547)	(75, 35.629947363144176)	(80, 35.588141508347235)	(85, 35.53870071761047)	(90, 35.4846767979726)	(95, 35.421646664305925)	(100, 35.38917330804773)	(105, 35.28567428505603)	(110, 35.252940731007)	(115, 35.15665671170575)	(120, 35.11693343117638)	(125, 34.99609551856103)	(130, 34.90647331999369)	(135, 34.8184688487941)	(140, 34.71719570884299)	(145, 34.6010103929792)	(150, 34.52084040846627)
131415L14_R1_001	(1, 36.18232780324863)	(2, 36.31256333447738)	(3, 36.53315407318743)	(4, 36.57482513056028)	(5, 36.58377921376137)	(6, 36.599245498974895)	(7, 36.56729028962577)	(8, 36.61439207332907)	(9, 36.61490406728559)	(10, 36.637898230564865)	(15, 36.64888548182196)	(20, 36.631138011374595)	(25, 36.55479376652027)	(30, 36.51123429819912)	(35, 36.481990872000736)	(40, 36.451058177051436)	(45, 36.41646865814052)	(50, 36.391375371523786)	(55, 36.35488373384097)	(60, 36.32302898281152)	(65, 36.295201862230144)	(70, 36.26567019816937)	(75, 36.240480437944726)	(80, 36.19198158731098)	(85, 36.16299996912886)	(90, 36.116422527837855)	(95, 36.08628557152986)	(100, 36.02652447264182)	(105, 35.98180775685371)	(110, 35.929851961212364)	(115, 35.8802933328975)	(120, 35.818609340776646)	(125, 35.7704245767476)	(130, 35.69246309926005)	(135, 35.56511865283535)	(140, 35.54484603732606)	(145, 35.46971688052065)	(150, 35.370419118522605)
131415L14_R2_001	(1, 35.56613752495957)	(2, 35.97076995994275)	(3, 36.088051286561225)	(4, 36.04348327108518)	(5, 36.07301558888774)	(6, 36.03314211386366)	(7, 36.051361118915366)	(8, 36.101768968174966)	(9, 36.080722062980755)	(10, 36.108580065078435)	(15, 36.09448737435251)	(20, 36.080635986980155)	(25, 35.96637136735541)	(30, 35.90545442187565)	(35, 35.87106396214732)	(40, 35.83985317789843)	(45, 35.80067363420501)	(50, 35.75694232518828)	(55, 35.73102638237201)	(60, 35.68099173665206)	(65, 35.63528477847882)	(70, 35.58492241096854)	(75, 35.52789400459124)	(80, 35.48813923039546)	(85, 35.439383822433356)	(90, 35.38652171239876)	(95, 35.32465827334863)	(100, 35.29288093364703)	(105, 35.19015851940977)	(110, 35.15607630411756)	(115, 35.063866597245514)	(120, 35.031663401849094)	(125, 34.911378308173354)	(130, 34.82115486597904)	(135, 34.73978356477608)	(140, 34.64193921602352)	(145, 34.527914685660456)	(150, 34.45657704437635)
131415L4_R1_001	(1, 36.009828820308954)	(2, 36.02397131410029)	(3, 36.259080807108006)	(4, 36.308739389748375)	(5, 36.31371695224683)	(6, 36.339759873737414)	(7, 36.29843334822676)	(8, 36.333726772436314)	(9, 36.32951387956953)	(10, 36.37030485215247)	(15, 36.351837833200975)	(20, 36.31139728244939)	(25, 36.24086038753436)	(30, 36.17688654734032)	(35, 36.13059956309103)	(40, 36.079356856528925)	(45, 36.009174983040964)	(50, 35.96830714353002)	(55, 35.900961736521054)	(60, 35.858615490112186)	(65, 35.811713054694664)	(70, 35.785623189961726)	(75, 35.784303737513596)	(80, 35.71852615059623)	(85, 35.673117162859896)	(90, 35.601614258115205)	(95, 35.556986222789895)	(100, 35.50404320251851)	(105, 35.43391260873387)	(110, 35.384316041695286)	(115, 35.33024939386906)	(120, 35.25713769368692)	(125, 35.193583816580336)	(130, 35.11258038898686)	(135, 34.96379687680083)	(140, 34.93647218376069)	(145, 34.86317628924195)	(150, 34.74403081413371)
131415L4_R2_001	(1, 35.739757505524516)	(2, 36.01319794523324)	(3, 36.10610667378183)	(4, 36.05309491218404)	(5, 36.074841158698156)	(6, 36.046338348155714)	(7, 36.04661521855711)	(8, 36.06225868568394)	(9, 36.035733438166226)	(10, 36.0645769871806)	(15, 36.02862702067766)	(20, 35.991484337955555)	(25, 35.93310681640087)	(30, 35.86186083644227)	(35, 35.80125920511197)	(40, 35.73580727378173)	(45, 35.68323610503708)	(50, 35.61275003723357)	(55, 35.56695362039231)	(60, 35.497677267313875)	(65, 35.427331513493286)	(70, 35.38199057240759)	(75, 35.31104144004185)	(80, 35.23689951462161)	(85, 35.18131321089147)	(90, 35.09545924121406)	(95, 35.0197729673234)	(100, 35.001865330784085)	(105, 34.8549830304389)	(110, 34.812975754236334)	(115, 34.70967226564823)	(120, 34.64132250481142)	(125, 34.48960732398784)	(130, 34.38911828276146)	(135, 34.27728986978513)	(140, 34.138610227416855)	(145, 33.99256734802783)	(150, 33.90006457327172)
131415L9_R1_001	(1, 36.17071356539526)	(2, 36.28702118090355)	(3, 36.50978951980464)	(4, 36.54894583691068)	(5, 36.55260729943713)	(6, 36.56955866647885)	(7, 36.53328459537387)	(8, 36.58745960486596)	(9, 36.59520585154036)	(10, 36.618565493213744)	(15, 36.61907080489465)	(20, 36.60506810513095)	(25, 36.529425112860714)	(30, 36.48973253308547)	(35, 36.455273334230974)	(40, 36.42276274160247)	(45, 36.379004491417525)	(50, 36.35466964484415)	(55, 36.307999286033464)	(60, 36.26940843083776)	(65, 36.238406610782825)	(70, 36.20481215310353)	(75, 36.20025672943)	(80, 36.15584538851523)	(85, 36.122180270123565)	(90, 36.08237462491621)	(95, 36.044494522991464)	(100, 35.99598618752547)	(105, 35.94511443417893)	(110, 35.90047440215408)	(115, 35.84441284389311)	(120, 35.78786283840465)	(125, 35.73806804677393)	(130, 35.666426096845086)	(135, 35.541438594887325)	(140, 35.526610925864716)	(145, 35.46096141274158)	(150, 35.36019694613461)
131415L9_R2_001	(1, 35.2740713122794)	(2, 35.775530341452836)	(3, 35.94043385905442)	(4, 35.89070305283922)	(5, 35.90236175942168)	(6, 35.87205990228983)	(7, 35.86758408464111)	(8, 35.91827912919716)	(9, 35.906427937734406)	(10, 35.93046267581349)	(15, 35.9097668922067)	(20, 35.89384736643473)	(25, 35.77323290950381)	(30, 35.712456611866)	(35, 35.67236743238748)	(40, 35.633960261874805)	(45, 35.58832696847922)	(50, 35.539183349985294)	(55, 35.51382997127446)	(60, 35.460430436409965)	(65, 35.41107548879706)	(70, 35.36138071260037)	(75, 35.29904401249193)	(80, 35.25305380838644)	(85, 35.211917509086014)	(90, 35.165085637114075)	(95, 35.102362422805214)	(100, 35.072206945397625)	(105, 34.96155015526803)	(110, 34.92735004914739)	(115, 34.82386103524526)	(120, 34.78825271098422)	(125, 34.65805612452787)	(130, 34.5593527802145)	(135, 34.468623606648386)	(140, 34.36236701880931)	(145, 34.24135090387562)	(150, 34.161266050901624)
131415M14_R1_001	(1, 36.20509355075329)	(2, 36.332399432360305)	(3, 36.55026080394317)	(4, 36.586281387840906)	(5, 36.592274491833095)	(6, 36.60703698988073)	(7, 36.57289968932397)	(8, 36.62353477875609)	(9, 36.627586299326325)	(10, 36.64851900783675)	(15, 36.6556277516633)	(20, 36.63740178549797)	(25, 36.56170370259639)	(30, 36.516985004353174)	(35, 36.48581680166065)	(40, 36.44981449646205)	(45, 36.40911431815967)	(50, 36.38152901885242)	(55, 36.343698049911254)	(60, 36.30415785249513)	(65, 36.271140779489095)	(70, 36.23559515310343)	(75, 36.214175816755265)	(80, 36.16431492765584)	(85, 36.12681375881911)	(90, 36.08256755412346)	(95, 36.041886087518165)	(100, 35.98542578389382)	(105, 35.93124688460553)	(110, 35.88175819848111)	(115, 35.82390288886953)	(120, 35.765222666617866)	(125, 35.70869787722755)	(130, 35.633167519174336)	(135, 35.50269384519189)	(140, 35.487376955127495)	(145, 35.41900693982308)	(150, 35.316479025630905)
131415M14_R2_001	(1, 35.28294854077114)	(2, 35.8001314973533)	(3, 35.98614097279175)	(4, 35.990542809321624)	(5, 36.05651071695697)	(6, 36.04967960729148)	(7, 36.06095214187075)	(8, 36.10692384339289)	(9, 36.09305141386717)	(10, 36.12726670560211)	(15, 36.11232024528303)	(20, 36.09495790383631)	(25, 35.97433708787229)	(30, 35.90809686576497)	(35, 35.87134818550663)	(40, 35.838164284576564)	(45, 35.79688754888624)	(50, 35.74573626404215)	(55, 35.71882553430143)	(60, 35.664725914875696)	(65, 35.61704255184249)	(70, 35.5660111455734)	(75, 35.50642445242512)	(80, 35.45792749655535)	(85, 35.40449027120621)	(90, 35.35326019104488)	(95, 35.287517256772425)	(100, 35.25336988385861)	(105, 35.14253565660788)	(110, 35.10743436859362)	(115, 35.00565050982931)	(120, 34.96966488536122)	(125, 34.84111812441783)	(130, 34.74276377436065)	(135, 34.651734605247626)	(140, 34.54715010544016)	(145, 34.427020896790296)	(150, 34.34651434073743)
131415M4_R1_001	(1, 36.27821687458432)	(2, 36.4297036267296)	(3, 36.643976710001375)	(4, 36.68008881636667)	(5, 36.6863027048382)	(6, 36.70211596876875)	(7, 36.674530569830594)	(8, 36.718691101236786)	(9, 36.720486026105895)	(10, 36.74701279447412)	(15, 36.7632295618862)	(20, 36.74877429631443)	(25, 36.66387230112458)	(30, 36.61754111158626)	(35, 36.590119108284945)	(40, 36.5585067859991)	(45, 36.5251457489921)	(50, 36.49805129347437)	(55, 36.46212084405494)	(60, 36.4279861600712)	(65, 36.401713925771666)	(70, 36.370753399829155)	(75, 36.34440817282889)	(80, 36.296659514845985)	(85, 36.2656210368599)	(90, 36.22138764934505)	(95, 36.185112620161625)	(100, 36.133130543142606)	(105, 36.085625849103586)	(110, 36.03825930218263)	(115, 35.98893669377844)	(120, 35.93381366109826)	(125, 35.885744001244035)	(130, 35.815624041885435)	(135, 35.69678818457582)	(140, 35.680051169490795)	(145, 35.61643499951142)	(150, 35.5220263643709)
131415M4_R2_001	(1, 35.602246992085014)	(2, 36.10102212896603)	(3, 36.226160270830555)	(4, 36.18191715375749)	(5, 36.209443187680655)	(6, 36.184008325812016)	(7, 36.19682286845448)	(8, 36.2440280370984)	(9, 36.23348460029483)	(10, 36.26935846907608)	(15, 36.25993413110107)	(20, 36.24457535101536)	(25, 36.1076160586043)	(30, 36.04297835856259)	(35, 36.008456162876584)	(40, 35.97694033763459)	(45, 35.941562854942376)	(50, 35.896782563286784)	(55, 35.87154883849459)	(60, 35.822872331595114)	(65, 35.77681817178869)	(70, 35.72673064779315)	(75, 35.67222657682411)	(80, 35.62924142017927)	(85, 35.57962589533475)	(90, 35.52419319792506)	(95, 35.45855123095722)	(100, 35.4294224467002)	(105, 35.32744068489366)	(110, 35.29172161695591)	(115, 35.2042477822176)	(120, 35.165830527066774)	(125, 35.05109903030137)	(130, 34.96478342276612)	(135, 34.88423813671606)	(140, 34.78685094337838)	(145, 34.67516444109152)	(150, 34.60431037290686)
131415M9_R1_001	(1, 36.22181773980874)	(2, 36.3437069314047)	(3, 36.57109521531986)	(4, 36.61165298319139)	(5, 36.623972391705884)	(6, 36.64306227985107)	(7, 36.61861350766442)	(8, 36.66410789642662)	(9, 36.66740313447152)	(10, 36.6911132685229)	(15, 36.70246431506433)	(20, 36.68894774031081)	(25, 36.61538186805201)	(30, 36.574054101475284)	(35, 36.54761148619189)	(40, 36.51597563663172)	(45, 36.48797888155757)	(50, 36.46130155349503)	(55, 36.4311190396288)	(60, 36.39851464840912)	(65, 36.37389924346721)	(70, 36.34534246915602)	(75, 36.31900825764923)	(80, 36.27594314509416)	(85, 36.24399410205662)	(90, 36.20760545084123)	(95, 36.17096799731527)	(100, 36.12426114782646)	(105, 36.07425394451388)	(110, 36.03543992791403)	(115, 35.98196341266843)	(120, 35.93266023142557)	(125, 35.88423173209808)	(130, 35.81735412763552)	(135, 35.69791664134321)	(140, 35.68365210589873)	(145, 35.62060927446312)	(150, 35.521861762988294)
131415M9_R2_001	(1, 35.53289255543195)	(2, 35.96729521690532)	(3, 36.105051673065795)	(4, 36.07217016306545)	(5, 36.10810375306854)	(6, 36.071204348412024)	(7, 36.08407639844941)	(8, 36.132932033601364)	(9, 36.11384838163288)	(10, 36.15183009060953)	(15, 36.13894858060919)	(20, 36.12548853309798)	(25, 36.023634676313364)	(30, 35.96673621236824)	(35, 35.93324430750694)	(40, 35.9012222483531)	(45, 35.860233898905236)	(50, 35.81898648387975)	(55, 35.79376200530074)	(60, 35.74509071787378)	(65, 35.697628012060136)	(70, 35.651363677441694)	(75, 35.59351261108189)	(80, 35.55465743571585)	(85, 35.503804067784074)	(90, 35.45257362255804)	(95, 35.38936090287155)	(100, 35.36023642508529)	(105, 35.25647577800268)	(110, 35.2236856544154)	(115, 35.130572866817985)	(120, 35.09516624431543)	(125, 34.97698180674723)	(130, 34.88576162478827)	(135, 34.802275940248975)	(140, 34.70069825096384)	(145, 34.58607079117528)	(150, 34.51118563988194)
13M14_R1_001	(1, 36.012124247838535)	(2, 36.05912523914358)	(3, 36.292665477694385)	(4, 36.34072278211041)	(5, 36.354264336029004)	(6, 36.381504886113426)	(7, 36.335201495934875)	(8, 36.38454918593017)	(9, 36.38911539126408)	(10, 36.41313894927313)	(15, 36.40064433470495)	(20, 36.37820234625335)	(25, 36.316067282746125)	(30, 36.270216331295856)	(35, 36.233999020588655)	(40, 36.196926840297024)	(45, 36.16249576863778)	(50, 36.13107031781338)	(55, 36.09712389021273)	(60, 36.05758403215189)	(65, 36.02699475769997)	(70, 35.99277379730878)	(75, 35.96661475978435)	(80, 35.91720284377955)	(85, 35.87993733374948)	(90, 35.83530726301887)	(95, 35.79401534809373)	(100, 35.74077310497564)	(105, 35.68300887503957)	(110, 35.63733943565508)	(115, 35.575817848389576)	(120, 35.52137175590358)	(125, 35.46358192463073)	(130, 35.386745708938435)	(135, 35.24860760824589)	(140, 35.23780571235665)	(145, 35.16890651933099)	(150, 35.0589151170137)
13M14_R2_001	(1, 35.639936260600535)	(2, 35.976578469862304)	(3, 36.09011643394559)	(4, 36.039979957748564)	(5, 36.066705168238634)	(6, 36.06162275436386)	(7, 36.06547897608339)	(8, 36.10313146058342)	(9, 36.08128739423088)	(10, 36.1012261758625)	(15, 36.07587216297787)	(20, 36.05373481631367)	(25, 36.002185248427196)	(30, 35.95094314640429)	(35, 35.90844262462907)	(40, 35.86983454878133)	(45, 35.82401821398796)	(50, 35.77498715724201)	(55, 35.746643425243796)	(60, 35.69214011262959)	(65, 35.644788848983126)	(70, 35.5915586733598)	(75, 35.533015650106954)	(80, 35.488298413178754)	(85, 35.43490802554116)	(90, 35.38339691939994)	(95, 35.317335738287646)	(100, 35.285110563397225)	(105, 35.174707986449434)	(110, 35.13920433065566)	(115, 35.0369610528938)	(120, 35.00126416511809)	(125, 34.869848136932504)	(130, 34.76799713421438)	(135, 34.67638665534936)	(140, 34.56642522082511)	(145, 34.44480894337135)	(150, 34.365762236355515)
456C4_R1_001	(1, 36.45323817770811)	(2, 36.63921595666799)	(3, 36.849345073194215)	(4, 36.88338282833971)	(5, 36.887410547207246)	(6, 36.90193062504105)	(7, 36.88758687495493)	(8, 36.932597977467175)	(9, 36.93878874017074)	(10, 36.954386377618114)	(15, 36.985004060842066)	(20, 36.97934907241777)	(25, 36.89206527735378)	(30, 36.849141550102374)	(35, 36.827345516535516)	(40, 36.797733676254666)	(45, 36.77067669036093)	(50, 36.74304226879265)	(55, 36.71165208179839)	(60, 36.68011048485555)	(65, 36.65643453022487)	(70, 36.6269885347445)	(75, 36.601653019335785)	(80, 36.56234135377591)	(85, 36.532169414202414)	(90, 36.49615205639701)	(95, 36.46033909526238)	(100, 36.41596052629595)	(105, 36.36957851844445)	(110, 36.3309584466061)	(115, 36.282517652404294)	(120, 36.23475737619112)	(125, 36.18480083934296)	(130, 36.124758417726)	(135, 36.01247794148197)	(140, 35.990458074113086)	(145, 35.922995993028636)	(150, 35.826880106959344)
456C4_R2_001	(1, 35.7894690371647)	(2, 36.27637395896561)	(3, 36.42522572525641)	(4, 36.41217154407104)	(5, 36.446105769713256)	(6, 36.41646040064098)	(7, 36.44757177035918)	(8, 36.49413716738807)	(9, 36.48834528706506)	(10, 36.52145320063461)	(15, 36.52065633025194)	(20, 36.5169645752823)	(25, 36.35810719988677)	(30, 36.298185810551)	(35, 36.270478486740814)	(40, 36.24780280078765)	(45, 36.218466522661345)	(50, 36.18042422968928)	(55, 36.16011782499853)	(60, 36.1156164037948)	(65, 36.078644005821154)	(70, 36.03384123108488)	(75, 35.98656446001148)	(80, 35.95155703225061)	(85, 35.905168420558375)	(90, 35.85768257292707)	(95, 35.79848661809672)	(100, 35.768157507113564)	(105, 35.677447462676994)	(110, 35.64506076131468)	(115, 35.56046449023835)	(120, 35.51646593850743)	(125, 35.402595943796214)	(130, 35.31271591374302)	(135, 35.22201404350933)	(140, 35.114196141245856)	(145, 34.99160051776192)	(150, 34.91119092571964)
