Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
101112M4_R1_001	(1, 36.26443508770943)	(2, 36.44817065208099)	(3, 36.667746475727846)	(4, 36.700927947618915)	(5, 36.70840315781966)	(6, 36.72351012061443)	(7, 36.704575790932466)	(8, 36.75002385987255)	(9, 36.75537485198092)	(10, 36.773541004617165)	(15, 36.79236090424293)	(20, 36.77880117510075)	(25, 36.6817823316684)	(30, 36.63218431577159)	(35, 36.60457928947922)	(40, 36.5696326250137)	(45, 36.5367117434859)	(50, 36.50685462640631)	(55, 36.47174487667028)	(60, 36.436450033803965)	(65, 36.40765267898649)	(70, 36.376125343791706)	(75, 36.3487196968128)	(80, 36.30060337764952)	(85, 36.26692530678389)	(90, 36.225390365088764)	(95, 36.18756656498892)	(100, 36.136287678523885)	(105, 36.08516029481448)	(110, 36.04152422435407)	(115, 35.98860734749972)	(120, 35.93604987467687)	(125, 35.88284279688427)	(130, 35.8157673067349)	(135, 35.69699939865011)	(140, 35.677882636247446)	(145, 35.60982842899624)	(150, 35.51322226267511)
101112M4_R2_001	(1, 35.48883517481081)	(2, 36.029163874903865)	(3, 36.17957862032132)	(4, 36.18089130534348)	(5, 36.21271818535409)	(6, 36.17873886095429)	(7, 36.18955099261666)	(8, 36.23700334492432)	(9, 36.22271051072131)	(10, 36.25765143259541)	(15, 36.24727490515126)	(20, 36.23553692932389)	(25, 36.085014437318236)	(30, 36.01868964770283)	(35, 35.98812924161618)	(40, 35.95835757126883)	(45, 35.92293553703206)	(50, 35.880265790058104)	(55, 35.85746146204755)	(60, 35.80835368609752)	(65, 35.76650288024485)	(70, 35.71855013301237)	(75, 35.665627600083994)	(80, 35.62501428483135)	(85, 35.57679801645917)	(90, 35.525865242792385)	(95, 35.462987738377706)	(100, 35.431852727079345)	(105, 35.332198758767525)	(110, 35.29962547164817)	(115, 35.20933437146986)	(120, 35.171754690986134)	(125, 35.05537784223804)	(130, 34.96903870479582)	(135, 34.882811488405615)	(140, 34.78578239266316)	(145, 34.67102763673491)	(150, 34.598364940387086)
101112M9_R1_001	(1, 36.3523466884486)	(2, 36.50962573829497)	(3, 36.72745752675933)	(4, 36.76088978180495)	(5, 36.767985012397574)	(6, 36.78213395361741)	(7, 36.762225156510276)	(8, 36.80900621199726)	(9, 36.81187998298787)	(10, 36.82833071952258)	(15, 36.84617543232598)	(20, 36.835490150822196)	(25, 36.75241813015335)	(30, 36.71029381506176)	(35, 36.68354227506046)	(40, 36.652818479447305)	(45, 36.62290697012342)	(50, 36.59508020510126)	(55, 36.56493384748627)	(60, 36.53056258869039)	(65, 36.50366624978305)	(70, 36.47175716177305)	(75, 36.44240133587989)	(80, 36.39738952558099)	(85, 36.36610714171822)	(90, 36.32554971329122)	(95, 36.28674740589676)	(100, 36.23675094746035)	(105, 36.18769645021661)	(110, 36.14284913054877)	(115, 36.08652909191889)	(120, 36.0319207072855)	(125, 35.9771232463077)	(130, 35.90249061906637)	(135, 35.77033682111568)	(140, 35.73336266568913)	(145, 35.64427320747679)	(150, 35.52862383258645)
101112M9_R2_001	(1, 35.77780514201354)	(2, 36.24086579178995)	(3, 36.36461765374201)	(4, 36.33520394196551)	(5, 36.3587125042875)	(6, 36.3372045833411)	(7, 36.353560029187115)	(8, 36.40120789946548)	(9, 36.389004818526175)	(10, 36.41858941995503)	(15, 36.40939256343214)	(20, 36.39784576106412)	(25, 36.27399776644688)	(30, 36.216311052635845)	(35, 36.18613334192149)	(40, 36.15618642748641)	(45, 36.11987265526652)	(50, 36.07893794770126)	(55, 36.05890646409554)	(60, 36.011107164346335)	(65, 35.9680751459803)	(70, 35.91990035629287)	(75, 35.86657217585563)	(80, 35.82905212497499)	(85, 35.78038244255905)	(90, 35.73007127436193)	(95, 35.66620664228934)	(100, 35.63298254488024)	(105, 35.53299220656041)	(110, 35.49329774088237)	(115, 35.39236247340275)	(120, 35.34616145551633)	(125, 35.22096109931818)	(130, 35.11709964781177)	(135, 35.018468501607074)	(140, 34.90487560165797)	(145, 34.77316543059256)	(150, 34.68906255706364)
123C14_R1_001	(1, 36.674921880230805)	(2, 36.898295996850614)	(3, 37.09439092942588)	(4, 37.112841854305046)	(5, 37.11630704199159)	(6, 37.11924497845605)	(7, 37.11432582382728)	(8, 37.15345674394574)	(9, 37.15964654092865)	(10, 37.16856158696882)	(15, 37.21111010979952)	(20, 37.20939354306976)	(25, 37.106942938953466)	(30, 37.060825576140545)	(35, 37.041963075427695)	(40, 37.01341570879937)	(45, 36.98310855848964)	(50, 36.95695632429568)	(55, 36.92366654250158)	(60, 36.89395259393813)	(65, 36.86830578188322)	(70, 36.83770998910531)	(75, 36.80764043275633)	(80, 36.76644013983408)	(85, 36.73392483272735)	(90, 36.69868218079489)	(95, 36.659831542131506)	(100, 36.61454649721533)	(105, 36.56588240069615)	(110, 36.52524032121733)	(115, 36.47641871115314)	(120, 36.42672842712467)	(125, 36.37728992210028)	(130, 36.31489272919462)	(135, 36.20660725199862)	(140, 36.18326051273306)	(145, 36.11948349896706)	(150, 36.02866156394846)
123C14_R2_001	(1, 35.93754279090397)	(2, 36.47004920754031)	(3, 36.63115054268821)	(4, 36.606801187793316)	(5, 36.63723913611542)	(6, 36.59190854684158)	(7, 36.63831597503918)	(8, 36.689292950596005)	(9, 36.69010009721057)	(10, 36.72234898802511)	(15, 36.72908276928667)	(20, 36.72294483705786)	(25, 36.52142786469763)	(30, 36.452692031127235)	(35, 36.42766910728095)	(40, 36.403634117654455)	(45, 36.37282314460791)	(50, 36.33641266430963)	(55, 36.31511884055029)	(60, 36.271282975399984)	(65, 36.230922181139036)	(70, 36.18523859827505)	(75, 36.13561166160575)	(80, 36.09946509370788)	(85, 36.05108038518459)	(90, 36.00022067338806)	(95, 35.93860854431563)	(100, 35.907153894594096)	(105, 35.81641063913547)	(110, 35.780582076524894)	(115, 35.699649852242814)	(120, 35.654538028104696)	(125, 35.545039553217464)	(130, 35.46024696756093)	(135, 35.37164387775846)	(140, 35.27043578857756)	(145, 35.15034278499169)	(150, 35.07202224117729)
123C4_R1_001	(1, 36.38830984683214)	(2, 36.53466442024928)	(3, 36.749520345231666)	(4, 36.78367722303723)	(5, 36.790109644535875)	(6, 36.80550199855933)	(7, 36.78161319060284)	(8, 36.82243115559691)	(9, 36.8294904867389)	(10, 36.846515497889996)	(15, 36.86292686889688)	(20, 36.850120710577436)	(25, 36.76775601800137)	(30, 36.72164551539949)	(35, 36.69293191967947)	(40, 36.65856625923546)	(45, 36.626035700569936)	(50, 36.595963698169136)	(55, 36.56305970696982)	(60, 36.52863114358864)	(65, 36.499671277835276)	(70, 36.467677201204026)	(75, 36.43923345749465)	(80, 36.39271571269266)	(85, 36.35836385167986)	(90, 36.31781041817841)	(95, 36.27967747062149)	(100, 36.227335316586455)	(105, 36.17518403348577)	(110, 36.13263454723637)	(115, 36.07635134136141)	(120, 36.02452497021384)	(125, 35.969335809105324)	(130, 35.8972047831881)	(135, 35.77024067872004)	(140, 35.74141786399961)	(145, 35.65898269045773)	(150, 35.54833730367275)
123C4_R2_001	(1, 35.84374894510397)	(2, 36.29711510808256)	(3, 36.4084792735352)	(4, 36.39428774559106)	(5, 36.41299344691297)	(6, 36.38781812286083)	(7, 36.40788278199289)	(8, 36.44590482536539)	(9, 36.4320071977494)	(10, 36.46194678072359)	(15, 36.45297773336711)	(20, 36.439007473261086)	(25, 36.313623382468464)	(30, 36.25328643999741)	(35, 36.21922367812816)	(40, 36.188625442579394)	(45, 36.15040141029763)	(50, 36.10650447636273)	(55, 36.08175692407923)	(60, 36.031408035349436)	(65, 35.98790395065951)	(70, 35.937260345506175)	(75, 35.88376497448933)	(80, 35.84204104822048)	(85, 35.79341262636296)	(90, 35.739652003145885)	(95, 35.67490261305796)	(100, 35.64154087713191)	(105, 35.54008486226244)	(110, 35.49912369902338)	(115, 35.400890953598456)	(120, 35.35283319439397)	(125, 35.22336021131147)	(130, 35.118972792386444)	(135, 35.015973011195406)	(140, 34.896936150021226)	(145, 34.760744730501195)	(150, 34.67712250911391)
123C9_R1_001	(1, 36.357256876772595)	(2, 36.51412601105848)	(3, 36.72137489517015)	(4, 36.75198397793028)	(5, 36.756552367678154)	(6, 36.76692146062269)	(7, 36.7401695914031)	(8, 36.78855429956598)	(9, 36.7912713318083)	(10, 36.812235317586875)	(15, 36.829947852152834)	(20, 36.8223443616305)	(25, 36.74320955339531)	(30, 36.702261846921516)	(35, 36.678976760911816)	(40, 36.649066244591175)	(45, 36.620480709338814)	(50, 36.59148476341593)	(55, 36.563245708046075)	(60, 36.52877256614288)	(65, 36.50382278078979)	(70, 36.47005209010052)	(75, 36.44302217602491)	(80, 36.39701979003844)	(85, 36.362433212721584)	(90, 36.32341966194588)	(95, 36.28350558895674)	(100, 36.23187596020206)	(105, 36.181845063121024)	(110, 36.13784427041705)	(115, 36.078486890854904)	(120, 36.029039948867975)	(125, 35.97119135270208)	(130, 35.90825548691579)	(135, 35.77432294287413)	(140, 35.75909415459565)	(145, 35.68342243378494)	(150, 35.582910142279864)
123C9_R2_001	(1, 35.56986832452041)	(2, 36.112653576551715)	(3, 36.2582714591134)	(4, 36.228218424067755)	(5, 36.26574665758469)	(6, 36.25328377621074)	(7, 36.28244966526631)	(8, 36.33569433124789)	(9, 36.32491675952065)	(10, 36.35649473652436)	(15, 36.3507269804147)	(20, 36.34267042019873)	(25, 36.202126798512765)	(30, 36.142918069319606)	(35, 36.109580331492005)	(40, 36.083355059196876)	(45, 36.045490015735965)	(50, 36.004606891012386)	(55, 35.983739058650904)	(60, 35.933414189138645)	(65, 35.88996080315086)	(70, 35.841568167948246)	(75, 35.78574336077612)	(80, 35.74613104026648)	(85, 35.69463422880009)	(90, 35.63890735994142)	(95, 35.57501854848553)	(100, 35.54285169217362)	(105, 35.44229119796732)	(110, 35.40323867345452)	(115, 35.30982604872504)	(120, 35.26566275695618)	(125, 35.148187975835654)	(130, 35.05779208844687)	(135, 34.96882653300943)	(140, 34.87410636669908)	(145, 34.75084292518266)	(150, 34.67404852555749)
123H14_R1_001	(1, 36.00565648338027)	(2, 36.07645955812211)	(3, 36.298736045666445)	(4, 36.34481545737755)	(5, 36.35290974091681)	(6, 36.37223049521995)	(7, 36.32634885776096)	(8, 36.37836493752263)	(9, 36.376220008830224)	(10, 36.401609556641084)	(15, 36.393114703636705)	(20, 36.36867661178893)	(25, 36.309391771870764)	(30, 36.2683544800545)	(35, 36.234543039069365)	(40, 36.203509941959524)	(45, 36.167367753722615)	(50, 36.142792805747895)	(55, 36.10492527772661)	(60, 36.07141887893124)	(65, 36.040487469719004)	(70, 36.01213174893884)	(75, 35.983068040417336)	(80, 35.931879924633975)	(85, 35.900284866958245)	(90, 35.85246331083344)	(95, 35.819835666207595)	(100, 35.75783871179131)	(105, 35.71112275620434)	(110, 35.65559886328456)	(115, 35.60374418537516)	(120, 35.540738254351666)	(125, 35.48925606293124)	(130, 35.39939204442185)	(135, 35.258675099587315)	(140, 35.23553825372807)	(145, 35.15171112895984)	(150, 35.03171623808321)
123H14_R2_001	(1, 35.577802396374544)	(2, 35.88151069854414)	(3, 35.98395190155992)	(4, 35.9181465106714)	(5, 35.93216896855863)	(6, 35.896299954999506)	(7, 35.89451767515318)	(8, 35.95716819310508)	(9, 35.929990978935244)	(10, 35.94782737807411)	(15, 35.91882165251219)	(20, 35.89948898552238)	(25, 35.846551199259736)	(30, 35.79699585265404)	(35, 35.75708725564545)	(40, 35.717728190443005)	(45, 35.671183538860326)	(50, 35.61900560568243)	(55, 35.59410620902024)	(60, 35.53754100966578)	(65, 35.489420249427795)	(70, 35.43498643184769)	(75, 35.37388433738126)	(80, 35.330492279412496)	(85, 35.27828404844485)	(90, 35.22497813005977)	(95, 35.15994402112416)	(100, 35.126445040879176)	(105, 35.01158494801935)	(110, 34.97931451196932)	(115, 34.872412115309864)	(120, 34.84528178852863)	(125, 34.710514639353356)	(130, 34.61144519973291)	(135, 34.52232972370685)	(140, 34.42078864888684)	(145, 34.302622011365756)	(150, 34.22817563278219)
123H4_R1_001	(1, 36.40806136062727)	(2, 36.56724685171198)	(3, 36.78255647352687)	(4, 36.81508230568614)	(5, 36.82075293599393)	(6, 36.8363911336346)	(7, 36.817072262735856)	(8, 36.861805004827616)	(9, 36.863295427129756)	(10, 36.88654901508799)	(15, 36.90836548335987)	(20, 36.899271572736446)	(25, 36.81164157056387)	(30, 36.76545097029361)	(35, 36.73921070128013)	(40, 36.70566381747857)	(45, 36.672785507317684)	(50, 36.64346925409448)	(55, 36.610213396465916)	(60, 36.576207996712384)	(65, 36.546478719127016)	(70, 36.516535816526854)	(75, 36.49120531385406)	(80, 36.44497630209994)	(85, 36.412860777898544)	(90, 36.371861804404816)	(95, 36.33526963503472)	(100, 36.28886296607675)	(105, 36.236574223647025)	(110, 36.19696239454638)	(115, 36.144375338561886)	(120, 36.09218878311579)	(125, 36.036656206691966)	(130, 35.96956050815088)	(135, 35.84743033882125)	(140, 35.81848490205589)	(145, 35.737736970136844)	(150, 35.63304869089223)
123H4_R2_001	(1, 35.73091975539925)	(2, 36.1590808713374)	(3, 36.29848853920123)	(4, 36.26554308258103)	(5, 36.30255534550999)	(6, 36.26346230599051)	(7, 36.28213082170302)	(8, 36.33273732441487)	(9, 36.321835706741574)	(10, 36.35331511233341)	(15, 36.342471368253385)	(20, 36.331127369415)	(25, 36.17595135650848)	(30, 36.11225542884033)	(35, 36.07721578815625)	(40, 36.044732709364)	(45, 36.007488330234466)	(50, 35.962230743925495)	(55, 35.938672100493434)	(60, 35.88784013622604)	(65, 35.84221454804678)	(70, 35.792585601780914)	(75, 35.7388646488292)	(80, 35.696327852324046)	(85, 35.64663940698604)	(90, 35.58861808059419)	(95, 35.52137404892441)	(100, 35.49037230502559)	(105, 35.38569168407738)	(110, 35.34692858404045)	(115, 35.25051262857988)	(120, 35.20183083466867)	(125, 35.07192513807979)	(130, 34.97080305038019)	(135, 34.87189801767398)	(140, 34.7549154017341)	(145, 34.62018666933871)	(150, 34.53530073731831)
123H9_R1_001	(1, 36.49623995984806)	(2, 36.65232099878311)	(3, 36.86925097204546)	(4, 36.90178377324266)	(5, 36.909753833964004)	(6, 36.9211689275253)	(7, 36.90435338581231)	(8, 36.942711024026266)	(9, 36.94324765838609)	(10, 36.96144484965278)	(15, 36.98899199604492)	(20, 36.97478601494704)	(25, 36.88369127086861)	(30, 36.83294149881472)	(35, 36.79914578866307)	(40, 36.760890768895834)	(45, 36.71278657480823)	(50, 36.67880824502015)	(55, 36.62927861722799)	(60, 36.592763833534676)	(65, 36.55223680940709)	(70, 36.52015200226047)	(75, 36.51038566679683)	(80, 36.46075059340084)	(85, 36.427545422772184)	(90, 36.381627798248395)	(95, 36.34956464145)	(100, 36.29820816568107)	(105, 36.25119436090406)	(110, 36.20350910105494)	(115, 36.15331534357553)	(120, 36.0944070476718)	(125, 36.04637415259512)	(130, 35.974285828843385)	(135, 35.85425219933644)	(140, 35.818832870714786)	(145, 35.73456048768356)	(150, 35.62914277705759)
123H9_R2_001	(1, 35.97785048511231)	(2, 36.4610359681124)	(3, 36.60385606365034)	(4, 36.57981471821152)	(5, 36.60925992751232)	(6, 36.579998641072805)	(7, 36.59627812646925)	(8, 36.62304484086653)	(9, 36.6123404777906)	(10, 36.628556105169615)	(15, 36.617967718595075)	(20, 36.60231092243778)	(25, 36.4675832856579)	(30, 36.403447092776005)	(35, 36.361281473602574)	(40, 36.327637242319476)	(45, 36.292016775656734)	(50, 36.24322158863424)	(55, 36.22098908775154)	(60, 36.1693987461821)	(65, 36.12442921773351)	(70, 36.07982811305076)	(75, 36.02857090307754)	(80, 35.98319896191835)	(85, 35.94365817421247)	(90, 35.894297282508205)	(95, 35.83913615741107)	(100, 35.80753389028329)	(105, 35.710913315211144)	(110, 35.66775232653223)	(115, 35.575484974369296)	(120, 35.519273124240364)	(125, 35.39566093389618)	(130, 35.28863160708065)	(135, 35.18326542638548)	(140, 35.05583242252105)	(145, 34.91147710709519)	(150, 34.81969500649957)
123L14_R1_001	(1, 36.51045480413413)	(2, 36.69689435096788)	(3, 36.89740426016251)	(4, 36.92016839662318)	(5, 36.9199650769944)	(6, 36.922806388300515)	(7, 36.90538264010149)	(8, 36.948715205387806)	(9, 36.95131272191238)	(10, 36.9710828630202)	(15, 36.99495345357433)	(20, 36.98696322535333)	(25, 36.88075450348536)	(30, 36.83177984626104)	(35, 36.801187426607555)	(40, 36.76843048017745)	(45, 36.728436742999435)	(50, 36.69948267313677)	(55, 36.66302123418679)	(60, 36.62998343794504)	(65, 36.595913153314214)	(70, 36.56227767953562)	(75, 36.531494110559905)	(80, 36.484090111348316)	(85, 36.44763993215276)	(90, 36.40741442614395)	(95, 36.367345246390414)	(100, 36.3128812479006)	(105, 36.25954198117267)	(110, 36.21135725013256)	(115, 36.156450279134205)	(120, 36.095811260309645)	(125, 36.043042010321436)	(130, 35.96766721540387)	(135, 35.84567689279636)	(140, 35.81537100835321)	(145, 35.743913197731395)	(150, 35.64127793771046)
123L14_R2_001	(1, 35.92145105365873)	(2, 36.33073862989664)	(3, 36.4918361228246)	(4, 36.46086269262481)	(5, 36.48759722503685)	(6, 36.44653787535985)	(7, 36.47747777059083)	(8, 36.53392150929568)	(9, 36.534787422165834)	(10, 36.56906612329653)	(15, 36.567215748110186)	(20, 36.55923742369268)	(25, 36.37175110834737)	(30, 36.30132762942749)	(35, 36.27002895444741)	(40, 36.2429406392187)	(45, 36.20954558451617)	(50, 36.16855204999153)	(55, 36.14336950927347)	(60, 36.09720323912265)	(65, 36.051212439030486)	(70, 35.999479219701236)	(75, 35.945368582064894)	(80, 35.90723590240435)	(85, 35.85668043784232)	(90, 35.80341600295374)	(95, 35.738794817625845)	(100, 35.70235228928908)	(105, 35.60561041138634)	(110, 35.56509965826534)	(115, 35.47621443502739)	(120, 35.428121103433725)	(125, 35.31414402824932)	(130, 35.22135154807743)	(135, 35.13462818658546)	(140, 35.02907722759084)	(145, 34.90926781059405)	(150, 34.8315111001302)
123L4_R1_001	(1, 36.28745795647915)	(2, 36.440043536779285)	(3, 36.66066292710509)	(4, 36.69831385239439)	(5, 36.70302283291699)	(6, 36.724781347144756)	(7, 36.69884001030017)	(8, 36.745558478655035)	(9, 36.745945106492556)	(10, 36.76768912615844)	(15, 36.78579456480476)	(20, 36.77207866352707)	(25, 36.677083003931585)	(30, 36.62502810511477)	(35, 36.591358469629114)	(40, 36.540578890502346)	(45, 36.439143036902735)	(50, 36.37183871216083)	(55, 36.27922926096316)	(60, 36.24535112677963)	(65, 36.22644665018994)	(70, 36.207403631073575)	(75, 36.2614772772523)	(80, 36.218955499571265)	(85, 36.18796070009265)	(90, 36.15319639069481)	(95, 36.11856512332323)	(100, 36.07526045878209)	(105, 36.02495940195332)	(110, 35.984128433498896)	(115, 35.927258027093686)	(120, 35.873592458580326)	(125, 35.81736090662688)	(130, 35.750889196242035)	(135, 35.62783169318252)	(140, 35.60479382414857)	(145, 35.53237217575055)	(150, 35.42955982723332)
123L4_R2_001	(1, 35.670846179780355)	(2, 36.14493643364756)	(3, 36.28788689994239)	(4, 36.27399553482544)	(5, 36.32956975574274)	(6, 36.30790834977024)	(7, 36.29269346656296)	(8, 36.28278115069831)	(9, 36.272911469021196)	(10, 36.289981921617866)	(15, 36.27341506213283)	(20, 36.2593703732217)	(25, 36.12008328267315)	(30, 36.05174597882095)	(35, 36.021535000650395)	(40, 35.975420376805516)	(45, 35.93526121271168)	(50, 35.87275284648241)	(55, 35.84794627986185)	(60, 35.79708518077055)	(65, 35.74832846907163)	(70, 35.71930236027747)	(75, 35.66176447133342)	(80, 35.6050518167314)	(85, 35.576455564610974)	(90, 35.55412899098205)	(95, 35.50535124358562)	(100, 35.480432086606335)	(105, 35.38119446870529)	(110, 35.34057578983417)	(115, 35.25015273445485)	(120, 35.19918858062135)	(125, 35.080541852383774)	(130, 34.985695322185435)	(135, 34.894828191657396)	(140, 34.78616125067363)	(145, 34.66472140443278)	(150, 34.58767256094485)
123L9_R1_001	(1, 36.44364249303218)	(2, 36.641907677867295)	(3, 36.851039073728415)	(4, 36.878493061752444)	(5, 36.88626394282596)	(6, 36.89520011105796)	(7, 36.8783227509736)	(8, 36.922665653929045)	(9, 36.927481889420115)	(10, 36.940319587355056)	(15, 36.96914059592891)	(20, 36.960343885391254)	(25, 36.867900706077826)	(30, 36.82408633606479)	(35, 36.80020332149829)	(40, 36.77036262779127)	(45, 36.74062354007109)	(50, 36.715572346896224)	(55, 36.68424761653898)	(60, 36.65408299282586)	(65, 36.62701406049647)	(70, 36.59770921597625)	(75, 36.567596375501864)	(80, 36.52430001311557)	(85, 36.4953241148289)	(90, 36.4565350189902)	(95, 36.421675754015375)	(100, 36.37086471053876)	(105, 36.325920287436404)	(110, 36.281178079633705)	(115, 36.23140076234609)	(120, 36.179388595256434)	(125, 36.131856620229144)	(130, 36.06302480157562)	(135, 35.945940916397944)	(140, 35.91716938009341)	(145, 35.83843534227948)	(150, 35.74067774380385)
123L9_R2_001	(1, 35.66009741667025)	(2, 36.22318225416447)	(3, 36.36407269477379)	(4, 36.33273868768152)	(5, 36.37795882805374)	(6, 36.33359111777264)	(7, 36.375572724756154)	(8, 36.42021939423577)	(9, 36.40781573140402)	(10, 36.43617558657962)	(15, 36.43339492085066)	(20, 36.42479953846326)	(25, 36.24145365452157)	(30, 36.17187229320178)	(35, 36.14566922963397)	(40, 36.12228812257557)	(45, 36.09066897909641)	(50, 36.052911605146235)	(55, 36.035359704853064)	(60, 35.988230966606764)	(65, 35.950353312722626)	(70, 35.9030422050372)	(75, 35.851818352328095)	(80, 35.81530330515174)	(85, 35.771226820826215)	(90, 35.71825182283189)	(95, 35.65602006710026)	(100, 35.62210149810508)	(105, 35.52763362482398)	(110, 35.491087122177724)	(115, 35.39895902328138)	(120, 35.354740200764105)	(125, 35.23636071603909)	(130, 35.14288478530574)	(135, 35.050397686621054)	(140, 34.94297818789879)	(145, 34.82143913703364)	(150, 34.74219931454019)
123M4_R1_001	(1, 36.363194084584585)	(2, 36.50699631214732)	(3, 36.716709107293546)	(4, 36.7510205109954)	(5, 36.75808116033964)	(6, 36.77162766743451)	(7, 36.74877724850017)	(8, 36.79293463011946)	(9, 36.798764545483955)	(10, 36.81510589648023)	(15, 36.83017962966598)	(20, 36.815650253874686)	(25, 36.72735801130701)	(30, 36.678316147575636)	(35, 36.646820262663375)	(40, 36.60908244973557)	(45, 36.57074838533791)	(50, 36.537352977836285)	(55, 36.49984605747704)	(60, 36.46209830490315)	(65, 36.429002338521855)	(70, 36.39472950531432)	(75, 36.36828655670823)	(80, 36.31816882441143)	(85, 36.28258651443556)	(90, 36.23756007678031)	(95, 36.196392025157806)	(100, 36.14503204925906)	(105, 36.09108344794336)	(110, 36.04518828309851)	(115, 35.98929684694696)	(120, 35.932346472512954)	(125, 35.87484621394425)	(130, 35.801877341372744)	(135, 35.67145874649076)	(140, 35.644945435374)	(145, 35.56610981664694)	(150, 35.458616066053565)
123M4_R2_001	(1, 35.65637853184956)	(2, 36.1124449779063)	(3, 36.24334189571434)	(4, 36.20607336774198)	(5, 36.244913569102025)	(6, 36.21040310727976)	(7, 36.2306001074585)	(8, 36.269966569055875)	(9, 36.2518918477399)	(10, 36.282873512434364)	(15, 36.26696013904896)	(20, 36.24870217606115)	(25, 36.11082633253049)	(30, 36.04243676205156)	(35, 36.0049778744751)	(40, 35.96532716233712)	(45, 35.92234068587801)	(50, 35.872006371132805)	(55, 35.84586896321641)	(60, 35.789509621142486)	(65, 35.7392125402903)	(70, 35.68788253184108)	(75, 35.628332499725516)	(80, 35.5819600515334)	(85, 35.5293189433)	(90, 35.47015821222151)	(95, 35.401653619776184)	(100, 35.36808099591647)	(105, 35.25626931243002)	(110, 35.21571510025306)	(115, 35.114344903597626)	(120, 35.06750568453346)	(125, 34.93592679243802)	(130, 34.83300894939426)	(135, 34.733024256661395)	(140, 34.61846808519666)	(145, 34.486395382572944)	(150, 34.404585019775865)
123M9_R1_001	(1, 35.909886609123724)	(2, 36.00067298239801)	(3, 36.23951995814106)	(4, 36.29074946074638)	(5, 36.30162283058405)	(6, 36.330110581507654)	(7, 36.28329852182898)	(8, 36.34159204758769)	(9, 36.344801101831315)	(10, 36.37259611527842)	(15, 36.36112466862493)	(20, 36.341076494610846)	(25, 36.27857056399439)	(30, 36.23833721831686)	(35, 36.205882920490396)	(40, 36.17069931122445)	(45, 36.128553237371676)	(50, 36.10320085752321)	(55, 36.06250666188179)	(60, 36.03012008795703)	(65, 36.007473313453836)	(70, 35.98024777015915)	(75, 35.97016511643873)	(80, 35.92608054549338)	(85, 35.89398331252501)	(90, 35.85482212188971)	(95, 35.81925006884263)	(100, 35.76933931049974)	(105, 35.72020307129259)	(110, 35.67702557496828)	(115, 35.622226591623566)	(120, 35.569119821754626)	(125, 35.51934148792414)	(130, 35.44769117158639)	(135, 35.31876071044501)	(140, 35.30587576063874)	(145, 35.2369448672868)	(150, 35.130541122160494)
123M9_R2_001	(1, 35.63820380059333)	(2, 35.84208816200387)	(3, 35.95694538899551)	(4, 35.88197273777338)	(5, 35.90212302698882)	(6, 35.85985490822566)	(7, 35.8646217759248)	(8, 35.91095627568092)	(9, 35.886987526250515)	(10, 35.9021754488905)	(15, 35.87863727285617)	(20, 35.85632465386865)	(25, 35.80283087000602)	(30, 35.75555705446759)	(35, 35.71888324650375)	(40, 35.68098448178555)	(45, 35.6372727688467)	(50, 35.59150050299049)	(55, 35.571609420050926)	(60, 35.52036902486641)	(65, 35.47619024075111)	(70, 35.42629833159085)	(75, 35.3709316462278)	(80, 35.33333189263148)	(85, 35.29703562495518)	(90, 35.25588359172649)	(95, 35.196972430532796)	(100, 35.17073194530441)	(105, 35.06751162739172)	(110, 35.04149974443914)	(115, 34.943628097659065)	(120, 34.91776951848142)	(125, 34.7954664168577)	(130, 34.71193265679284)	(135, 34.63127081582253)	(140, 34.538787350332086)	(145, 34.4302343290657)	(150, 34.36170020718821)
131415C14_R1_001	(1, 36.18446028108873)	(2, 36.31041904203165)	(3, 36.53853281308342)	(4, 36.57705630464217)	(5, 36.58702338438755)	(6, 36.60360063639155)	(7, 36.57215776443507)	(8, 36.62136156403598)	(9, 36.629490986822944)	(10, 36.650748960807995)	(15, 36.655970004702894)	(20, 36.64082264298402)	(25, 36.56492943289845)	(30, 36.52114013306082)	(35, 36.49244182341662)	(40, 36.457875229549124)	(45, 36.4286843220908)	(50, 36.39819861799181)	(55, 36.36812433544639)	(60, 36.33108306110444)	(65, 36.30552860154485)	(70, 36.273229897763414)	(75, 36.24390360174233)	(80, 36.19785063546993)	(85, 36.16300059352307)	(90, 36.123784275693836)	(95, 36.08235786123147)	(100, 36.031655286858076)	(105, 35.97843409971714)	(110, 35.93633553486329)	(115, 35.87727506028709)	(120, 35.82461426003683)	(125, 35.76993863066276)	(130, 35.69820072455106)	(135, 35.568540496758274)	(140, 35.55085776459306)	(145, 35.47907693733671)	(150, 35.37313094214282)
