Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
101112L9_R2_001										7.820577997044039	1.8915367142834594	5.187282415413201	2.4135756359412586	2.7731379493381567	0.34712224452745805	0.062033184489883826
101112M14_R1_001										9.06257829293576	2.2607695258211926	5.133769064326044	1.7579426189239011	1.3885406298172267	0.039423998830685376	0.0
101112M14_R2_001										9.003407752536164	2.160405762091171	4.953808285460465	1.663158609010059	1.3291615563023353	0.0406034815160608	0.0
101112M4_R1_001										6.743375150434602	1.7706348346983665	4.12623633527162	1.3550920995154712	1.3438929658459438	0.07691304758880363	0.0
101112M4_R2_001										6.449534003094379	1.7443189574658586	4.044413796213299	1.3627888725108026	1.2650388939059345	0.074180277583685	0.0
101112M9_R1_001										8.769729376017763	2.2003853215029676	5.074852975714225	1.9442412571035235	1.6801647640294606	0.1731995500128258	0.0
101112M9_R2_001										8.680116690325239	2.0738299379688967	4.9339552211773094	1.9125142815714047	1.6642246213979357	0.16706708212373478	0.0
123C14_R1_001										9.527344187751039	2.375696561370249	4.942083279922305	1.5525721173082314	1.6756848384282947	0.1343090507658012	0.0
123C14_R2_001										9.571446080338946	2.310875245275439	4.805333668628976	1.546980050722258	1.6212466350415635	0.13354477599389272	0.0
123C4_R1_001										12.582070682955509	3.1329158194728652	6.658143808492943	2.1938332763303983	1.9986590907866313	0.06873337521042457	0.0
123C4_R2_001										12.365938085055149	3.1076758284840222	6.53156336274105	2.1590637718750036	1.9348055984571029	0.09996517689995565	0.0
123C9_R1_001										9.367490486271075	2.18058535169077	5.766417017667168	2.285756986526502	2.7048140915013024	0.23533850695924355	0.06289402282513404
123C9_R2_001										8.974784516083268	2.2113658515915025	5.568174453341858	2.1589904510717637	2.594485966897495	0.22942473945494724	0.060860639152539114
123H14_R1_001										13.728605885291131	3.1671127064287914	4.9486656025555655	1.2897713290295278	0.7816876272123525	0.0	0.0
123H14_R2_001										13.389098113387293	3.0859827001851214	4.87191895946941	1.219239444778626	0.7939919999068167	0.0	0.0
123H4_R1_001										7.575417293360885	2.1801004500852956	6.069509930810999	2.8609119550245756	4.305061973678786	0.3365699253208204	0.21667220991004613
123H4_R2_001										7.491470457192208	2.1499766279841044	5.911605161676552	2.761929645366847	4.228395523219672	0.26739383487696866	0.2149206986507317
123H9_R1_001										7.2656646177209	2.5639405620513944	8.398079374791251	4.86793469236081	8.079892157297166	1.4065280132899425	0.2825201885795105
123H9_R2_001										7.216037796077604	2.435407471063649	8.237971436267637	4.858673948107122	7.815950972110305	1.4642138290495823	0.2849505510838684
123L14_R1_001										11.885755973646017	2.873343659215982	5.818814267609196	1.8217785184000432	1.3471333129048295	0.0	0.0
123L14_R2_001										11.423676391579875	2.7335516768335264	5.7449362234348715	1.7844525045949091	1.2928310223564858	0.0	0.0
123L4_R1_001										7.017503691168438	2.2649484661842565	6.6566090618473766	3.1791979806024715	4.100624910596721	0.2272023875013593	0.06659391038862776
123L4_R2_001										6.837098030506379	2.169889169137298	6.657042952749206	3.0796796857776942	4.00080720849803	0.2233851851758009	0.06836346328928189
123L9_R1_001										7.412548326480419	1.8751500592867836	4.303037090259307	1.6526448347488305	1.2873222636443162	0.035648348385917475	0.0
123L9_R2_001										7.238455470046895	1.804020400732162	4.223175050972693	1.5619650619261995	1.2197620174959016	0.03475701635694836	0.0
123M4_R1_001										11.78004641998188	2.9657935720121458	6.563912821882754	2.7526649206223297	3.472086523423034	0.21171782084013166	0.06394341673523593
123M4_R2_001										11.411501650232884	2.9123499999070854	6.450707155993069	2.6937803412562733	3.3382286434123074	0.2422917344311723	0.06602176627202555
123M9_R1_001										6.137117050843263	1.6923790547938447	4.6897780916695995	1.9920808926658202	1.731661773454481	0.12604321209183458	0.0
123M9_R2_001										6.160694844053064	1.6646051297810014	4.6919873147872515	1.9458936852370223	1.6466337801704822	0.12784809789645152	0.0
131415C14_R1_001										8.69651315024563	2.042030657151371	4.374706243693987	1.4655679620180297	1.328752836542487	0.03564954223219569	0.0
131415C14_R2_001										8.33516764252175	1.9747167499417118	4.27652755415542	1.469496910770127	1.2399468906104583	0.03645144482031371	0.0
131415C4_R1_001										7.868608398666678	2.4234721022860626	7.023893076736841	3.2177642226802847	4.832851903554804	0.3574006458298207	0.1418434575146392
131415C4_R2_001										7.7496915865625375	2.310293464874573	6.781975235748179	3.1604179396083074	4.739711184812856	0.2966110927904363	0.20224035633184867
131415C9_R1_001										7.734867760328086	1.952076808142687	5.037869500276595	1.9870329029769898	2.0201948781979864	0.1446683981462279	0.0
131415C9_R2_001										7.400359949903095	1.8666790871104344	4.955761686509905	1.9843420578693947	1.9007277144374577	0.11494383441659145	0.0
131415H14_R1_001										8.558479039792681	2.000516901838208	4.1444014834660505	1.213706051627522	0.7965602547834424	0.0	0.0
131415H14_R2_001										8.157269825483239	1.9139289667128196	3.9982098767008747	1.1652625956645535	0.7806743714462259	0.0	0.0
131415H4_R1_001										7.61241187458256	2.1531805383077356	6.058444468956409	2.853715256606021	3.6332160043678265	0.2296375544160096	0.07488412319239215
131415H4_R2_001										7.533328747805703	2.1707064580290236	5.961089584777391	2.831670118058044	3.5170047411909695	0.23340321356667437	0.07539183017547753
131415H9_R1_001										7.803860379642077	2.265087856488331	6.2063847758123964	2.715940444924154	3.33273007140185	0.243405780391109	0.061618396835084174
131415H9_R2_001										7.572023761462314	2.1508249391014864	6.120058293789811	2.646820813327426	3.245963362635846	0.21090317497640104	0.06107178704218908
131415L14_R1_001										9.278096118111348	1.9548282944070239	3.5095065039199347	0.9934960267906195	0.6655983642995641	0.03128768155149942	0.0
131415L14_R2_001										8.840093265876089	1.9455839737862264	3.4111936121556408	0.9795876279304304	0.6652877539457215	0.030661844886204263	0.0
131415L4_R1_001										7.358045718744954	1.991977243579393	9.733545366008201	7.496323257340361	26.45304416099941	9.42967390905026	10.170827896352307
131415L4_R2_001										7.429757042362989	1.9987487587077153	9.643976498903545	7.532370151551188	25.98039358442511	9.525960441882757	9.947941444472601
131415L9_R1_001										7.735535081639182	1.9499089437451422	4.963586508514684	1.9223359477073036	2.0118546061096083	0.14695501902380978	0.0
131415L9_R2_001										7.544724687589463	1.868903844063412	4.845953725301513	1.8690320359916124	1.9186599307315435	0.14346620760070258	0.0
131415M14_R1_001										10.096622478734995	2.211800076665439	4.204444133269529	1.2843417688523315	0.9230799063262897	0.0	0.0
131415M14_R2_001										9.724095453899588	2.1311233214339165	4.039778275831337	1.2636390319529909	0.8540591541560357	0.0	0.0
131415M4_R1_001										7.145917656567061	1.9762806196468328	5.45229224185306	2.4725229225942678	3.233516114986643	0.18146204330953633	0.06557010828235232
131415M4_R2_001										7.041052471531437	1.88152065804887	5.425976608396805	2.385408536822613	3.1105642980848587	0.17877800741346042	0.06509052029332799
131415M9_R1_001										7.5851212479559225	2.0467099957491697	5.479893987849719	2.2531859050162586	2.474920003259231	0.17035334345058725	0.0
131415M9_R2_001										7.437293222888619	2.045970614500621	5.387012585297395	2.146882595099895	2.3817463410219952	0.16932827124492067	0.0
13M14_R1_001										10.613727642587678	2.721082728626899	6.430690905417856	2.2084625890583154	1.6650777556726684	0.0	0.0
13M14_R2_001										10.654881014357178	2.726117305572232	6.26473243048782	2.163812056658061	1.6641124355576187	0.03678565100131318	0.0
456C4_R1_001										6.150167379532556	1.5892653729278932	4.210959205506628	1.626366235913907	1.9407910736996294	0.13772144154702962	0.0
456C4_R2_001										6.134983286981082	1.6325136364128925	4.028224984072681	1.6044079210669286	1.887607625495747	0.13896660785931958	0.0
456H4_R1_001										7.13638319344515	2.568385547502339	7.804517100966736	4.860492261210886	10.417377826143799	2.6639034585660255	1.0784223597469706
456H4_R2_001										7.023309025882758	2.5195266400767897	7.630285972654393	4.823522693779173	10.292394168817975	2.5807873124106466	0.9312113166043138
456H9_R1_001										8.742095695773445	2.0299942008376357	6.473039755297609	3.1384768406185577	4.635273463868581	0.5280831343267104	0.20230959885319794
456H9_R2_001										8.592431852513641	1.9149052782728697	6.407279994788448	3.044213955406197	4.700484536712405	0.37957366434442563	0.20092997698503814
456L14_R1_001										9.210782338597575	2.068230794015111	3.8649070507807677	0.9714959181414912	0.6858393796556106	0.0	0.0
456L14_R2_001										9.1269725041461	2.079154339469852	3.739928926377509	0.9389484950061054	0.6799795383389271	0.0	0.0
456L4_R1_001										5.920297756052348	2.4163251598936535	9.056043321927925	6.741103264986551	18.112368963401757	5.793215484389954	3.330717592426052
456L4_R2_001										5.922130907153607	2.4779076214611755	9.050596570122508	6.528295032501931	18.046503157888033	5.759233907630333	3.249693633100829
456L9_R1_001										8.55460947001243	2.5042226683458324	8.194035446344353	3.818174166954915	4.7164050222122675	0.40925318974042935	0.0
456L9_R2_001										8.494299657779603	2.377064758983498	7.97541795436822	3.8016143448010067	4.6808379344064015	0.36873523971855654	0.0
456M14_R1_001										8.636298567420262	2.191309626443843	5.664268961266317	1.9303616299081006	1.8031060120665643	0.09160265764617515	0.0
456M14_R2_001										8.485686860745572	2.1776606089022197	5.604577235177479	1.8459070063801022	1.7219342441579708	0.12807913250611785	0.0
456M4_R1_001										7.076299276506984	1.8344254941385303	4.394979116623604	1.5905551057114438	1.9025264367979127	0.16406496024670975	0.0
456M4_R2_001										7.005518735366556	1.7811180767032975	4.293068719682669	1.5185025489819295	1.9038962025080899	0.15560040482363982	0.0
456M9_R1_001										6.894844747402138	2.3682445596988746	7.654514522357152	4.284152328911923	6.827087005068422	1.1047182538734306	0.35495089772751237
456M9_R2_001										6.824671860601692	2.258505724625233	7.556710209570571	4.169861722664827	6.6156754100882145	1.0523792965386722	0.35759388435597594
45C14_R1_001										6.40550039874898	2.3860089032072733	8.601571944720058	6.66848693631123	18.591453309272254	6.589909842605708	3.725930809800495
45C14_R2_001										6.449860493265523	2.3627002998610225	8.51693032953866	6.572079962222907	18.487481310055017	6.190016475009237	3.842573860560303
45C9_R1_001										8.407747387002667	2.3905375514042597	7.143989688438534	3.538361682938699	4.739259953650874	0.34383781086571785	0.14510823964460356
45C9_R2_001										8.064760723836576	2.362094067365549	6.9706451559082865	3.4126474291708178	4.591543146890249	0.37037610230331985	0.14494179113660258
45H14_R1_001										7.89501716598305	2.466471205695414	7.332798413485886	3.4027203703440376	5.320606734546378	0.6010908983356459	0.1491933012308449
45H14_R2_001										7.763605087048828	2.4794599198000555	7.3722476784207585	3.2652060583806466	5.258335324990907	0.5877761757250675	0.14935316784701602
67C9_R1_001										7.06022016693305	2.391980090769675	7.283553756894406	3.842706819508152	5.1970563200255295	0.5350277903861111	0.15709864190509798
67C9_R2_001										6.972582517705966	2.23243600143379	7.387522882309569	3.821580181724144	5.2537307822406065	0.40309685800439005	0.15656668106185248
6C14_R1_001										7.128072403589145	1.9525228288817345	5.406695000977002	2.0594653993435608	2.321438701395095	0.17999891515657696	0.0
6C14_R2_001										7.003967718090837	1.9088325300245172	5.34329002712111	1.9765759561092124	2.324814870723107	0.1204309543571856	0.06002781578545645
789C4_R1_001										32.07003402843011	1.3125241155204537	3.2611506028723993	1.136467793364621	0.2763465548993865	0.0	0.0
789C4_R2_001										31.78561312925953	1.2369178618453738	3.2194773576402507	1.1631258769800803	0.24194120306298403	0.0	0.0
789H14_R1_001										9.988186245583176	2.3372666547605525	4.634470584477074	1.4208163259138296	0.8919015410505502	0.0	0.0
789H14_R2_001										9.869910926587265	2.2145635727771436	4.547495591929418	1.3729342674148581	0.8837379603003999	0.0	0.0
789H4_R1_001										9.024905505252814	2.572018477991866	7.119510649949659	3.7062520085397574	6.210743093300546	0.9945398084933903	0.2853953021235334
789H4_R2_001										8.745115242339166	2.455516177471599	7.076214397333795	3.7113954598533185	6.024740761328801	0.9802868570951936	0.28177887495976567
789H9_R1_001										8.509821908017308	2.078059459529007	5.0439856089033634	2.015307767182015	2.0877258063349635	0.1925466616651377	0.0
789H9_R2_001										8.188132218974081	2.0095096391839427	4.877873483474923	1.9323221191131439	2.043099866913346	0.15613047789835968	0.0
789L14_R1_001										10.180279825044536	2.344228948471081	4.421032429085125	1.3047561403552426	1.0208295355584707	0.03364367446583532	0.0
789L14_R2_001										10.013280383431265	2.166345980875196	4.364776074345894	1.2883734597193888	0.977899176987924	0.032732137189708986	0.0
789L4_R1_001										6.3889863347508635	1.6588130597561475	4.966390749805293	2.227283357443727	2.7802865553128253	0.21333141467275246	0.0
789L4_R2_001										6.182488984379557	1.6383291211654427	4.813582943602814	2.1563574957535776	2.816947445967649	0.17989872803724063	0.0
789L9_R1_001										8.42764288607575	2.202777327643	6.837120233880907	3.19193450762114	3.9295101748152006	0.33879112953029816	0.0760808771539385
789L9_R2_001										8.359602994766263	2.208706384356941	6.748991591062516	3.098125948872976	3.8143206658928874	0.41442098226109125	0.0
789M14_R1_001										10.166980923708794	2.2139157804046268	4.737920359587575	1.623488761531348	1.2454363256129701	0.03628939175772914	0.0
789M14_R2_001										9.932944908621055	2.197680928771957	4.579355215061517	1.5992250806247152	1.242335013212439	0.0354635796305505	0.0
789M4_R1_001										8.544995014249828	2.437538649102256	6.669829091677711	3.635903425026922	6.065642551669922	0.8924540218062039	0.26373692823296196
789M4_R2_001										8.447204034837695	2.4708202237302213	6.4496065567972645	3.5910682911914154	5.865714772692962	0.9530297545360654	0.2653136823609291
7C14_R1_001										8.643584237380423	2.4639411494541537	6.965166336494351	3.4004205246744847	5.183363628944209	0.3597096320063602	0.14708937285012827
7C14_R2_001										8.477755542847163	2.40241468029514	6.798905298659642	3.450700516724931	5.025880319103973	0.3236537693607698	0.14494911929403229
89C14_R1_001										11.225093637595876	2.4212345235455826	4.836554586708544	1.6784049674098453	1.4731239330557346	0.07589452557501924	0.0
89C14_R2_001										11.198479853214373	2.3938070921919152	4.823849560097583	1.604850260207826	1.4147477394333918	0.07524826065624027	0.0
89C9_R1_001										8.312703413811574	2.261212929970349	6.760809346891829	3.6083571545866104	5.079303377930879	0.42981283543117715	0.13931795737263514
89C9_R2_001										8.085123414958844	2.208908956612046	6.727278981014516	3.4672271115692785	4.924509635091885	0.4578988316655934	0.13614160147691787
89M9_R1_001										6.980770652288956	2.0546603685270584	5.83547194505524	2.589779629221655	2.997231770644625	0.30996644387018807	0.0
89M9_R2_001										6.852714159794422	1.913226176160871	5.719419742393654	2.5792403010199187	2.8767167859726213	0.3374927935016743	0.0
