Sample	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
123H4_R2_001	62.0	88.0	119.0	6388.0	8064.0	8700.0	8851.0	8991.0	9531.0	10403.0	11124.0	14049.0	17102.0	23240.0	30273.0	44053.0	58047.0	78761.0	99693.0	129414.0	154089.0	187082.0	208390.0	236841.0	270993.0	309089.0	269030.0	15200460.0
123H9_R1_001	704.0	288.0	370.0	6167.0	7447.0	7910.0	7759.0	8086.0	8321.0	8541.0	8962.0	11487.0	13751.0	20445.0	29667.0	46976.0	69947.0	105500.0	142643.0	194484.0	229151.0	278727.0	305041.0	344667.0	381846.0	432325.0	396862.0	15078686.0
123H9_R2_001	82.0	147.0	146.0	6068.0	7393.0	7906.0	7735.0	8062.0	8238.0	8485.0	8919.0	11413.0	13676.0	20314.0	29666.0	47491.0	70076.0	105481.0	142574.0	194514.0	229114.0	278352.0	305020.0	344591.0	381857.0	425587.0	379802.0	15104051.0
123L14_R1_001	197.0	248.0	280.0	5653.0	7429.0	7447.0	8388.0	8118.0	8847.0	8893.0	9508.0	10981.0	13080.0	16917.0	21357.0	29262.0	38099.0	52340.0	66962.0	87597.0	106771.0	134678.0	156568.0	182785.0	218483.0	273313.0	241420.0	15389125.0
123L14_R2_001	78.0	96.0	99.0	5606.0	7431.0	7417.0	8365.0	8118.0	8764.0	8782.0	9467.0	10907.0	13012.0	16874.0	21315.0	29329.0	38185.0	52412.0	66908.0	87547.0	106716.0	134784.0	156524.0	182802.0	218664.0	266527.0	226911.0	15411106.0
123L4_R1_001	236.0	383.0	346.0	7214.0	8923.0	9067.0	9293.0	9003.0	9800.0	9681.0	10032.0	11373.0	12750.0	15972.0	19530.0	25981.0	32955.0	45324.0	56764.0	75682.0	92249.0	118417.0	139608.0	168565.0	217117.0	276577.0	234651.0	16156309.0
123L4_R2_001	99.0	143.0	176.0	7145.0	8900.0	9095.0	9264.0	8932.0	9768.0	9640.0	9970.0	11332.0	12718.0	15882.0	19511.0	26114.0	33024.0	45408.0	56874.0	75405.0	92260.0	118461.0	139657.0	169112.0	218663.0	268039.0	217127.0	16181083.0
123L9_R1_001	197.0	140.0	160.0	5542.0	6945.0	7171.0	7227.0	7461.0	7734.0	8009.0	8841.0	10656.0	13277.0	18655.0	26070.0	37785.0	51381.0	72123.0	90732.0	113625.0	132327.0	155099.0	170584.0	188858.0	213158.0	254442.0	235413.0	15506372.0
123L9_R2_001	49.0	44.0	77.0	5514.0	6926.0	7181.0	7203.0	7424.0	7712.0	7986.0	8772.0	10655.0	13287.0	18594.0	26061.0	37849.0	51464.0	72204.0	90686.0	113489.0	132303.0	154976.0	170583.0	188750.0	213061.0	245120.0	218275.0	15533739.0
123M4_R1_001	270.0	321.0	396.0	6514.0	8455.0	8848.0	9096.0	9364.0	9753.0	10388.0	11353.0	13646.0	16261.0	21707.0	28775.0	40514.0	53816.0	73808.0	92743.0	120205.0	141666.0	171945.0	188539.0	212972.0	246101.0	292784.0	255205.0	15849443.0
123M4_R2_001	55.0	112.0	104.0	6453.0	8458.0	8835.0	9061.0	9363.0	9714.0	10353.0	11313.0	13640.0	16217.0	21656.0	28675.0	40675.0	54051.0	74022.0	92734.0	120013.0	141553.0	171897.0	188360.0	213076.0	246427.0	284293.0	238906.0	15874872.0
123M9_R1_001	114.0	144.0	164.0	6419.0	8226.0	8454.0	8306.0	8561.0	8350.0	8245.0	8563.0	9368.0	10208.0	12200.0	14479.0	18868.0	23833.0	33212.0	42362.0	57237.0	72093.0	92565.0	111758.0	134323.0	166472.0	212918.0	205010.0	16263306.0
123M9_R2_001	140.0	148.0	177.0	6428.0	8206.0	8463.0	8303.0	8522.0	8294.0	8230.0	8549.0	9330.0	10152.0	12174.0	14394.0	18824.0	23839.0	33160.0	42336.0	57156.0	72039.0	92452.0	111873.0	134282.0	166801.0	213099.0	204800.0	16263587.0
131415C14_R1_001	78.0	106.0	154.0	6501.0	8156.0	8362.0	8196.0	8387.0	8651.0	8535.0	9066.0	10283.0	12094.0	15310.0	19811.0	27535.0	36470.0	52054.0	67560.0	89991.0	111407.0	137413.0	159757.0	185274.0	219988.0	267955.0	243314.0	16391778.0
131415C14_R2_001	46.0	56.0	83.0	6434.0	8135.0	8361.0	8171.0	8354.0	8587.0	8498.0	9077.0	10293.0	12068.0	15252.0	19823.0	27549.0	36456.0	52003.0	67533.0	90001.0	111386.0	137389.0	159859.0	185151.0	219843.0	259461.0	226320.0	16417997.0
131415C4_R1_001	236.0	311.0	405.0	6769.0	8696.0	9019.0	9092.0	9331.0	9738.0	10260.0	10890.0	12973.0	15854.0	21144.0	27227.0	38337.0	49582.0	69712.0	88707.0	117169.0	139602.0	170059.0	191122.0	220188.0	263953.0	314379.0	266812.0	16148209.0
131415C4_R2_001	75.0	122.0	153.0	6720.0	8700.0	9012.0	9084.0	9319.0	9691.0	10198.0	10876.0	12930.0	15815.0	21092.0	27145.0	38481.0	49537.0	69859.0	88892.0	117246.0	139516.0	169664.0	191269.0	220966.0	264463.0	307577.0	250441.0	16170933.0
131415C9_R1_001	116.0	148.0	182.0	6814.0	8806.0	8780.0	9225.0	9096.0	8913.0	9454.0	9616.0	10153.0	11059.0	13577.0	16354.0	21729.0	28148.0	38947.0	51152.0	67636.0	83604.0	106085.0	125523.0	149308.0	178994.0	227497.0	216086.0	16310977.0
131415C9_R2_001	61.0	69.0	69.0	6793.0	8803.0	8751.0	9190.0	9095.0	8906.0	9418.0	9569.0	10079.0	11033.0	13597.0	16348.0	21807.0	28143.0	38972.0	51133.0	67606.0	83493.0	106067.0	125574.0	149227.0	178932.0	218342.0	198493.0	16338409.0
131415H14_R1_001	105.0	121.0	176.0	6330.0	8183.0	8942.0	8996.0	9083.0	9154.0	9571.0	9979.0	11453.0	13394.0	18017.0	23401.0	33356.0	44754.0	62804.0	79621.0	105982.0	127751.0	155442.0	174841.0	198133.0	228693.0	275198.0	252408.0	16567733.0
131415H14_R2_001	38.0	72.0	74.0	6306.0	8227.0	8948.0	8980.0	9066.0	9128.0	9525.0	9985.0	11450.0	13379.0	18055.0	23383.0	33430.0	44758.0	62863.0	79541.0	105838.0	127823.0	155463.0	174667.0	197944.0	228711.0	266900.0	234791.0	16594276.0
131415H4_R1_001	280.0	222.0	293.0	7614.0	9314.0	9148.0	9641.0	9146.0	9509.0	9660.0	9605.0	10818.0	12325.0	15943.0	20941.0	30550.0	41399.0	59226.0	77626.0	105649.0	126784.0	156964.0	178107.0	206280.0	245381.0	294428.0	275512.0	17650035.0
131415H4_R2_001	283.0	184.0	248.0	7598.0	9337.0	9205.0	9610.0	9125.0	9475.0	9665.0	9537.0	10788.0	12340.0	15990.0	20912.0	30480.0	41518.0	59233.0	77593.0	105693.0	126810.0	156971.0	178178.0	206397.0	245468.0	294523.0	275820.0	17649419.0
131415H9_R1_001	89.0	122.0	166.0	6817.0	8555.0	8810.0	9051.0	8816.0	8942.0	8937.0	9081.0	9694.0	11035.0	13387.0	16607.0	23012.0	30384.0	42315.0	56252.0	74778.0	91196.0	115564.0	133130.0	156849.0	187678.0	236887.0	216187.0	16407117.0
131415H9_R2_001	42.0	58.0	87.0	6757.0	8543.0	8792.0	9028.0	8806.0	8917.0	8946.0	9066.0	9694.0	10984.0	13388.0	16620.0	23006.0	30439.0	42423.0	56125.0	74774.0	91216.0	115504.0	133082.0	157015.0	187651.0	228838.0	198654.0	16433003.0
131415L14_R1_001	209.0	93.0	143.0	7334.0	9047.0	9375.0	9395.0	9336.0	9234.0	9333.0	9060.0	9748.0	10677.0	12455.0	15018.0	19608.0	25315.0	35105.0	44872.0	60924.0	75739.0	94809.0	111634.0	131097.0	158209.0	204366.0	190850.0	17083707.0
131415L14_R2_001	33.0	54.0	74.0	7334.0	9035.0	9356.0	9389.0	9286.0	9203.0	9303.0	9032.0	9700.0	10697.0	12403.0	15031.0	19747.0	25311.0	35074.0	44890.0	60806.0	75571.0	94745.0	111599.0	130993.0	157827.0	194572.0	172400.0	17113227.0
131415L4_R1_001	357.0	657.0	578.0	10318.0	12375.0	11626.0	11207.0	11324.0	11251.0	10898.0	10150.0	12558.0	12805.0	14796.0	17806.0	21839.0	27445.0	36365.0	44424.0	59281.0	72032.0	95972.0	113816.0	149209.0	249100.0	337997.0	190284.0	16578409.0
131415L4_R2_001	413.0	430.0	539.0	10357.0	12472.0	11781.0	11110.0	11329.0	11088.0	10802.0	10273.0	12573.0	12709.0	14768.0	17763.0	22103.0	27552.0	36171.0	44424.0	59381.0	72209.0	96144.0	114597.0	149806.0	250436.0	340176.0	190708.0	16572765.0
131415L9_R1_001	176.0	178.0	204.0	7399.0	9073.0	9330.0	9492.0	9486.0	9575.0	9590.0	9485.0	10565.0	11317.0	13760.0	16677.0	22220.0	28461.0	39788.0	51850.0	68288.0	85494.0	107826.0	126657.0	149713.0	182286.0	231077.0	212950.0	16825025.0
131415L9_R2_001	52.0	59.0	82.0	7373.0	9072.0	9304.0	9444.0	9488.0	9564.0	9541.0	9518.0	10505.0	11319.0	13768.0	16658.0	22279.0	28466.0	39903.0	51846.0	68282.0	85445.0	107854.0	126712.0	149595.0	181853.0	222379.0	194657.0	16852924.0
131415M14_R1_001	727.0	187.0	227.0	6906.0	8813.0	9321.0	9519.0	9283.0	9662.0	9438.0	9595.0	10131.0	10923.0	12761.0	14797.0	19004.0	23911.0	32634.0	42109.0	56884.0	71959.0	91990.0	111986.0	136013.0	173835.0	228541.0	206443.0	17159392.0
131415M14_R2_001	61.0	90.0	96.0	6865.0	8782.0	9337.0	9493.0	9235.0	9629.0	9411.0	9574.0	10086.0	10928.0	12661.0	14747.0	19699.0	24060.0	32799.0	42085.0	56731.0	71923.0	92070.0	111885.0	135869.0	173859.0	219810.0	189019.0	17186187.0
131415M4_R1_001	121.0	155.0	240.0	7818.0	9640.0	10079.0	9983.0	10021.0	10181.0	10281.0	10285.0	11277.0	11631.0	14055.0	16537.0	20995.0	26834.0	35632.0	44537.0	58555.0	69496.0	84891.0	97783.0	115468.0	147195.0	194697.0	164913.0	16922416.0
131415M4_R2_001	40.0	91.0	118.0	7766.0	9638.0	10071.0	9978.0	10001.0	10181.0	10247.0	10254.0	11244.0	11620.0	14086.0	16519.0	21002.0	26852.0	35786.0	44597.0	58502.0	69345.0	84941.0	97721.0	115525.0	147855.0	185820.0	146561.0	16949355.0
131415M9_R1_001	99.0	125.0	148.0	6681.0	8327.0	8749.0	8747.0	8968.0	9097.0	9339.0	9179.0	10269.0	11706.0	13989.0	17279.0	22520.0	29019.0	39425.0	50856.0	66271.0	82173.0	105216.0	125829.0	152582.0	185996.0	237722.0	229693.0	16634357.0
131415M9_R2_001	27.0	35.0	56.0	6645.0	8335.0	8742.0	8739.0	8978.0	9072.0	9327.0	9151.0	10242.0	11714.0	13978.0	17241.0	22547.0	28995.0	39563.0	50842.0	66301.0	82137.0	105147.0	125819.0	152504.0	185562.0	228465.0	211322.0	16662875.0
13M14_R1_001	144.0	208.0	318.0	6259.0	7906.0	8148.0	8717.0	8931.0	9085.0	9325.0	9890.0	10804.0	12602.0	14890.0	18225.0	24653.0	32174.0	45537.0	59017.0	81652.0	103585.0	135644.0	161085.0	197354.0	247211.0	310957.0	272353.0	15953356.0
13M14_R2_001	152.0	229.0	311.0	6195.0	7931.0	8194.0	8693.0	8867.0	9032.0	9321.0	9889.0	10723.0	12552.0	14856.0	18215.0	24652.0	32119.0	45607.0	58978.0	81694.0	103455.0	135689.0	161057.0	197142.0	247344.0	310484.0	272351.0	15954298.0
456C4_R1_001	134.0	196.0	231.0	6723.0	8767.0	8737.0	8926.0	9035.0	9285.0	9308.0	9858.0	11552.0	13423.0	17498.0	23539.0	35261.0	47832.0	68276.0	88812.0	118160.0	141989.0	172139.0	196521.0	220745.0	251379.0	293400.0	284531.0	16297030.0
456C4_R2_001	36.0	65.0	83.0	6674.0	8763.0	8715.0	8905.0	9026.0	9237.0	9315.0	9876.0	11529.0	13377.0	17547.0	23596.0	35270.0	47848.0	68442.0	88827.0	118219.0	141952.0	172178.0	196575.0	220780.0	251370.0	282473.0	264845.0	16327764.0
456H4_R1_001	187.0	252.0	275.0	6615.0	8386.0	8901.0	8513.0	8646.0	8848.0	9210.0	8734.0	9910.0	11298.0	14191.0	18620.0	26532.0	35698.0	53242.0	68675.0	91642.0	109801.0	135758.0	152353.0	182596.0	228733.0	285969.0	235158.0	15126176.0
456H4_R2_001	62.0	126.0	172.0	6612.0	8358.0	8822.0	8507.0	8674.0	8828.0	9105.0	8670.0	9838.0	11261.0	14192.0	18580.0	26603.0	35767.0	53224.0	68702.0	91642.0	109823.0	135815.0	152463.0	182532.0	229471.0	280466.0	219964.0	15146640.0
456H9_R1_001	315.0	504.0	644.0	10354.0	12829.0	11918.0	12099.0	11515.0	11365.0	11263.0	11331.0	11895.0	12748.0	14780.0	17765.0	22324.0	28980.0	40125.0	51024.0	65775.0	80353.0	103425.0	120950.0	149213.0	241524.0	326657.0	193841.0	19881515.0
456H9_R2_001	331.0	472.0	597.0	10308.0	12656.0	11994.0	12076.0	11402.0	11298.0	11265.0	11331.0	11825.0	12666.0	14767.0	17665.0	22381.0	29076.0	40415.0	50831.0	65638.0	80421.0	103374.0	121162.0	149962.0	244226.0	328262.0	193753.0	19876877.0
456L14_R1_001	2573.0	221.0	273.0	5829.0	7303.0	7461.0	7939.0	8064.0	9025.0	9963.0	11835.0	14983.0	19386.0	27946.0	37381.0	53523.0	70847.0	97499.0	123470.0	157906.0	186491.0	224548.0	248761.0	275728.0	310716.0	357820.0	320780.0	15285077.0
456L14_R2_001	67.0	103.0	109.0	5814.0	7281.0	7458.0	7906.0	8044.0	9001.0	9856.0	11832.0	15008.0	19422.0	27857.0	37278.0	55960.0	70854.0	97620.0	123478.0	157905.0	186479.0	224576.0	248752.0	275473.0	311209.0	349625.0	305011.0	15309370.0
456L4_R1_001	234.0	307.0	363.0	7511.0	9041.0	9402.0	9078.0	8862.0	8935.0	9648.0	9788.0	11985.0	13395.0	17681.0	23195.0	33514.0	44164.0	61767.0	77428.0	101952.0	118161.0	147189.0	162981.0	195364.0	251782.0	314727.0	232935.0	15362461.0
456L4_R2_001	206.0	308.0	314.0	7505.0	8979.0	9434.0	8988.0	8837.0	8960.0	9646.0	9726.0	11870.0	13363.0	17606.0	23145.0	33584.0	44058.0	61866.0	77587.0	101824.0	118200.0	146952.0	163425.0	195703.0	253228.0	313728.0	232675.0	15362133.0
456L9_R1_001	874.0	207.0	322.0	6138.0	7856.0	7873.0	8346.0	8595.0	9082.0	9460.0	9806.0	12138.0	14461.0	18937.0	25313.0	36175.0	46832.0	65078.0	82484.0	109236.0	126455.0	153456.0	172042.0	191993.0	224243.0	273364.0	235726.0	15597671.0
456L9_R2_001	910.0	207.0	293.0	6091.0	7838.0	7840.0	8304.0	8532.0	9023.0	9455.0	9844.0	12075.0	14450.0	18838.0	25231.0	36074.0	46876.0	65068.0	82331.0	109135.0	126406.0	153604.0	172202.0	192102.0	224668.0	273011.0	235530.0	15598225.0
456M14_R1_001	106.0	121.0	158.0	6652.0	8667.0	8959.0	9181.0	8942.0	9179.0	9230.0	9348.0	9869.0	10973.0	13523.0	16432.0	22245.0	29325.0	40278.0	52594.0	70369.0	86999.0	108819.0	126573.0	147214.0	175911.0	221258.0	204639.0	16356640.0
456M14_R2_001	107.0	119.0	150.0	6655.0	8687.0	8912.0	9179.0	8893.0	9146.0	9171.0	9339.0	9814.0	10960.0	13467.0	16401.0	22272.0	29261.0	40213.0	52551.0	70316.0	87003.0	108921.0	126689.0	147119.0	175748.0	221528.0	204550.0	16357033.0
456M4_R1_001	246.0	330.0	342.0	7064.0	8932.0	9361.0	9452.0	9509.0	10053.0	9796.0	10356.0	11573.0	13062.0	15953.0	19506.0	26223.0	34320.0	47954.0	61607.0	82447.0	100495.0	126366.0	147107.0	172157.0	206294.0	253356.0	233001.0	16559647.0
456M4_R2_001	92.0	95.0	101.0	7027.0	8927.0	9311.0	9421.0	9490.0	10036.0	9798.0	10312.0	11508.0	13051.0	15913.0	19534.0	26379.0	34491.0	48121.0	61504.0	82306.0	100534.0	126544.0	146862.0	172126.0	206860.0	244062.0	213911.0	16588193.0
456M9_R1_001	247.0	289.0	357.0	6693.0	8467.0	8404.0	8751.0	8744.0	9108.0	9598.0	9959.0	12091.0	14639.0	20289.0	28303.0	41820.0	57095.0	85300.0	108151.0	140567.0	162918.0	195070.0	212042.0	241477.0	277716.0	324542.0	278571.0	14262441.0
456M9_R2_001	98.0	109.0	120.0	6649.0	8491.0	8331.0	8706.0	8714.0	9090.0	9581.0	9954.0	12045.0	14581.0	20236.0	28170.0	41934.0	57355.0	85362.0	107935.0	140403.0	162919.0	195054.0	212019.0	241586.0	277616.0	317158.0	264335.0	14285098.0
45C14_R1_001	3375.0	384.0	379.0	8050.0	9878.0	10169.0	9617.0	9827.0	9534.0	9561.0	9399.0	11012.0	11405.0	13360.0	16449.0	21301.0	27401.0	37719.0	47590.0	64824.0	78698.0	104250.0	121758.0	153477.0	221052.0	293382.0	205904.0	16651905.0
45C14_R2_001	3353.0	289.0	347.0	8148.0	9873.0	10211.0	9578.0	9701.0	9450.0	9589.0	9358.0	10940.0	11380.0	13258.0	16478.0	21389.0	27391.0	37611.0	47502.0	64947.0	78864.0	104409.0	122206.0	153916.0	223108.0	293153.0	205991.0	16649220.0
45C9_R1_001	321.0	267.0	320.0	6436.0	8382.0	8837.0	9128.0	8835.0	9364.0	9595.0	9563.0	11261.0	12755.0	16314.0	20473.0	28791.0	37519.0	53597.0	68495.0	92321.0	111243.0	140678.0	159912.0	187777.0	230552.0	283032.0	241795.0	15089451.0
45C9_R2_001	76.0	148.0	157.0	6425.0	8381.0	8801.0	9084.0	8747.0	9333.0	9550.0	9608.0	11168.0	12740.0	16245.0	20420.0	28962.0	37591.0	53678.0	68454.0	92164.0	111208.0	140753.0	159967.0	187512.0	231153.0	276889.0	227229.0	15110571.0
