Sample	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
101112C14_R1_001	1169.0	133.0	158.0	6524.0	8243.0	8799.0	9037.0	8868.0	9174.0	9437.0	9264.0	10225.0	10869.0	13417.0	15850.0	21534.0	27088.0	36722.0	46970.0	61595.0	74876.0	93286.0	108410.0	127015.0	159317.0	207920.0	177800.0	16270243.0
101112C14_R2_001	1179.0	112.0	164.0	6553.0	8254.0	8808.0	8962.0	8886.0	9161.0	9429.0	9241.0	10227.0	10918.0	13371.0	15788.0	21537.0	27076.0	36613.0	47012.0	61698.0	74838.0	93236.0	108546.0	126978.0	159687.0	207578.0	177776.0	16270315.0
101112C4_R1_001	261.0	186.0	241.0	7142.0	9003.0	8971.0	9204.0	9103.0	9095.0	9345.0	9523.0	10351.0	11377.0	13469.0	16042.0	21102.0	26963.0	37234.0	47529.0	63449.0	79029.0	100673.0	118313.0	140742.0	177998.0	225292.0	200892.0	16643954.0
101112C4_R2_001	268.0	188.0	227.0	7141.0	9003.0	8975.0	9167.0	9080.0	9056.0	9323.0	9464.0	10323.0	11288.0	13440.0	16028.0	21090.0	26946.0	37159.0	47535.0	63451.0	79027.0	100770.0	118420.0	140646.0	178187.0	226227.0	201034.0	16643020.0
101112C9_R1_001	120.0	147.0	189.0	7196.0	9134.0	9302.0	9617.0	9033.0	9663.0	9669.0	9765.0	10342.0	11212.0	13014.0	15398.0	19762.0	25366.0	34784.0	44676.0	59367.0	73302.0	94718.0	110558.0	131802.0	161346.0	208848.0	190444.0	16320065.0
101112C9_R2_001	50.0	67.0	68.0	7214.0	9171.0	9267.0	9566.0	9028.0	9638.0	9642.0	9746.0	10287.0	11198.0	12987.0	15372.0	19791.0	25405.0	34915.0	44665.0	59328.0	73315.0	94624.0	110667.0	131875.0	161340.0	199229.0	173071.0	16347313.0
101112H14_R1_001	92.0	124.0	171.0	6194.0	7677.0	7979.0	8342.0	7885.0	8426.0	8576.0	8829.0	10004.0	11690.0	15410.0	20212.0	28621.0	38905.0	55795.0	73576.0	99204.0	122944.0	153518.0	177082.0	207440.0	244803.0	294582.0	271736.0	15759088.0
101112H14_R2_001	40.0	72.0	76.0	6152.0	7702.0	7967.0	8306.0	7927.0	8378.0	8535.0	8788.0	9972.0	11623.0	15354.0	20151.0	28635.0	38954.0	55837.0	73573.0	99126.0	122962.0	153553.0	177056.0	207421.0	244822.0	286622.0	254916.0	15784385.0
101112H4_R1_001	201.0	260.0	280.0	7229.0	8649.0	9053.0	9254.0	9306.0	9802.0	9970.0	10446.0	12542.0	14762.0	19078.0	24987.0	34424.0	45511.0	62621.0	78633.0	104409.0	125111.0	152467.0	173165.0	197320.0	231344.0	276210.0	252314.0	16190461.0
101112H4_R2_001	65.0	104.0	90.0	7164.0	8617.0	9035.0	9235.0	9301.0	9744.0	9929.0	10429.0	12521.0	14804.0	19043.0	24952.0	34562.0	45530.0	62828.0	78684.0	104248.0	125132.0	152421.0	173167.0	197614.0	231360.0	266414.0	233396.0	16219420.0
101112H9_R1_001	123.0	172.0	212.0	7439.0	9832.0	9790.0	10286.0	9700.0	10123.0	9955.0	9653.0	10093.0	10862.0	12290.0	14437.0	17979.0	22385.0	29431.0	36224.0	46003.0	54278.0	66312.0	74830.0	87929.0	115445.0	162425.0	131897.0	17479865.0
101112H9_R2_001	73.0	105.0	110.0	7428.0	9805.0	9786.0	10272.0	9698.0	10131.0	9907.0	9642.0	10045.0	10890.0	12240.0	14350.0	18093.0	22422.0	29466.0	36229.0	45906.0	54226.0	66217.0	74751.0	87874.0	115041.0	153116.0	113592.0	17508555.0
101112L14_R1_001	112.0	132.0	175.0	6892.0	8778.0	8951.0	8695.0	8660.0	9093.0	9212.0	9070.0	9572.0	10702.0	13245.0	16122.0	22298.0	29299.0	41175.0	54024.0	73361.0	92599.0	116800.0	137704.0	162388.0	191918.0	242176.0	235825.0	16844450.0
101112L14_R2_001	125.0	155.0	164.0	6888.0	8761.0	8916.0	8680.0	8645.0	9057.0	9152.0	9059.0	9555.0	10688.0	13182.0	16044.0	22277.0	29270.0	41134.0	54053.0	73289.0	92505.0	116708.0	137671.0	162339.0	192119.0	242216.0	235550.0	16845226.0
101112L4_R1_001	1017.0	239.0	308.0	7065.0	8830.0	8875.0	8609.0	8669.0	8890.0	9089.0	8941.0	9918.0	10977.0	13209.0	15930.0	21541.0	28090.0	39055.0	50983.0	69829.0	88221.0	113920.0	134655.0	161609.0	200021.0	250824.0	231153.0	16355907.0
101112L4_R2_001	1047.0	215.0	259.0	7072.0	8838.0	8864.0	8635.0	8653.0	8874.0	9027.0	8901.0	9867.0	10923.0	13099.0	15886.0	21583.0	28217.0	39088.0	50823.0	69789.0	88154.0	113996.0	135049.0	161610.0	200419.0	251384.0	231056.0	16355046.0
101112L9_R1_001	72.0	98.0	151.0	7262.0	9164.0	9102.0	9435.0	9207.0	9418.0	9529.0	9801.0	10597.0	11706.0	14735.0	19005.0	26377.0	35455.0	49724.0	64957.0	85243.0	104150.0	128598.0	145049.0	168194.0	197747.0	247655.0	220866.0	16801568.0
101112L9_R2_001	30.0	67.0	63.0	7233.0	9121.0	9111.0	9388.0	9149.0	9387.0	9494.0	9774.0	10582.0	11647.0	14749.0	19000.0	26394.0	35501.0	49787.0	65005.0	85179.0	104126.0	128578.0	145062.0	167990.0	198015.0	238957.0	203448.0	16828028.0
101112M14_R1_001	64.0	117.0	128.0	6775.0	8943.0	8748.0	8974.0	8727.0	9004.0	9315.0	8954.0	9331.0	10121.0	12077.0	14636.0	20251.0	26861.0	38207.0	50217.0	67536.0	83367.0	103167.0	118042.0	137376.0	164808.0	210250.0	189052.0	16345391.0
101112M14_R2_001	75.0	100.0	120.0	6793.0	8938.0	8772.0	8953.0	8705.0	9010.0	9323.0	8921.0	9342.0	10161.0	12046.0	14663.0	20164.0	26822.0	38210.0	50207.0	67648.0	83239.0	103012.0	118007.0	137315.0	165041.0	211322.0	188684.0	16344846.0
101112M4_R1_001	219.0	288.0	388.0	6854.0	8467.0	8761.0	9485.0	9044.0	9410.0	9617.0	10428.0	11537.0	13083.0	16919.0	20838.0	28362.0	36610.0	49942.0	61919.0	80859.0	97973.0	118669.0	135379.0	155474.0	182922.0	224370.0	204085.0	15975869.0
101112M4_R2_001	64.0	89.0	109.0	6765.0	8482.0	8769.0	9468.0	9001.0	9364.0	9575.0	10382.0	11546.0	13070.0	16834.0	20810.0	28414.0	36800.0	50104.0	61973.0	80820.0	97946.0	118744.0	135512.0	155517.0	183312.0	214753.0	186101.0	16003447.0
101112M9_R1_001	478.0	231.0	246.0	6293.0	7863.0	8528.0	8801.0	8965.0	9872.0	10803.0	12617.0	16225.0	21465.0	31293.0	43016.0	62157.0	82549.0	111953.0	137617.0	169313.0	192215.0	217392.0	232240.0	248074.0	267463.0	303136.0	274765.0	15704708.0
101112M9_R2_001	60.0	64.0	86.0	6258.0	7858.0	8500.0	8785.0	8949.0	9832.0	10748.0	12613.0	16164.0	21499.0	31207.0	42979.0	62469.0	82631.0	112047.0	137601.0	169237.0	192021.0	217375.0	232223.0	247962.0	267062.0	295702.0	258147.0	15730199.0
123C14_R1_001	153.0	136.0	155.0	6103.0	7657.0	7889.0	8041.0	8306.0	8328.0	8460.0	8695.0	9863.0	11336.0	13972.0	18035.0	24763.0	32320.0	45054.0	57745.0	78281.0	97103.0	124250.0	146887.0	174341.0	208902.0	260238.0	248701.0	15621658.0
123C14_R2_001	41.0	67.0	67.0	6073.0	7643.0	7872.0	8020.0	8248.0	8272.0	8439.0	8693.0	9866.0	11317.0	13996.0	17990.0	24926.0	32439.0	45209.0	57776.0	78172.0	97025.0	124270.0	146924.0	174244.0	208856.0	251906.0	231918.0	15647103.0
123C4_R1_001	76.0	122.0	183.0	6091.0	7690.0	8217.0	8306.0	8436.0	8890.0	9096.0	9691.0	11745.0	14660.0	20361.0	29018.0	43632.0	61135.0	88723.0	115070.0	152698.0	180683.0	217270.0	240039.0	267643.0	301625.0	352294.0	316269.0	15591708.0
123C4_R2_001	36.0	78.0	75.0	6057.0	7687.0	8182.0	8306.0	8411.0	8871.0	9026.0	9624.0	11713.0	14661.0	20372.0	29002.0	43670.0	61201.0	88795.0	115032.0	152734.0	180428.0	217211.0	239943.0	267610.0	301778.0	344201.0	300767.0	15615900.0
123C9_R1_001	171.0	165.0	176.0	6663.0	8668.0	9106.0	9687.0	9656.0	9872.0	9930.0	10489.0	11584.0	12851.0	16218.0	19633.0	26430.0	32987.0	45267.0	57275.0	75473.0	89965.0	114861.0	134661.0	163699.0	197145.0	254946.0	237072.0	16660441.0
123C9_R2_001	31.0	61.0	98.0	6666.0	8659.0	9063.0	9702.0	9634.0	9827.0	9873.0	10449.0	11557.0	12829.0	16190.0	19556.0	26469.0	32988.0	45384.0	57292.0	75407.0	89922.0	114902.0	134627.0	163459.0	197258.0	246144.0	219969.0	16687075.0
123H14_R1_001	127.0	112.0	144.0	5955.0	7528.0	7606.0	8059.0	7978.0	8233.0	8488.0	8777.0	10202.0	12258.0	17064.0	24167.0	36152.0	50840.0	72062.0	93173.0	117569.0	136851.0	159924.0	174327.0	191259.0	215532.0	256892.0	232152.0	16003822.0
123H14_R2_001	134.0	115.0	128.0	5931.0	7491.0	7595.0	8054.0	7946.0	8201.0	8453.0	8706.0	10161.0	12245.0	17016.0	24084.0	36041.0	50852.0	72053.0	92972.0	117437.0	136797.0	159864.0	174157.0	191170.0	215906.0	256848.0	231879.0	16005017.0
123H4_R1_001	251.0	220.0	272.0	6429.0	8072.0	8716.0	8857.0	9041.0	9563.0	10425.0	11112.0	14101.0	17135.0	23222.0	30277.0	43918.0	57843.0	78683.0	99784.0	129506.0	154018.0	186948.0	208383.0	236826.0	270936.0	316981.0	285802.0	15175606.0
